@RELATION emotion

@ATTRIBUTE Dimension_0 CONTINUOUS
@ATTRIBUTE Dimension_1 CONTINUOUS
@ATTRIBUTE Dimension_2 CONTINUOUS
@ATTRIBUTE Dimension_3 CONTINUOUS
@ATTRIBUTE Dimension_4 CONTINUOUS
@ATTRIBUTE Dimension_5 CONTINUOUS
@ATTRIBUTE Dimension_6 CONTINUOUS
@ATTRIBUTE Dimension_7 CONTINUOUS
@ATTRIBUTE Dimension_8 CONTINUOUS
@ATTRIBUTE Dimension_9 CONTINUOUS
@ATTRIBUTE Dimension_10 CONTINUOUS
@ATTRIBUTE Dimension_11 CONTINUOUS
@ATTRIBUTE Dimension_12 CONTINUOUS
@ATTRIBUTE Dimension_13 CONTINUOUS
@ATTRIBUTE Dimension_14 CONTINUOUS
@ATTRIBUTE Dimension_15 CONTINUOUS
@ATTRIBUTE Dimension_16 CONTINUOUS
@ATTRIBUTE Dimension_17 CONTINUOUS
@ATTRIBUTE Dimension_18 CONTINUOUS
@ATTRIBUTE Dimension_19 CONTINUOUS
@ATTRIBUTE Dimension_20 CONTINUOUS
@ATTRIBUTE Dimension_21 CONTINUOUS
@ATTRIBUTE Dimension_22 CONTINUOUS
@ATTRIBUTE Dimension_23 CONTINUOUS
@ATTRIBUTE Dimension_24 CONTINUOUS
@ATTRIBUTE Dimension_25 CONTINUOUS
@ATTRIBUTE Dimension_26 CONTINUOUS
@ATTRIBUTE Dimension_27 CONTINUOUS
@ATTRIBUTE Dimension_28 CONTINUOUS
@ATTRIBUTE Dimension_29 CONTINUOUS
@ATTRIBUTE Dimension_30 CONTINUOUS
@ATTRIBUTE Dimension_31 CONTINUOUS
@ATTRIBUTE Dimension_32 CONTINUOUS
@ATTRIBUTE Dimension_33 CONTINUOUS
@ATTRIBUTE Dimension_34 CONTINUOUS
@ATTRIBUTE Dimension_35 CONTINUOUS
@ATTRIBUTE Dimension_36 CONTINUOUS
@ATTRIBUTE Dimension_37 CONTINUOUS
@ATTRIBUTE Dimension_38 CONTINUOUS
@ATTRIBUTE Dimension_39 CONTINUOUS
@ATTRIBUTE Dimension_40 CONTINUOUS
@ATTRIBUTE Dimension_41 CONTINUOUS
@ATTRIBUTE Dimension_42 CONTINUOUS
@ATTRIBUTE Dimension_43 CONTINUOUS
@ATTRIBUTE Dimension_44 CONTINUOUS
@ATTRIBUTE Emotion {happy, sad, angry, surprised, scared, disgusted, neutral}

@DATA
0.0101945610343, -0.0474173733733, 0.0776237563271, -0.152668086503, 0.0605661089509, -0.130545194966, -0.00876954344261, -0.0405523346791, -0.0346527929312, -0.0427631093306, 0.0605846828319, 0.134640368198, -0.00895815726491, -0.0275389203031, 0.0491056928391, 0.0204224393817, -0.0460126609521, 0.0201932480569, -0.137170889742, 0.109575592919, -0.0809777387585, -0.175617237709, 0.0221597824243, -0.105416571705, 0.0530471878397, 0.0997076986143, 0.103242448529, -0.10677033175, 0.0134304939036, -0.00581724785469, 0.0171866133887, -0.116039843976, -0.0382589593718, 0.0267692705141, 0.0480908020451, -0.0758035191932, 0.0257014163871, 0.0815918484906, 0.120330691702, 0.0427213131274, -0.10025372837, -0.0607119069839, 0.00986347684197, -0.0745762219742, 0.0462520227921, happy
-0.0698501399276, 0.136612101727, -0.0745964832885, -0.0217557817012, 0.139921220444, -0.0341353854655, -0.0340797414368, 0.0241620809494, 0.0297606836468, 0.013821083001, 0.037604305296, 0.0568514377249, 0.0798162293071, -0.126928439017, -0.0256631910715, -0.108956525116, 0.0185653911202, 0.0584609927775, -0.0741300136631, 0.00304594518703, 0.0413366276588, 0.107173814162, 0.0756198697856, -0.0938580960164, -0.0983942841375, -0.0254389882651, -0.0512577678816, -0.0506675642053, 0.0257591486619, -0.0324031922411, -0.0314282720285, 0.0372287229067, -0.0834559141037, -0.0162848021344, 0.0391456037294, -0.0377678022348, 0.0135405658763, 0.000833994592441, 0.0260406164477, 0.0621042260304, -0.0113791700535, 0.0513774717511, 0.00823417049659, 0.00317934902623, -0.0313374265788, neutral
0.0825326806961, 0.037272377102, 0.0283521479473, 0.0198148005903, 0.00443945325459, 0.038348530179, -0.0454884204405, -0.0397792659773, -0.032506936934, 0.0892105047012, 0.149813128429, -0.0242178279257, 0.107214373244, 0.0443456512215, -0.0583942478014, 0.0465439429319, -0.0235306552248, 0.0123789205154, 0.0365240100545, -0.00884199109473, -0.041497339936, -0.103247402376, 0.0490954073922, 0.0141172174933, 0.0927747471881, 0.0161730176701, -0.113954640975, 0.000442426968857, 0.0882559084453, -0.0561675271571, 0.0457212976032, 0.0901215803311, -0.0921227053418, -0.0211471683219, -0.0397545586205, 0.0355197087089, 0.0594111306945, -0.00999033103518, 0.00754748109829, 0.0137436803214, 0.0583862928322, -0.0106593775081, -0.039410964316, -0.0152723837099, -0.0687080532294, scared
-0.0625937495725, -0.0234237576037, -0.024721882098, -0.0640295482321, -0.11261840829, 0.0349576937274, 0.0180682633584, 0.113801769612, 0.0320726008001, 0.118771105628, -0.0921252407786, 0.00496143815268, 0.0870317126651, 0.0841686675231, 1.00438187269e-05, 0.0372035099838, 0.032877243972, 0.159517685951, -0.0647780308529, -0.0355018467113, -0.102684011345, 0.0350398334645, -0.053223211058, 0.100333054611, -0.032606550044, -0.0239265665968, -0.0806975090216, -0.0873604510307, 0.00664933612892, -0.0147521882817, -0.132072445614, -0.0697214492105, 0.0700350923347, -0.0138940656513, 0.112142569321, 0.11260872049, 0.00670352666506, -0.17339027648, 0.120256540264, -0.0342331095745, -0.128686358223, 0.0384056738108, 0.110281841886, 0.0952452536337, -0.0993122583817, happy
-0.041812251066, -0.0225927877312, 0.13594661892, -0.057566519834, 0.0784868105361, -0.0387264012936, 0.077188954539, 0.140988741574, -0.0830194123718, 0.077664220546, 0.0213080106261, -0.0746451119442, -0.0967099225765, 0.0107940943843, 0.162696173809, -0.000971428579865, -0.0188314824739, 0.0107263856265, 0.05768517624, 0.0338096619176, -0.00660008712461, 0.0287343491585, 0.0465179628487, 0.0509227108809, 0.0666849138913, 0.0252626251045, -0.0816702233855, 0.0355213877952, -0.0512539632253, 0.0245035972829, -0.0161499932917, 0.143053361528, 0.088867246036, -0.0586182977993, 0.13272630474, -0.0359191972598, 0.164623129398, -0.00462290366228, 0.0393908765666, -0.0244248098449, 0.0494763349817, 0.12066472708, -0.0986717819035, 0.0203711452078, 0.0183023229497, happy
-0.0243290092175, -0.0185290862184, -0.0488721979073, -0.0419681620638, -0.112110176003, 0.0235314317297, -0.00575642679449, 0.0695535076235, 0.00944816940999, -0.0278505430161, 0.00823146346836, 0.0824860557415, 0.000280770819468, 0.0319297072653, 0.0433779511071, 0.219817680186, 0.0769387532964, -0.0172633136356, -0.0562718298096, -0.117299201613, -0.096981281606, 0.117007890316, 0.0152590393546, -0.0875754362404, 0.0868911587954, -0.177871245774, 0.0456444916485, 0.157354178044, 0.0683342424259, -0.00028683994359, 0.0853367456745, 0.061142753811, 0.00599583228184, 0.059506100447, -0.00292232936225, -0.0452452986255, -0.00975014630005, -0.0399563161182, -0.000829151522245, 0.185132297452, 0.0217042558268, -0.0516597911978, -0.146167993701, -0.178384573316, 0.206320369249, happy
0.100727697543, 0.0362236031617, -0.0146105567791, -0.00647604389837, 0.0253669483182, -0.0675634429397, -0.034352825934, 0.0424061122221, 0.0245724149467, 0.0695113380952, -0.117723247903, -0.0643527680634, -0.00472643927519, -0.0196635636313, -0.0953587387028, 0.0216719614214, -0.0080625791069, -0.041525123897, -0.0458648472766, 0.051102158778, -0.0330661708248, 0.00605485537256, 0.0190261212521, 0.0413496586866, -0.0139837186767, 0.00214714644957, 0.0256997515643, -0.097970164465, -0.0370412217827, 0.0149413305919, 0.0802838131282, 0.0614948866076, 0.0138717918373, 0.0395764350927, -0.0619057742342, -0.0894507049871, -0.00974886574178, -0.0516704138171, -0.0745635946832, -0.00996544992939, -0.0266679085851, 0.0377150012298, 0.042270974063, 0.0569596506918, 0.0490311239906, neutral
-0.0511592735946, -0.00554464383707, 0.0864781363044, -0.0226505194475, 0.043753096189, 0.0669019497974, 0.0615657189551, 0.0196037210952, 0.0868712358315, 0.104748751427, 0.0146815173464, -0.0107205604816, 0.0454198815295, -0.0705419639335, -0.0155768053228, 0.0211516673282, 0.062601381275, -0.113193674781, -0.0297969164603, -0.0822192381237, 0.093239974324, -0.0367077180465, 0.166028381129, 0.101146140769, 0.00675835812739, -0.043724133581, -0.0229901905254, 0.0773260242582, -0.0551482537076, -0.00317479914042, 0.118410092243, 0.00484429864631, -0.0153052108019, -0.0110043294201, -0.018018682162, -0.0266066234607, -0.0825479055399, 0.0219763469321, 0.0949769122922, -0.0704397977428, 0.0735590650343, 0.0165983937368, 0.0384840907648, 0.0552018601577, 0.0660279247709, neutral
0.0751683247744, 0.0258062243587, -0.0537618886645, -0.00349762236757, -0.0879523222235, 0.030302233439, 0.103561166421, -0.0261048431134, 0.0306530240212, 0.00479644711951, -0.0410431488148, 0.120593432585, 0.0919963114518, -0.070885313548, 0.0101525313455, 0.00848902717083, -0.0896462119176, -0.0502898598142, -0.0391147529055, -0.0909417022513, -0.00747093155302, -0.0567081066474, 0.0320559261483, -0.0198473114943, -0.0864658706854, 0.00235877991108, -0.0539501095531, -0.0424000248339, 0.0881922919564, -0.0759406954984, -0.0885600650895, 0.0434408699727, 0.0450630368996, -0.0326894443758, 0.130427604507, -0.00572990229, 0.0393275936943, 0.048169012903, -0.0560395485378, -0.075284687331, 0.109645405656, 0.0725124690147, -0.0185819363989, 0.0267945802557, -0.00139895032743, neutral
-0.0402084585641, -0.0484079837985, -0.112284061614, 0.0525284176297, 0.00879902185357, -0.111315844316, -0.0955597716216, -0.115568820003, -0.115000171123, 0.057215659142, -0.00422527943289, -0.0514010481253, 0.0312326790276, -0.0541638274227, 0.088204285966, -0.0233910969118, 0.00888508331362, -0.071741103914, 0.085112204277, -0.0854385190978, 0.19951421163, -0.0387685646976, -0.0839718629394, -0.0560461082388, -0.056501811063, 0.00562188062492, 0.0321653017055, -0.0306223824108, 0.0526333942829, -0.0239641804411, -0.116424042132, -0.0724008106444, 0.0725077935273, -0.0156251809418, 0.0704879087463, -0.0755084797032, -0.124836444027, -0.0585670651795, 0.179335612352, 0.0705358163363, 0.0779774290366, -0.0183312500576, 0.0467501881305, 0.0821797998976, 0.012243446047, disgusted
