@RELATION emotion

@ATTRIBUTE Dimension_0 CONTINUOUS
@ATTRIBUTE Dimension_1 CONTINUOUS
@ATTRIBUTE Dimension_2 CONTINUOUS
@ATTRIBUTE Dimension_3 CONTINUOUS
@ATTRIBUTE Dimension_4 CONTINUOUS
@ATTRIBUTE Dimension_5 CONTINUOUS
@ATTRIBUTE Dimension_6 CONTINUOUS
@ATTRIBUTE Dimension_7 CONTINUOUS
@ATTRIBUTE Dimension_8 CONTINUOUS
@ATTRIBUTE Dimension_9 CONTINUOUS
@ATTRIBUTE Dimension_10 CONTINUOUS
@ATTRIBUTE Dimension_11 CONTINUOUS
@ATTRIBUTE Dimension_12 CONTINUOUS
@ATTRIBUTE Dimension_13 CONTINUOUS
@ATTRIBUTE Dimension_14 CONTINUOUS
@ATTRIBUTE Dimension_15 CONTINUOUS
@ATTRIBUTE Dimension_16 CONTINUOUS
@ATTRIBUTE Dimension_17 CONTINUOUS
@ATTRIBUTE Dimension_18 CONTINUOUS
@ATTRIBUTE Dimension_19 CONTINUOUS
@ATTRIBUTE Dimension_20 CONTINUOUS
@ATTRIBUTE Dimension_21 CONTINUOUS
@ATTRIBUTE Dimension_22 CONTINUOUS
@ATTRIBUTE Dimension_23 CONTINUOUS
@ATTRIBUTE Dimension_24 CONTINUOUS
@ATTRIBUTE Dimension_25 CONTINUOUS
@ATTRIBUTE Dimension_26 CONTINUOUS
@ATTRIBUTE Dimension_27 CONTINUOUS
@ATTRIBUTE Dimension_28 CONTINUOUS
@ATTRIBUTE Dimension_29 CONTINUOUS
@ATTRIBUTE Dimension_30 CONTINUOUS
@ATTRIBUTE Dimension_31 CONTINUOUS
@ATTRIBUTE Dimension_32 CONTINUOUS
@ATTRIBUTE Dimension_33 CONTINUOUS
@ATTRIBUTE Dimension_34 CONTINUOUS
@ATTRIBUTE Dimension_35 CONTINUOUS
@ATTRIBUTE Dimension_36 CONTINUOUS
@ATTRIBUTE Dimension_37 CONTINUOUS
@ATTRIBUTE Dimension_38 CONTINUOUS
@ATTRIBUTE Dimension_39 CONTINUOUS
@ATTRIBUTE Dimension_40 CONTINUOUS
@ATTRIBUTE Dimension_41 CONTINUOUS
@ATTRIBUTE Dimension_42 CONTINUOUS
@ATTRIBUTE Dimension_43 CONTINUOUS
@ATTRIBUTE Dimension_44 CONTINUOUS
@ATTRIBUTE Dimension_45 CONTINUOUS
@ATTRIBUTE Dimension_46 CONTINUOUS
@ATTRIBUTE Dimension_47 CONTINUOUS
@ATTRIBUTE Dimension_48 CONTINUOUS
@ATTRIBUTE Dimension_49 CONTINUOUS
@ATTRIBUTE Dimension_50 CONTINUOUS
@ATTRIBUTE Dimension_51 CONTINUOUS
@ATTRIBUTE Dimension_52 CONTINUOUS
@ATTRIBUTE Dimension_53 CONTINUOUS
@ATTRIBUTE Dimension_54 CONTINUOUS
@ATTRIBUTE Dimension_55 CONTINUOUS
@ATTRIBUTE Dimension_56 CONTINUOUS
@ATTRIBUTE Dimension_57 CONTINUOUS
@ATTRIBUTE Dimension_58 CONTINUOUS
@ATTRIBUTE Dimension_59 CONTINUOUS
@ATTRIBUTE Dimension_60 CONTINUOUS
@ATTRIBUTE Dimension_61 CONTINUOUS
@ATTRIBUTE Dimension_62 CONTINUOUS
@ATTRIBUTE Dimension_63 CONTINUOUS
@ATTRIBUTE Dimension_64 CONTINUOUS
@ATTRIBUTE Dimension_65 CONTINUOUS
@ATTRIBUTE Dimension_66 CONTINUOUS
@ATTRIBUTE Dimension_67 CONTINUOUS
@ATTRIBUTE Dimension_68 CONTINUOUS
@ATTRIBUTE Dimension_69 CONTINUOUS
@ATTRIBUTE Dimension_70 CONTINUOUS
@ATTRIBUTE Dimension_71 CONTINUOUS
@ATTRIBUTE Dimension_72 CONTINUOUS
@ATTRIBUTE Dimension_73 CONTINUOUS
@ATTRIBUTE Dimension_74 CONTINUOUS
@ATTRIBUTE Dimension_75 CONTINUOUS
@ATTRIBUTE Dimension_76 CONTINUOUS
@ATTRIBUTE Dimension_77 CONTINUOUS
@ATTRIBUTE Dimension_78 CONTINUOUS
@ATTRIBUTE Dimension_79 CONTINUOUS
@ATTRIBUTE Dimension_80 CONTINUOUS
@ATTRIBUTE Dimension_81 CONTINUOUS
@ATTRIBUTE Dimension_82 CONTINUOUS
@ATTRIBUTE Dimension_83 CONTINUOUS
@ATTRIBUTE Dimension_84 CONTINUOUS
@ATTRIBUTE Dimension_85 CONTINUOUS
@ATTRIBUTE Dimension_86 CONTINUOUS
@ATTRIBUTE Dimension_87 CONTINUOUS
@ATTRIBUTE Dimension_88 CONTINUOUS
@ATTRIBUTE Dimension_89 CONTINUOUS
@ATTRIBUTE Emotion {happy, sad, angry, surprised, scared, disgusted, neutral}

@DATA
-0.0686676876079, 0.0711431764496, 0.0287325456596, -0.00917030330416, -0.0246375742628, 0.0531497992293, 0.040627328124, 0.00485515605355, -0.0673103963745, -0.0322229782794, -0.0712043434634, 0.0695271282262, 0.00201545148867, 0.0594171140901, -0.0013086820599, -0.0756441377368, 0.0584684932666, -0.0518758040231, 0.125423167106, 0.0286131656202, -0.0625376047708, 0.139409528784, 0.00242603553963, -0.0503807226696, -0.0801296855931, 0.0945683037581, -0.143366257582, -0.162271070133, 0.029587198224, 0.0328147160568, -0.0823743870114, -0.0455245881235, 0.0442494538836, -0.0898027741084, 0.0813066099215, 0.00851897636304, 0.0442005129017, -0.196454246242, -0.0210330281164, -0.161785361501, -0.122545239803, 0.199314828556, -0.0352302151342, -0.00489951789888, 0.0261589783125, -0.0933935414709, -0.0564248013314, -0.0596788932245, -0.00690149251698, -0.00747855674873, -0.00893269000511, 0.0467280410293, -0.0269203572182, -0.11384122468, 0.198190209156, 0.0230622708136, -0.0334322045787, -0.0704391651867, 0.06962276726, 0.0245513766163, -0.0963895073392, -0.0481745264714, 0.0107436166353, -0.000443216381659, 0.126879959446, 0.016765598777, -0.158387437546, -0.0530102585549, 0.0197404934256, -0.207488145935, 0.0211537656656, -0.0252296345213, -0.0841964941199, 0.144618413682, 0.0679338308826, 0.0446521651241, -0.120217343628, 0.151594351663, -0.0162191852216, 0.068485298336, -0.0720468407459, 0.0538148586253, -0.00146901227735, 0.0196587878968, -0.064476751643, -0.00696965862159, 0.0133141146789, 0.0505331006885, -0.158791375931, 0.00961970019999, neutral
0.0875154709211, -0.131373923952, 0.0717422288535, -0.0487914915483, 0.0568635076115, 0.0429073157612, -0.126755319449, -0.0759129052073, 0.111938539279, 0.0762718141888, -0.0231850191986, 0.0818622918405, 0.0210602553771, -0.0212025910604, 0.0609869702044, -0.011678897468, -0.0832228487571, 0.043821267867, -0.0011254577982, 0.0409491999563, -0.138173027236, -0.0266988533038, -0.140905244543, 0.0480088237802, 0.00596428767907, -0.0131025018139, 0.00588554736316, -0.0274520561427, -0.00406036023575, 0.0937839045341, -0.165755916267, 0.155857708738, 0.0745092152742, -0.146499789609, 0.080770985044, 0.0302764894594, -0.0947315242179, -0.0719958500964, -0.0280115570967, -0.00421343367805, 0.0961624411702, -0.105388802936, 0.126438008813, 0.0261850772635, -0.0175343965108, 0.0486444404284, -0.0680108598251, -0.0441346609687, -0.0172894970804, 0.0931821389753, -0.0997880215865, -0.0733387080587, -0.0136879424183, -0.0194230700616, 0.0378703426173, 0.0262433151352, -0.0412579629399, 0.078065092504, -0.0585865076236, -0.0548580313504, -0.0131774864205, 0.0135756450885, -0.0122272821846, -0.0400626766012, 0.0965904590377, -0.00568482412386, -0.0550390012657, -0.0381860897311, 0.0227331711377, 0.00941562468181, -0.00298759356532, 0.0597062720138, -0.0623651158764, 0.0520075219948, -0.0551599299095, 0.0461507961075, 0.114186176815, 0.0649122087791, -0.00184767877082, 0.00679608651042, 0.054899349867, -0.0148699639964, 0.0868113998763, -0.0868090317802, 0.112342259586, 0.066152213294, 0.0442137614183, 0.0794805787458, -0.0261793643178, -0.0328330957025, neutral
-0.0473002978843, -0.0193503275377, -0.0421398296936, 0.0384894911708, -0.00762259816389, -0.0658151610671, 0.0108520443309, -0.1240139087, -0.0567237715462, 0.0360318336704, -0.0633051032593, -0.132449445634, 0.00776327258264, -0.0772111425547, 0.202798695589, 0.165001224417, -0.092978079396, 0.0987771129077, 0.0570079680251, 0.0765191087598, -0.024779437127, 0.0673037810898, 0.138123981991, 0.0753606835218, -0.0789388735378, 0.153485521728, -0.0880300003451, -0.0729801980879, -0.0612889053019, 0.0821702959735, 0.0807233170461, -0.0947277120923, 0.0677133632875, 0.0328656775535, 0.00400162718126, -0.0178280482437, -0.0326499726578, -0.104293076708, -0.0118045104731, -0.0714413183742, 0.0343254543792, -0.0900535483395, -0.0135661575457, 0.0671444219111, 0.126163751323, -0.0353870279759, -0.04513896982, -0.0168189485529, 0.0199951431806, -0.230170949615, -0.107958059607, 0.089434279098, -0.0244816139297, 0.014033583847, -0.0708785232394, -0.174240729951, 0.0278434487195, -0.0880017552452, -0.137941964321, 0.03663761205, 0.0770191865489, -0.0653058071831, -0.0137224289318, 0.127172715754, 0.0462087398335, -0.0975909087464, 0.0925302108266, -0.0819499000525, 0.0136013021728, 0.0055514471638, 0.121373245947, -0.0212302254964, -0.0935014161278, -0.0309494935644, -0.00894405284616, -0.0469925061123, -0.0132070273376, -0.0507515336895, 0.0668246604595, -0.00699526875441, -0.0336753451661, -0.0742609512089, 0.0682249733735, -0.00144183396504, 0.0124009022673, -0.0622085614699, -0.0147331247196, 0.0112478825714, -0.0561288998995, -0.114758684345, angry
-0.0749270298912, 0.0578959132148, -0.019831519748, -0.0352152130423, -0.0340483107609, 0.0723764950146, 0.0841136047524, 0.0787147967629, 0.0508795699235, -0.0598038130742, -0.0918189909317, -0.0101706280356, 0.0215106712927, 0.106382832618, -0.0115120028994, -0.0342316541577, 0.132650396076, 0.0362552897472, 0.0514984567985, -0.0531092692683, -0.181501549535, -0.0206043880903, -0.0429962353687, 0.0234908772738, 0.00498765687435, 0.056452563326, 0.103676723693, -0.12503654764, 0.0142990892965, 0.0268418107025, -0.0167195819794, -0.0283679702274, -0.0253192011308, 0.0369531770478, -0.00696190043499, 0.0543398756495, -0.01048737509, -0.0170796709737, 0.00210637571124, -0.124041936755, -0.0228790038629, -0.00509033978078, -0.00516559588352, -0.0139381494444, 0.0484240040136, 0.0171728242769, -0.127677171652, 0.0238484254027, -0.063582361881, 0.0480162968163, -0.13500370555, -0.00330541105036, -0.01967610648, 0.0758772991629, -0.15840868149, -0.18221586797, -0.138835717142, -0.137026210167, 0.102747632386, -0.0870338514372, 0.0923979896591, 0.0755974196971, 0.0100435204744, 0.0515527587989, -0.15967702084, 0.171546106883, 0.0453215047656, 0.0375349281653, 0.0515634332611, 0.0116414118468, 0.0254902737739, 0.0108175931955, 0.0189638977121, -0.0724686045056, 0.118683934839, -0.113767488781, 0.0911750404262, 0.124373522991, -0.0129609022017, -0.124880146106, -0.048442533743, -0.110090630339, -0.0680396366064, -0.194022377394, 0.116619397507, 0.140574775227, -0.00460784748247, -0.0299680458151, -0.0385414314374, 0.0396523077997, neutral
0.048719489639, 0.0281650872454, 0.0521290639991, -0.00870017276641, 0.0291272173422, -0.00571753713892, 0.113394743869, 0.0241805668825, 0.0935819228722, 0.0141663096619, 0.0865939746197, -0.172869469566, -0.00618772229688, -0.117492877455, 0.0153462250462, -0.0495543362633, -0.0839773946223, -0.0800667420995, 0.10908708749, -0.0470539861358, 0.0253628561233, -0.042823088929, 0.0206034351569, -0.0739501156879, 0.0423413542149, -0.163419697095, -0.0406843736128, -0.0878143682475, -0.0250855763058, -0.0312500798003, -0.00986325032701, -0.0104509979223, -0.00971557281654, -0.02511113334, 0.00717929334924, 0.00292498892524, -0.0386495178974, -0.056285872084, -0.0581228522167, -0.0615873304006, 0.0233132957265, -0.0692122222851, 0.0682177240655, 0.0451029664247, -0.0501819144409, 0.0533141230213, -0.0140923667698, -0.0233807874209, 0.0378756886825, 0.107985836578, -0.0607024201484, -0.137103522175, 0.0730511229858, 0.0415073425347, 0.0648126853673, -0.0248598777349, -0.0312949352028, 0.147933693603, 0.031874687733, 0.243206210012, 0.00307615180908, -0.115160256218, -0.103848813747, 0.195652859815, 0.00486837478352, 0.160239037239, 0.00152558173747, 0.137197178465, 0.0481586432872, -0.122378569266, 0.190602193387, -0.18883810949, 0.18051683923, 0.0475044792925, 0.00966457482236, -0.0124244508479, -0.0568097768799, -0.00760490981499, 0.090464294588, 0.122702838946, 0.0249116949697, -0.121266122263, 0.0588074157444, 0.0121743919095, 0.0238460057716, -0.0427563985202, -0.0525751419504, 0.0209254454604, 0.0965522341551, 0.0818266884146, sad
-0.08694759901, 0.0641744595649, -0.00543465577117, 0.0831227493058, -0.135332610804, 0.0199422678789, -0.0349087512169, -0.0970209018933, 0.11347980627, -0.0118923913418, -0.0871946785378, -0.0505676949524, -0.0521180835574, -0.112505011859, 0.034058647313, -0.0490044836111, 0.0171251499585, 0.10948122504, 0.040162212398, 0.102898827701, 0.0340985985089, -0.0911025664565, 0.0729856914748, -0.118607318114, -0.00546924128762, 0.0575241555758, 0.130114753391, 0.109007843971, 0.0840125890544, -0.0161324075151, 0.0844382844177, -0.0803603313595, -0.0984073792882, -0.0988159295275, -0.0922082285484, -0.0460725547289, -0.0910176831149, -0.00671504322365, 0.185574103488, -0.0772075107139, -0.015439280069, -0.0962215014498, 0.128896072342, 0.00379188715032, -0.0102414947048, -0.19239377594, -0.069247210064, -0.116691808922, 0.0453130073634, 0.0717518608133, 0.0324630466871, 0.112188427655, 0.174866983554, -0.0228050320394, 0.124835998521, 0.0163079346229, 0.00717055091783, -0.0575892410544, 0.0333049823611, -0.0775552009027, -0.123509719609, 0.0149124011559, -0.00575913058893, -0.0913109780278, 0.0476687835503, -0.0537984497983, -0.0567866605547, -0.0179579705722, -0.0910173734228, -0.0984465715976, -0.0853443623294, -0.0151640811608, 0.0934427939947, -0.0507874490668, -0.0186094667941, 0.0843922399407, 0.016031342926, -0.0298827982001, 0.0533726940036, -0.0218243987806, -0.105556693155, -0.059229213462, 0.0634639738421, 0.0696022152622, 0.0730642400457, -0.0227056400924, -0.0454840071106, -0.0374014297778, 0.0477233936206, -0.00316345191237, sad
0.0466711536093, -0.248375885817, -0.0138401363809, 0.016790851689, -0.102814872259, -0.0886140867537, -0.0121639114685, -0.0358968687169, 0.0502165881736, -0.0427599253555, -0.00611348365125, 0.126560215343, 0.0643388776178, -0.0102991570131, -0.1390495035, 0.13336804382, -0.0196514435905, -0.0490888673509, -0.0498287662924, 0.0219592346676, -0.0369799364356, -0.0137315038527, 0.0272132812003, 0.00274232754935, -0.0716114056587, 0.0581397931176, -0.188090003838, -0.0701508188486, 0.0518830420001, 0.00197539587439, -0.0761122667923, 0.000233942112074, -0.0310584035181, -0.012806417602, -0.0504241820539, -0.0187923575343, -0.118458572223, -0.0937946499666, 0.00962450435463, -0.0870995953169, 0.025958561522, -0.0743392953721, 0.00738483215463, -0.149953444763, 0.00810034625242, -0.0189253678496, 0.0334028294314, 0.147256244263, -0.00228001792632, 0.0870942936483, -0.131490169086, 0.0229093545522, -0.125984132134, -0.030820764013, -0.0429609393363, -0.0494040806815, 0.103675846647, 0.0481850076952, 0.032312335868, -0.0313334898263, -0.0910730050213, 0.14942862499, 0.0232211955158, 0.0292011288695, -0.0136005661249, 0.00848340526394, 0.0693207634667, 0.053835285396, -0.0535084559426, -0.054649736239, 0.0467588820475, -0.0260956254471, -0.0900311964922, 0.108507461225, 0.0257342198409, 0.156250341262, 0.0271529625471, -0.0277061764669, 0.0908310152887, 0.0288902650176, -0.0458394420543, 0.048676851703, 0.020457019543, -0.000221790322534, -0.0289816521089, 0.0163242992106, 0.0715626535414, -0.0660606109339, 0.134699117467, 0.0457960320161, angry
-0.0927141941335, 0.0425381911487, -0.012815983377, 0.0152304463235, 0.00871522124237, 0.0993164170826, -0.0223568264324, 0.0396755758894, -0.0403212164455, -0.133782604024, -0.166809902548, -0.0556852457727, -0.0909929458388, -0.0129427805402, 0.0152352428009, 0.0701400577673, -0.115151685292, 0.00532844357407, 0.157076539473, 0.116778451341, -0.0979358732516, -0.0516942277305, 0.165395960096, -0.0502372524111, 0.0847980817836, 0.00588329865659, -0.000813709741984, 0.0221318121594, -0.00264694282167, 0.0497122975781, 0.0373796597585, 0.0562405172711, -0.0800791030434, -0.00776050372545, -0.0573502109085, 0.0174776162345, 0.016905702227, -0.0917599913346, -0.0491930354612, -0.0418135831433, 0.0512270968793, 0.0931615862418, 0.172337292731, -0.0146625810435, 0.0360668268319, 0.0913096397793, 0.143605053042, 0.0939901021068, 0.080428200761, 0.078195176454, 0.0872897455142, -0.163905374908, 0.0261291237118, -0.131265933941, 0.00667304338218, 0.0594216585456, -0.0550622495059, -0.074014492697, 0.056211206737, -0.103274269544, -0.00224331907434, -0.149151208902, -0.0786466273737, -0.00528213707509, -0.175742603899, -0.00298784634986, 8.97276392366e-05, 0.0547414892288, -0.034392716003, -0.0270433139144, -0.0685550808449, -0.0744832504343, 0.00659940791077, 0.0459219469211, -0.0250003466572, -0.0573422034667, 0.129495643373, 0.00044571073007, -0.0589008482868, 0.022387969349, -0.0533909400537, 0.0546028202386, -0.0421924096901, -0.0366214744086, -0.0536712950539, -0.181787743837, 0.104454458353, -0.0447898600288, -0.0648784612739, 0.0623134026797, angry
0.119433476126, -0.00210756567448, 0.0516868784813, -0.138937963438, 0.0195862107111, -0.0612681341722, 0.0283210205924, 0.0127332227789, -0.096399146772, -0.0545771483639, -0.000551544045878, 0.0688363938334, 0.0525385059513, -0.0672850833157, -0.00513076875422, -0.00111713384676, 0.0748724545082, -0.0234050735917, -0.0331749707981, 0.0865517757205, 0.0356510777966, 0.0293974644996, 0.0524364457114, -0.0707224759587, 0.111408862765, -0.0422953112215, 0.239252627123, 0.027272602819, -0.0185419053663, -0.149523991128, -0.133103663651, -0.207045687634, 0.119245446511, -0.043223133865, 0.0493914381215, -0.023553817792, -0.000539766889159, -0.0620335411958, -0.0265861882425, 0.0606999401313, 0.0195009417122, -0.0430186604049, -0.068801621808, 0.148251974393, -0.0413668419659, -0.0738569165458, -0.0533562114614, -9.90307778674e-05, -0.0839453015509, -0.0297186159164, -0.112277156573, -0.0914164840032, -0.00284224202635, 0.0478486433353, 0.0560165356152, 0.0484859233803, -0.109310412204, 0.0236614982607, -0.0216157465347, 0.0122191293998, 0.0410364597779, 0.00101953306565, 0.012667884266, -0.0501609702064, -0.0167338520231, 0.0571023310861, -0.0460582081704, 0.0476746892475, -0.124748630187, -0.0295072840726, -0.012864262367, -0.0730855733047, -0.164513262845, 0.0531007145585, 0.00946843202899, -0.0562303765693, 0.0157942883346, -0.0262022097234, -0.0624088238796, 0.0513083670574, -0.119775516821, -0.0627582213571, 0.0421093384876, 0.00164567090911, 0.0376034332592, -0.00571142183485, 0.00413718863616, -0.0736714537178, 0.0670247054353, 0.0433704176062, angry
0.0870543374517, -0.0117451064262, 0.0882792192777, 0.01248319964, -0.1501191588, -0.00328106880423, 0.0717512141569, 0.0249805332699, -0.156085162657, 0.0175119784206, 0.0311010170596, 0.0845908425882, -0.0587203231486, 0.0708002801677, -0.0605148046076, 0.128999160678, -0.0450039620628, -0.0581775428219, 0.104307309254, -0.140171288215, -0.147383892301, 0.041250421178, 0.0393471748224, -0.0662156426779, -0.0611612632989, 0.0386720598253, 0.0388519643671, 0.18835650471, 0.0932846894156, -0.00150081604839, 0.0384320743745, -0.00549452983923, -0.0634694127363, -0.131042149191, 0.0454031826881, -0.00227889677511, -0.0539408538864, 0.0861457565444, -0.00938294343342, -0.0493743102938, 0.00880896172874, 0.0458954015159, 0.0456424919345, -0.0137850175236, -0.031787911733, 0.0192188089615, -0.00361310426983, -0.0757569475328, -0.0373214843476, -0.00747789991254, -0.0917008782475, -0.0233857609402, 0.0738137163299, -0.0582166112998, 0.0533676169983, -0.0576903171566, -0.00859134828141, 0.00466738799397, -0.122149724029, 0.126498149431, -0.0668170413225, -0.0526648575953, 0.0190931806022, 0.0923819634149, 0.0187641173232, 0.0235987968239, -0.00642960958492, -0.0659966355325, 0.0224596597113, 0.0308181654066, -0.00902258989155, 0.121459106023, -0.0771932316966, -0.045800362713, -0.106931226518, 0.0111242495549, -0.0698684910684, -0.0129491753968, 0.0541131780789, 0.0146454904224, -0.000780360556466, -0.0561266708107, -0.101232962687, 0.159969672644, 0.0709424170695, -0.0845111489134, -0.0443936710862, 0.104730438736, 0.00651421714917, 0.0207557837584, neutral
