@RELATION emotion

@ATTRIBUTE Dimension_0 CONTINUOUS
@ATTRIBUTE Dimension_1 CONTINUOUS
@ATTRIBUTE Dimension_2 CONTINUOUS
@ATTRIBUTE Dimension_3 CONTINUOUS
@ATTRIBUTE Dimension_4 CONTINUOUS
@ATTRIBUTE Emotion {happy, sad, angry, surprised, scared, disgusted, neutral}

@DATA
-0.0686676876079, 0.0711431764496, 0.0287325456596, -0.00917030330416, -0.0246375742628, neutral
0.0875154709211, -0.131373923952, 0.0717422288535, -0.0487914915483, 0.0568635076115, neutral
-0.0473002978843, -0.0193503275377, -0.0421398296936, 0.0384894911708, -0.00762259816389, angry
-0.0749270298911, 0.0578959132148, -0.019831519748, -0.0352152130423, -0.0340483107608, neutral
0.048719489639, 0.0281650872454, 0.0521290639991, -0.00870017276641, 0.0291272173422, sad
-0.08694759901, 0.0641744595649, -0.00543465577117, 0.0831227493058, -0.135332610804, sad
0.0466711536093, -0.248375885817, -0.0138401363809, 0.016790851689, -0.102814872259, angry
-0.0927141941335, 0.0425381911487, -0.012815983377, 0.0152304463235, 0.00871522124237, angry
0.119433476126, -0.00210756567448, 0.0516868784813, -0.138937963438, 0.0195862107111, angry
0.0870543374517, -0.0117451064262, 0.0882792192777, 0.01248319964, -0.1501191588, neutral
-0.0678271555424, 0.095536788945, 0.0651068773427, -0.0641555852108, -0.0852521048741, angry
0.0809941770715, -0.0339512477768, 0.0390107064193, -0.0574934138944, -0.0387041771932, happy
0.0856139621602, 0.0613668916534, 0.0689867613085, -0.0313252074061, 0.0650951019253, happy
0.090154916668, 0.0965828144485, 0.0960261428194, -0.0703087183863, 0.0588652924834, angry
0.0962754937716, 0.0739321221364, -0.19578026328, 0.00879254890179, -0.0146023439617, angry
0.0806984953641, -0.144981340236, 0.0267254039444, -0.117603572916, 0.0707514115022, angry
0.0872856239375, -0.0180100582283, 0.0414687833837, -0.0711629656805, -0.0156972155099, angry
-0.0754926696372, 0.0113350438961, 0.00940437698562, -0.063346119464, -0.0543826585992, happy
-0.060684741869, 0.0977624396697, -0.15601487822, 0.0524551980483, -0.0312362425037, angry
0.0986806911448, 0.130561300663, -0.225133530585, 0.0246572821932, 0.155076865089, sad
-0.0544534069219, 0.00123998329578, -0.0584319910791, 0.00366708779756, 0.00758679101864, sad
-0.0790318077092, -0.0139030038336, 0.00246721743313, -0.0398120498855, -0.0157849003163, angry
-0.0811149889461, 0.0126349215619, 0.0323176173927, -0.0268017904373, -0.0264012348375, neutral
0.0628869785871, 0.0625857343437, 0.0700480485644, 0.0400312101278, 0.0506724051523, happy
-0.0643020952939, 0.040044609279, 0.0128552667381, -0.0446047323813, -0.0242623284759, sad
0.102855242816, -0.000250298785615, -0.215880527002, 0.113499494635, -0.0486141586103, neutral
-0.0829297349628, 0.0290973977095, 0.0260504884522, 0.0402043705405, -0.0477204816819, neutral
-0.0834325748839, 0.0368062137356, 0.00405149679337, 0.0230593079303, -0.0147333241663, angry
0.0623074519262, 0.0323681103576, -0.177665828971, 0.050538438369, -0.0101054045639, angry
-0.073702184857, 0.00555627919842, -0.0157763763886, 0.04599058777, -0.0621140204291, angry
0.0530678388499, 0.0335474196569, 0.0604406563374, 0.0346494055547, -0.00366607069328, angry
-0.0829603573013, 0.0896706002587, 0.0274266224215, -0.100887978326, 0.0128554943078, neutral
-0.0790940823142, 0.103796309078, 0.0593574556753, 0.0438243585365, 0.019231942323, angry
0.0839029518053, 0.0513884356288, -0.111806199682, -0.119762368406, 0.0160352375839, neutral
0.0765441474732, 0.0512294132495, 0.0918447670838, 0.0112320370482, 0.0258430931844, neutral
0.0597787239114, 0.0278895619187, 0.0393388669232, -0.034327028041, -0.0230900530699, neutral
-0.0793701466078, 0.107402748705, 0.00852394427617, -0.0829565869658, -0.00688559140604, angry
-0.091684643936, -0.118833727972, -0.0515687438243, -0.0483197703729, 0.0678762852665, neutral
0.0724960438463, 0.0543094901909, 0.0747827775721, 0.0830670781683, -0.0130253583522, neutral
0.00164235668569, 0.0119081839991, 0.11685206947, 0.203274658562, 0.224211512541, angry
-0.0766529924553, -0.0375355242995, 0.0115729455488, 0.00118001950231, -0.00233687152986, neutral
-0.081994868785, 0.100397379843, 0.0229840503126, -0.079064584981, -0.00384519527041, sad
0.103697705311, -0.0415524317706, -0.029960321584, -0.177156640442, 0.123403146457, neutral
-0.069589085788, -0.0375745711678, -0.0771655626329, -0.0215401289837, 0.0565671096451, angry
-0.123621300473, -0.000437695433795, 0.0587476977855, 0.290470184146, 0.143331135618, sad
-0.0944545304589, -0.125970721315, -0.0697218559925, -0.0206627752943, 0.0724778508164, sad
0.0842656096818, -0.00447229108359, 0.0913485627146, -0.00797541438967, -0.0585257367221, sad
-0.0643668045962, 0.0637455646652, -0.0183933576808, -0.0327554338746, -0.099699231685, angry
-0.0800901193602, 0.0252681291955, 0.000388574686547, 0.0558108828322, -0.0595301956744, sad
-0.0801718053835, 0.0414095893644, 0.0233329035012, -0.0840599305275, -0.0592724482021, sad
0.020530673431, -0.159300384406, 0.025723445563, -0.0397429191067, 0.0479580541918, neutral
0.127353936204, 0.0800122342084, 0.101680920862, -0.0905802419869, -0.0215262722094, neutral
0.0783294904485, 0.0687417570238, 0.0967454402934, 0.0340828647357, 0.0762496926042, angry
0.0841815464814, -0.0157133928761, 0.0908860148564, 0.00970026360879, -0.14684890158, sad
0.0656821963297, -0.00460966232282, 0.0348947318395, 0.073440710792, -0.0639834192998, happy
0.0551579061337, -0.0115658196507, 0.0961298336343, 0.130614791607, -0.124397680008, angry
0.0218119805448, 0.0203468269519, -0.00164016192695, -0.00383297699903, -0.0113961141926, angry
-0.0781287247168, 0.0407043383861, 0.0203584145226, -0.0776820974467, -0.0524403387411, neutral
0.059660755459, 0.0237441600678, -0.156576530291, 0.0354688347327, 0.0120428707933, sad
-0.0737710731778, -0.0171732096219, -0.00866421664096, 0.0585190508215, -0.0689958794268, sad
-0.0683610232965, 0.00434329154627, -0.0581098096558, -0.00912449344325, -0.120503574123, happy
0.0959096204395, 0.0932597157276, 0.110742196741, -0.0823049028742, 0.0546848457669, sad
0.124013861966, 0.0820327527095, 0.0953242774653, -0.105870985232, 0.0138031190799, happy
-0.101899496397, -0.118585311168, -0.0486322332808, -0.041906799816, 0.106704758293, happy
-0.0732448035625, 0.0324528938836, 0.0609279611788, 0.0341835166135, 0.0531683420167, angry
0.00800334513426, -0.168149402973, -0.0080671549727, -0.0157779114297, 0.198661834867, sad
0.0572988656395, -0.225111614193, -0.0060673385464, -0.0722295074786, -0.00758099805359, sad
-0.0867770457422, 0.0238447489213, -0.0231673034872, -0.0285018601607, -0.0167503723076, neutral
0.102066844177, 0.0112658989279, -0.0598228628801, 0.00340803286286, -0.0107505660449, happy
-0.0702817106437, 0.0831775290408, 0.0411369821937, -0.0152717382906, 0.00782361345452, happy
-0.0763423923829, 0.0495961768619, -0.00506661924776, 0.00724072249278, -0.0403579974021, happy
0.0569801157725, 0.046670407353, 0.0868563907035, 0.184389904856, -0.0584805388693, angry
-0.0744845383153, 0.00873068789144, -0.0435931582135, -0.0218394047525, -0.0751453051978, sad
0.0957387791368, 0.0279925417041, -0.0829711521306, 0.00660095017696, -0.0735773457272, happy
0.0672893490393, 0.0188611260267, 0.0924988789073, -0.000528099542191, -0.0135361059931, happy
0.0880004349198, 0.0219232238122, 0.0798797539855, -0.0121526256594, -0.045248791074, neutral
0.0467464977963, -0.0459910196083, 0.0146052846916, 0.00297460218112, 0.0526393805059, happy
0.0588261985017, 0.0306122581106, -0.0651162474452, 0.102500554352, 0.0958821269939, happy
-0.116062716702, 0.0130807692227, 0.0735932368134, 0.29920060754, 0.150416605569, angry
0.0954159946429, 0.0257231189133, -0.0435367016767, -0.00452012029655, 0.0130334749807, neutral
0.0102619286157, -0.166768110174, 0.0057189875589, 0.00106939905046, 0.140528671639, angry
0.0372805257256, -0.220167474665, 0.00276098690671, -0.0543305577766, -0.056603134655, neutral
-0.0564528201221, -0.175801299568, -0.0214790668863, 0.0967383945313, -0.152246456649, angry
-0.0646455228309, -0.0437048853292, -0.0945389454419, -0.0347278861397, 0.0758221527075, sad
0.0536657500889, -0.0458054756444, -0.00946229877486, -0.0437882600344, 0.0731405768594, sad
0.0677796876892, -0.151186727373, 0.0727518309262, -0.0406144799963, 0.0795798597972, sad
-0.0812866767753, -0.0182406855878, 0.0200563827067, 0.0124257731673, -0.0242955397484, sad
-0.0820607011066, 0.0957925895662, 0.0147934069953, -0.105556358217, 0.0239040102707, happy
0.00426489281879, -0.0150615620256, 0.106166728641, 0.134898843283, 0.147429439482, neutral
0.0880736895851, 0.0511058769926, -0.158447196034, 0.10242220424, -0.0715508912066, angry
-0.0981216434267, -0.0973465601658, -0.0167842489712, -0.0340203091613, -0.00897035088967, angry
0.113777217033, 0.115190091418, -0.227644386486, 0.0263229948295, 0.0946492297588, happy
-0.0569631002297, 0.0311673756992, -0.0965753895345, -0.030715443419, -0.019585660897, happy
-0.0700776044774, -0.0229855622121, -0.0320286440099, 0.0365545132834, -0.0656619113125, angry
-0.0655845335939, -0.0231572314877, -0.104316589944, -0.0469744289596, 0.085632177476, happy
-0.0826358551662, 0.0604646827491, 0.021767517988, -0.0796372937683, -0.0417283595204, angry
0.0576500411652, 0.0148976534513, 0.0416883254299, 0.0918260903788, -0.0646928894192, angry
-0.0765067216601, 0.0380827772849, -0.0240501139334, -0.142226559786, 0.0944274996243, happy
0.0571367328392, 0.0532547341055, 0.0647859689539, -0.000315674032322, 0.101262368132, sad
-0.0712351398928, 0.0993808255223, 0.0617443850235, -0.0986597284768, -0.0435971782901, happy
-0.0822271850024, 0.0406805515048, 0.0101750837047, -0.0245806310644, -0.0247809718593, sad
-0.103593763711, 0.0133770032274, 0.0280285798553, -0.00236935770998, 0.00556448574411, neutral
-0.0680422784588, 0.00200476894026, -0.0200232168255, 0.0611323662294, -0.105838962399, neutral
0.0587721698101, 0.0214810701416, -0.160426616919, 0.0551395368155, -0.000495875132865, happy
-0.0742722049293, 0.0247603627163, -0.0199638108212, 0.026563902187, -0.0220524126014, happy
0.0765427562764, -0.0154084334519, 0.0303725953704, 0.0494508901509, -0.0700949320658, neutral
-0.0481341607181, 0.0154127839594, -0.0328677373105, -0.0841384396757, -0.0633160395552, happy
-0.064018334026, -0.1132656669, -0.0477594971136, 0.0103998094924, 0.131451071371, happy
-0.0523128966565, -0.174659101956, -0.0447643222266, 0.072023578558, -0.171868612581, happy
0.0246448931661, -0.146410009211, 0.0451892087244, -0.0237367060423, 0.072462621416, happy
-0.080383935067, 0.0704788797013, 0.0182087673287, -0.0793022915428, 0.0524085299748, sad
0.078968702503, 0.00409496628353, 0.0932371395532, 0.028730790879, -0.101888493311, angry
0.0763941852742, 0.00914272408826, -0.18119642929, 0.0097241172344, -0.0236778671723, sad
0.0684776045571, -0.0357100582633, 0.0469234641955, 0.0592349537266, -0.0589292826196, sad
0.0644658307578, 0.0523754390155, -0.151007952804, -0.020244661326, 0.0330762678582, happy
0.0822614251443, -0.142907881127, 0.0597314643453, -0.0898640392599, 0.0763362195514, happy
0.0967476837509, 0.137307105376, -0.188175382844, 0.0341160347621, 0.177030934017, sad
0.117168629311, 0.0257567264715, -0.077592595155, -0.0111973292027, 0.0207755110322, sad
