@RELATION emotion

@ATTRIBUTE Dimension_0 CONTINUOUS
@ATTRIBUTE Dimension_1 CONTINUOUS
@ATTRIBUTE Dimension_2 CONTINUOUS
@ATTRIBUTE Dimension_3 CONTINUOUS
@ATTRIBUTE Dimension_4 CONTINUOUS
@ATTRIBUTE Emotion {happy, sad, angry, surprised, scared, disgusted, neutral}

@DATA
0.03754075987, 0.097583659978, -0.0224947936981, 0.0272218309869, -0.200459401795, happy
-0.102683929328, 0.0857347634791, -0.0813687838618, -0.144417859398, 0.0191279265845, neutral
0.0103211051057, -0.0824135896605, 0.0111951283787, -0.018622835491, 0.0135550647222, scared
0.0210039192798, -0.000219217693204, -0.0399201736352, 0.0591917139215, -0.0270654729083, happy
-0.036045078867, 0.0608077012526, 0.0757852002288, 0.133815964018, -0.0915120357414, happy
0.0142760623764, 0.0181193335778, -0.0685106913104, 0.0377692327412, -0.0466287137513, happy
0.0160997796058, -0.112844739618, 0.00696846003069, -0.0897300798732, -0.0603312063436, neutral
-0.0702507221528, 0.0185116354416, 0.0262981849736, 0.0828444236656, 0.00853653526879, neutral
0.00368165557142, -0.0854033384966, -0.0636235993542, -0.0285435725503, 0.0301919153461, neutral
0.021563195632, 0.0713717021364, 0.000712349490855, 0.0124770163755, 0.00570691781691, disgusted
-0.0560361225851, 0.0281812915683, 0.0748314456612, 0.0926971850749, -0.068247530453, happy
-0.073134809782, 0.0245805530401, 0.0648270016698, 0.124626546018, 0.018505751793, sad
-0.0130157684553, -0.129654123288, 0.0158616453869, -0.0773164362373, -0.0877961835804, neutral
0.0882102101726, 0.0389501523781, -0.104728350922, -0.0127065971319, -0.160428565361, neutral
-0.0284093341028, 0.00427061108001, 0.060041419403, 0.128941782901, 0.019909156905, scared
-0.138404794011, 0.0984893700274, -0.0165479340193, -0.122563667137, 0.067170557081, disgusted
0.015155210992, 0.0322578099216, 0.00543020429625, 0.0255671695982, -0.0730357187716, neutral
0.0290448170183, 0.112347567648, 0.0323878594596, 0.00857411970282, -0.160502464416, disgusted
0.0691255432538, 0.0442929450377, -0.095349265275, -0.0358563947733, -0.0683439985631, surprised
-0.0542756727676, 0.00258227855991, 0.0631523053602, 0.0367694177148, 0.0326815357422, neutral
-0.0072683742669, -0.0559102340212, -0.0540630491765, -0.012214702965, -0.0238226467614, happy
-0.14894664992, 0.100605079989, -0.0197756672716, -0.158004819427, 0.0659231793431, scared
0.0446868008838, 0.00890444516909, -0.116513428303, -0.00513558825213, -0.085281335592, surprised
0.0574458703073, 0.011857830825, -0.0776557350235, 0.0431262747726, 0.0250883522568, surprised
0.0327264282396, -0.132443690854, -0.0323231884396, -0.0237425208916, -0.0500643907123, surprised
-0.0190436669435, 0.0178769469271, 0.100868726785, 0.0635594808962, -0.0168026232095, happy
0.0109268731528, -0.0722850968481, 0.0055095707196, -0.0716936286345, -0.0656989975972, sad
0.100375992383, 0.0453313613634, 0.0659586572688, 0.0094871569767, 0.112784371572, disgusted
-0.000470730998143, -0.104049722406, 0.0182192018746, -0.0342204226728, -0.0114280992238, sad
-0.119450145132, 0.0938014947194, -0.00519038029886, -0.122590332616, 0.0340118065009, angry
0.0771078472755, 0.0510052539719, 0.0095307416435, 0.00749811716246, -0.0185735975645, sad
-0.114146213761, 0.0752706789997, -0.088531243549, -0.16530904285, 0.0121684959723, surprised
0.0107078424805, -0.132108332293, -0.0761494883641, -0.0219178616155, -0.00363384138729, surprised
0.0406099235304, 0.0920653005313, -0.0122818257606, -0.0054481880294, -0.0890935064501, scared
0.0614091179706, 0.0261318576792, -0.11641249587, -0.000777070867901, -0.176813860458, neutral
-0.109886509825, 0.0984124098405, -0.044162089401, -0.132542251766, 0.04214827202, sad
0.0540623341457, 0.0242273460933, -0.0578255802157, 0.0743228998516, -0.0205758234537, happy
-0.0160723074087, -0.124748493637, -0.0241063294175, -0.0354207990689, -0.0481759807244, surprised
-0.029413698462, -0.0650058383666, 0.0254448169204, -0.0430326436839, 0.0743921587401, angry
0.00576274485387, -0.0353924795821, -0.0288198763816, 0.0500085543529, -0.00848187098797, scared
-0.0871834804298, 0.00752488904529, 0.0721005326771, 0.0908116359983, 0.0461002797848, sad
0.147560011262, 0.0658342452522, 0.0244573105898, -0.0368605760404, 0.133558935905, scared
-0.117949068515, 0.0789112323244, -0.0963412240139, -0.160090246288, 0.0283411330778, surprised
-0.036355553537, -0.0285893866179, 0.00689055275296, 0.0733319937303, 0.00553443621675, scared
-0.088448481508, -0.0241788640595, 0.0554084600862, 0.120819624498, 0.0334951189556, scared
-0.00388770378445, -0.10437527166, 0.0118333220253, -0.0232441755795, -0.020694103966, sad
0.0253148006524, 0.0399392844716, -0.0349830538986, 0.0060425748399, -0.0784693685617, neutral
-0.0700014775434, 0.0414520641969, -0.00579688066284, 0.115888983794, 0.079478589675, angry
-0.0292350498777, 0.0052187304877, 0.0755275726532, 0.0795869913787, 0.0398265059962, disgusted
0.118566978697, 0.0521647443906, 0.068675551346, -0.0384991555043, 0.121251419177, sad
-0.00663659183098, 0.00976970194971, 0.077536704308, 0.0455391933576, 0.0351711559632, neutral
0.00618837505804, -0.084475672512, -0.0740083267508, -0.0331432017576, 0.0268710026413, neutral
-0.0266096477566, 0.00941655011524, 0.0852662619465, 0.0486014065211, -0.0283225929735, happy
0.0257629861207, -0.130289924355, 0.00314640843487, -0.0371145610476, -0.0201500825196, neutral
-0.117762816038, 0.100932117765, -0.00103829470024, -0.124421923447, -0.018774497733, sad
-0.0291709995963, 0.0563124973324, 0.0351090253292, 0.0199620662244, -0.00501057198879, angry
-0.0196283788487, -0.141067922721, -0.0129388446972, -0.0454826485901, -0.0324107046942, neutral
-0.0754405162211, 0.0866160347438, 0.00593027716076, -0.0970973855707, -0.00857243095278, happy
