@RELATION emotion

@ATTRIBUTE Dimension_0 CONTINUOUS
@ATTRIBUTE Dimension_1 CONTINUOUS
@ATTRIBUTE Dimension_2 CONTINUOUS
@ATTRIBUTE Dimension_3 CONTINUOUS
@ATTRIBUTE Dimension_4 CONTINUOUS
@ATTRIBUTE Emotion {happy, sad, angry, surprised, scared, disgusted, neutral}

@DATA
0.0797419919056, 0.0521349764826, -0.0218413373874, 0.0419069647151, -0.0257248637606, neutral
-0.149917407884, -0.0290678217926, 0.0380668044132, -0.062782018165, -0.066109981926, neutral
0.0406584935662, -0.0221438666298, 0.0106467355717, 0.00332774846726, 0.0677505841247, angry
0.0948738324416, -0.00680113254429, 0.00408547143747, 0.0773825352998, -0.00292024814087, neutral
-0.0573181398192, 0.0925117596437, 0.0460628383904, 0.0385090906686, 0.0519914085783, sad
0.0996838120404, 0.00177829397273, -0.055555089014, 0.115454139066, 0.0604413956452, sad
-0.136824925402, -0.17261090625, -0.118351772637, -0.0459618943879, 0.0676820996083, angry
0.0985141510769, -0.0158340520004, 0.010118556538, 0.0665859011581, -0.0692366603619, angry
-0.10201849795, 0.0114825825613, 0.058605403275, -0.0513554207821, 0.011253607334, angry
-0.0797528434986, 0.0282580784319, -0.136615470637, 0.0636054724327, 0.0299120637208, neutral
0.0686226414555, 0.0659890515199, 0.0144825559991, 0.00703838039398, 0.000747544975641, angry
-0.0931993674707, -0.00826965909256, 0.0082484543081, 0.00956369194273, 0.0183948642076, happy
-0.0636571188521, 0.11272413486, 0.0581310959904, -0.0830055459689, 0.129813623483, happy
-0.0422869914214, 0.139072756223, 0.0787538425137, 0.0151315349079, 0.074642143828, angry
-0.00732272168168, -0.0635738123379, 0.162473866117, 0.0400183792609, 0.114437210418, angry
-0.139559799068, -0.0696688366107, 0.0833447506876, -0.0498504950101, -0.0773254217646, angry
-0.092120045084, 0.00350164017528, 0.0356794122757, -0.0137400307438, 0.0359555315915, angry
0.0875098092544, -0.0244293564904, -0.0700544104503, -0.0334353199265, -0.0253030108884, happy
