@RELATION emotion

@ATTRIBUTE Dimension_0 CONTINUOUS
@ATTRIBUTE Dimension_1 CONTINUOUS
@ATTRIBUTE Dimension_2 CONTINUOUS
@ATTRIBUTE Dimension_3 CONTINUOUS
@ATTRIBUTE Dimension_4 CONTINUOUS
@ATTRIBUTE Dimension_5 CONTINUOUS
@ATTRIBUTE Dimension_6 CONTINUOUS
@ATTRIBUTE Dimension_7 CONTINUOUS
@ATTRIBUTE Dimension_8 CONTINUOUS
@ATTRIBUTE Dimension_9 CONTINUOUS
@ATTRIBUTE Dimension_10 CONTINUOUS
@ATTRIBUTE Dimension_11 CONTINUOUS
@ATTRIBUTE Dimension_12 CONTINUOUS
@ATTRIBUTE Dimension_13 CONTINUOUS
@ATTRIBUTE Dimension_14 CONTINUOUS
@ATTRIBUTE Emotion {happy, sad, angry, surprised, scared, disgusted, neutral}

@DATA
-0.0686676876079, 0.0711431764496, 0.0287325456596, -0.00917030330416, -0.0246375742628, 0.0531497992293, 0.040627328124, 0.00485515605355, -0.0673103963745, -0.0322229782794, -0.0712043434634, 0.0695271282262, 0.00201545148867, 0.0594171140901, -0.0013086820599, neutral
0.0875154709211, -0.131373923952, 0.0717422288535, -0.0487914915483, 0.0568635076115, 0.0429073157612, -0.126755319449, -0.0759129052073, 0.111938539279, 0.0762718141888, -0.0231850191986, 0.0818622918405, 0.0210602553771, -0.0212025910604, 0.0609869702044, neutral
-0.0473002978842, -0.0193503275377, -0.0421398296936, 0.0384894911708, -0.00762259816389, -0.0658151610671, 0.0108520443309, -0.1240139087, -0.0567237715462, 0.0360318336704, -0.0633051032593, -0.132449445634, 0.00776327258264, -0.0772111425547, 0.202798695589, angry
-0.0749270298911, 0.0578959132148, -0.019831519748, -0.0352152130423, -0.0340483107608, 0.0723764950146, 0.0841136047524, 0.0787147967629, 0.0508795699235, -0.0598038130742, -0.0918189909317, -0.0101706280356, 0.0215106712927, 0.106382832618, -0.0115120028994, neutral
0.0487194896391, 0.0281650872454, 0.0521290639991, -0.00870017276641, 0.0291272173422, -0.00571753713892, 0.113394743869, 0.0241805668825, 0.0935819228722, 0.0141663096619, 0.0865939746197, -0.172869469566, -0.00618772229688, -0.117492877455, 0.0153462250462, sad
-0.0869475990099, 0.0641744595649, -0.00543465577117, 0.0831227493058, -0.135332610804, 0.0199422678789, -0.0349087512169, -0.0970209018933, 0.11347980627, -0.0118923913418, -0.0871946785378, -0.0505676949524, -0.0521180835574, -0.112505011859, 0.034058647313, sad
0.0466711536093, -0.248375885817, -0.0138401363809, 0.016790851689, -0.102814872259, -0.0886140867537, -0.0121639114685, -0.0358968687169, 0.0502165881736, -0.0427599253555, -0.00611348365125, 0.126560215343, 0.0643388776178, -0.0102991570131, -0.1390495035, angry
-0.0927141941335, 0.0425381911487, -0.012815983377, 0.0152304463235, 0.00871522124237, 0.0993164170826, -0.0223568264324, 0.0396755758894, -0.0403212164455, -0.133782604024, -0.166809902548, -0.0556852457727, -0.0909929458388, -0.0129427805402, 0.0152352428009, angry
0.119433476126, -0.00210756567447, 0.0516868784813, -0.138937963438, 0.0195862107111, -0.0612681341722, 0.0283210205924, 0.0127332227789, -0.096399146772, -0.0545771483639, -0.000551544045878, 0.0688363938334, 0.0525385059513, -0.0672850833157, -0.00513076875422, angry
0.0870543374518, -0.0117451064262, 0.0882792192777, 0.01248319964, -0.1501191588, -0.00328106880423, 0.0717512141569, 0.0249805332699, -0.156085162657, 0.0175119784206, 0.0311010170596, 0.0845908425882, -0.0587203231486, 0.0708002801677, -0.0605148046076, neutral
-0.0678271555424, 0.095536788945, 0.0651068773427, -0.0641555852108, -0.0852521048741, -0.0245957406073, -0.17824540226, -0.038985511533, -0.0514552854625, -0.128179650119, 0.17253756153, -0.0343742144801, -0.0412225658196, -0.00741461027756, 0.00214665473444, angry
0.0809941770715, -0.0339512477768, 0.0390107064193, -0.0574934138944, -0.0387041771932, 0.0086742109719, -0.0238945718351, 0.0838400405175, -0.00159555007879, 0.0503809758205, -0.0719753864119, -0.0282077879809, -0.180931220543, -0.195876471825, 0.036173344952, happy
0.0856139621602, 0.0613668916534, 0.0689867613085, -0.0313252074061, 0.0650951019253, -0.117442836024, 0.0554592315718, 0.000636391103202, 0.0602695086042, 0.0821708751278, -0.188330879266, -0.056196115134, -0.0131054377732, 0.143204838624, 0.00909392341754, happy
0.0901549166681, 0.0965828144485, 0.0960261428194, -0.0703087183863, 0.0588652924834, -0.0337910092585, -0.0143591092457, -0.0983450266201, 0.0715989239944, -0.120001831332, 0.00339842393147, -0.0851665056226, 0.00413404092733, 0.0938500110319, 0.0567071060642, angry
0.0962754937716, 0.0739321221364, -0.19578026328, 0.00879254890179, -0.0146023439617, -0.06983804906, -0.0635712156594, -0.0254055988459, 0.0122324792811, 0.0313343075164, -0.0629778349426, 0.00520750878236, 0.046532924549, 0.131748432867, -0.0415105887365, angry
0.0806984953642, -0.144981340236, 0.0267254039444, -0.117603572916, 0.0707514115022, 0.0798700378099, -0.0275277396584, -0.0450959725544, -0.00202101247262, -0.00841035068053, -0.116598934069, -0.0340381436976, -0.0793427405817, -0.0689237037474, 0.00662569268925, angry
0.0872856239375, -0.0180100582283, 0.0414687833837, -0.0711629656805, -0.0156972155099, -0.0213392662625, -0.0237970937949, 0.0959874008154, 0.0207282392866, 0.0339828741784, -0.089493813205, -0.00475670663444, -0.206659407698, -0.192584981941, 0.0591410026696, angry
-0.0754926696372, 0.0113350438961, 0.00940437698562, -0.063346119464, -0.0543826585992, 0.0307181266316, -0.043533842888, 0.0469535173601, -0.0549563396037, 0.197864530606, 0.0260345293207, 0.0113840195416, 0.0314675523693, 0.0755541162113, -0.0733698150071, happy
-0.060684741869, 0.0977624396697, -0.15601487822, 0.0524551980483, -0.0312362425037, 0.0386916498882, 0.0715899748006, -0.0279277397088, 0.0611283451204, 0.00507777911397, 0.0365310612796, 0.12319642429, -0.184706734744, 0.0441993078787, 0.0109243501174, angry
0.0986806911448, 0.130561300663, -0.225133530585, 0.0246572821932, 0.155076865089, 0.0177989014477, 0.0544999291801, 0.0765295786142, -0.0465009384164, 0.0301558320603, 0.0569886111113, -0.035827157261, -0.117829243452, 0.0736754924888, -0.00300609977004, sad
-0.0544534069219, 0.00123998329578, -0.0584319910791, 0.00366708779756, 0.00758679101864, -0.0555847458678, -0.0139097561815, -0.0993956755375, -0.177960744213, 0.0129937193738, 0.0467432589465, -0.17546987078, 0.021493261001, -0.0930198847581, 0.00891356613065, sad
-0.0790318077092, -0.0139030038336, 0.00246721743313, -0.0398120498855, -0.0157849003163, -0.00493370636682, -0.0914370646228, 0.182455325577, 0.0124888486968, 0.167468627169, 0.0669268916683, -0.0467466620988, 0.0899147439473, 0.0620075835575, -0.104511166644, angry
-0.081114988946, 0.0126349215619, 0.0323176173927, -0.0268017904373, -0.0264012348375, -0.0230574726003, -0.0630566765536, 0.0625396772745, -0.158583244907, 0.0749174822637, 0.00153447054277, 0.0257802010134, -0.0421414142432, 0.0527626166999, -0.0696361683001, neutral
0.0628869785871, 0.0625857343437, 0.0700480485644, 0.0400312101278, 0.0506724051523, 0.0366168602689, 0.0308803440791, -0.0866569100256, -0.0401454170447, -0.0431300479631, -0.067462760892, -0.00197896692489, 0.10957003506, 0.0495357744703, -0.10616026824, happy
-0.0643020952939, 0.040044609279, 0.0128552667381, -0.0446047323813, -0.0242623284759, 0.0159162578985, 0.0316822749537, -0.00264219507232, -0.0698207670059, 0.0949681824517, 0.021707125324, 0.0359706876744, 0.199051152353, -0.0428885011931, 0.0366210326117, sad
0.102855242816, -0.000250298785611, -0.215880527002, 0.113499494635, -0.0486141586103, -0.00420622464969, -0.0526364604577, 0.0962724669973, 0.1076258678, 0.0390670233196, 0.127979928397, 0.068359390162, -0.167863913937, -0.0608663093148, -0.0129779494396, neutral
-0.0829297349627, 0.0290973977095, 0.0260504884522, 0.0402043705405, -0.0477204816819, -0.0146272561925, -0.0172107882769, -0.0609483300318, 0.0200093947513, 0.053350680532, 0.137005738845, -0.0653217088824, 0.00074071129634, -0.0466326909718, -0.0192706574712, neutral
-0.0834325748839, 0.0368062137356, 0.00405149679337, 0.0230593079303, -0.0147333241663, 0.0184718578861, 0.07375320585, -0.0930373164514, 0.116590414584, 0.0703044357934, 0.0453166165666, 0.0394126604817, 0.0894719446191, -0.0336657394419, -0.0490139580051, angry
0.0623074519262, 0.0323681103576, -0.177665828971, 0.050538438369, -0.0101054045639, 0.0468709969776, 0.0329269323351, -0.114883812047, -0.0921811765987, 0.0639229145009, -0.0550288297018, -0.00117306480475, 0.153337802283, -0.0675136491869, -0.0122579028726, angry
-0.073702184857, 0.00555627919842, -0.0157763763886, 0.04599058777, -0.0621140204291, 0.0540580724603, 0.0935968650684, 0.03134295867, 0.00246977123943, -0.109610961842, 0.0418169971207, -0.0481526641116, 0.0505685395583, 0.0387326677511, 0.0581187097482, angry
0.0530678388499, 0.0335474196569, 0.0604406563374, 0.0346494055547, -0.00366607069328, 0.0146770369538, 0.084592288323, -0.0240830820292, 0.0991696584023, 0.0381923511333, 0.0427422934173, -0.136522087652, 0.0172348649014, 0.00214098623754, 0.0363799973672, angry
-0.0829603573013, 0.0896706002587, 0.0274266224215, -0.100887978326, 0.0128554943078, -0.0509960728288, 0.00664127797487, -0.0800839463119, 0.0198519044844, 0.00418124795497, -0.0459967233625, 0.0274128041056, -0.104781686325, -0.117285172414, -0.164870254362, neutral
-0.0790940823142, 0.103796309078, 0.0593574556753, 0.0438243585365, 0.019231942323, 0.00237855515885, -0.0593012360461, -0.11750568281, -0.0262236639751, -0.040785319503, 0.00878837412008, 0.0954125829644, -0.052022832136, -0.041469697776, -0.0157672550852, angry
0.0839029518053, 0.0513884356288, -0.111806199682, -0.119762368406, 0.0160352375839, -0.0445067331431, 0.0944659193403, -0.111341213706, 0.0172655975931, -0.0538792118188, 0.0187418864818, -0.217501987241, 0.0396592360902, -0.0100540514654, -0.0226020046132, neutral
0.0765441474733, 0.0512294132495, 0.0918447670838, 0.0112320370482, 0.0258430931844, -0.0995908274212, -0.0340684704286, 0.0131913495344, 0.037438840127, 0.0870083116385, -0.189789238638, 0.0188721137598, 0.013509749177, 0.212600479322, 0.012766612545, neutral
0.0597787239115, 0.0278895619187, 0.0393388669232, -0.034327028041, -0.0230900530699, 0.0270143414811, 0.123830031285, 0.0474982027622, 0.0832471844822, 0.0189761341278, 0.0797469400168, -0.141490127246, 0.00956209303269, -0.0594801081783, 0.0537914157894, neutral
-0.0793701466078, 0.107402748705, 0.00852394427617, -0.0829565869658, -0.00688559140604, -0.0646915162752, 0.0296995200685, -0.125091373587, 0.112451215799, 0.0223277122293, -0.0896122805849, -0.0145282662951, -0.101345138353, -0.0906693567339, -0.185404617298, angry
-0.091684643936, -0.118833727972, -0.0515687438243, -0.0483197703729, 0.0678762852665, 0.190726429012, 0.0540477157207, -0.098844826157, -0.0134835320573, 0.0841937856421, 0.0383645179328, -0.0400514215613, 0.0557328588281, 0.0403565166421, 0.0371335812023, neutral
0.0724960438463, 0.0543094901909, 0.0747827775721, 0.0830670781683, -0.0130253583522, 0.0299530648517, 0.00394552501688, -0.0594239174188, -0.0668946128234, -0.0289949901821, -0.0532977961996, -0.0207149284434, 0.0569137309974, 0.104382282681, -0.0965609789068, neutral
0.00164235668572, 0.0119081839991, 0.11685206947, 0.203274658562, 0.224211512541, -0.0184336934995, -0.0550763813716, 0.114956167749, 0.107551518055, -0.0534848582891, 0.0431329741207, 0.109296959064, 0.00851615340993, -0.0328202925197, -0.0434652289927, angry
-0.0766529924553, -0.0375355242995, 0.0115729455488, 0.00118001950231, -0.00233687152986, -0.0580108369194, -0.113122902002, 0.18862445674, -0.129813505709, 0.0748877007196, 0.021908999119, -0.138995213595, 0.000147155867948, 0.120360827749, -0.0786671162755, neutral
-0.081994868785, 0.100397379843, 0.0229840503126, -0.079064584981, -0.00384519527041, -0.089793835999, 0.00406769565137, -0.135445526355, 0.0650502772195, 0.00833331912866, -0.056010828013, -0.0114087330431, -0.140859451501, -0.115927958146, -0.17201447917, sad
0.103697705311, -0.0415524317706, -0.029960321584, -0.177156640442, 0.123403146457, -0.0566091233027, 0.0805028347901, -0.0135102626831, -0.11336133174, -0.0924834855233, 0.0306966402285, -0.0317940997149, 0.0424919692636, -0.0645567181019, -0.0820177904589, neutral
-0.069589085788, -0.0375745711678, -0.0771655626329, -0.0215401289837, 0.0565671096451, -0.166227750537, 0.0574854796441, 0.0458293754892, -0.129977127542, 0.0127807729064, 0.0326357860772, 0.0500113519463, 0.0129047209925, -0.02358026261, -0.0993105215074, angry
