@RELATION emotion

@ATTRIBUTE Dimension_0 CONTINUOUS
@ATTRIBUTE Dimension_1 CONTINUOUS
@ATTRIBUTE Dimension_2 CONTINUOUS
@ATTRIBUTE Dimension_3 CONTINUOUS
@ATTRIBUTE Dimension_4 CONTINUOUS
@ATTRIBUTE Dimension_5 CONTINUOUS
@ATTRIBUTE Dimension_6 CONTINUOUS
@ATTRIBUTE Dimension_7 CONTINUOUS
@ATTRIBUTE Dimension_8 CONTINUOUS
@ATTRIBUTE Dimension_9 CONTINUOUS
@ATTRIBUTE Dimension_10 CONTINUOUS
@ATTRIBUTE Dimension_11 CONTINUOUS
@ATTRIBUTE Dimension_12 CONTINUOUS
@ATTRIBUTE Dimension_13 CONTINUOUS
@ATTRIBUTE Dimension_14 CONTINUOUS
@ATTRIBUTE Emotion {happy, sad, angry, surprised, scared, disgusted, neutral}

@DATA
0.03754075987, 0.097583659978, -0.0224947936981, 0.0272218309869, -0.200459401795, 0.105861879725, 0.0607696114546, -0.0846147037484, 0.0335378088032, 0.0232309985145, 0.0170282306418, 0.0257198473712, -0.0873448439868, -0.0904052634019, -0.119604172877, happy
-0.102683929328, 0.0857347634791, -0.0813687838618, -0.144417859398, 0.0191279265845, 0.0453300333491, -0.0136893511821, 0.021787588963, 0.0941547987553, 0.0791858699222, -0.08251540533, -0.125513963016, 0.0361832887754, 0.0437790957826, -0.00712169600718, neutral
0.0103211051057, -0.0824135896605, 0.0111951283787, -0.018622835491, 0.0135550647222, 0.0430168433085, 0.0406559136758, 0.0487708819517, -0.0319702613098, 0.0676484578499, 0.0228183306977, 0.0276304522367, 0.109196063271, 0.139069836779, 0.0369842309916, scared
0.0210039192798, -0.000219217693204, -0.0399201736352, 0.0591917139215, -0.0270654729083, -0.130907125221, 0.00228004217227, 0.00697862949402, 0.0697560202975, 0.0834030582806, -0.0318577495745, 0.0865939885848, 0.0513707314643, -0.00223537357587, 0.0434986797635, happy
-0.036045078867, 0.0608077012526, 0.0757852002288, 0.133815964018, -0.0915120357414, 0.0767922381647, -0.0234228894257, 0.0234663964138, 0.209462426854, 0.0724142944686, -0.003661627969, 0.0308039804238, 0.0559423255845, -0.171697511777, 0.00419186179973, happy
0.0142760623764, 0.0181193335778, -0.0685106913104, 0.0377692327412, -0.0466287137513, -0.119550360462, 0.0216485605081, 0.0166406171787, 0.0452545704872, -0.0107460748934, -0.144277469893, 0.0821746978156, 0.0246408038642, -0.0215475772389, -0.101122336364, happy
0.0160997796058, -0.112844739618, 0.00696846003069, -0.0897300798732, -0.0603312063436, -0.000369421505148, 0.00176435682823, 0.107644084672, -0.0158658242795, 0.0363686723314, 0.0803707698902, -0.0836921339552, -0.123807864325, -0.00633245455499, 0.0952791495347, neutral
-0.0702507221528, 0.0185116354416, 0.0262981849736, 0.0828444236656, 0.00853653526879, 0.011917943227, -0.15584046226, 0.0442721985317, 0.0827004548946, 0.0724518649327, -0.025758768964, -0.0338792980423, 0.0402676817783, 0.0662396259572, -0.0111315592681, neutral
0.00368165557142, -0.0854033384966, -0.0636235993542, -0.0285435725503, 0.0301919153461, -0.0366317461873, -0.0636038762988, -0.217865732471, 0.0645079494779, 0.0549877102176, -0.0241306910245, 0.0321717131773, -0.0601598831521, 0.0636056522468, -0.0238643946482, neutral
0.021563195632, 0.0713717021364, 0.000712349490855, 0.0124770163755, 0.00570691781691, -0.0621343910108, 0.0701849538992, 0.0109335441762, 0.00443136005734, 0.0691324154552, 0.126142121191, 0.0478328968147, -0.0288356966958, 0.0619733297295, -0.0841567657773, disgusted
-0.0560361225851, 0.0281812915683, 0.0748314456612, 0.0926971850749, -0.068247530453, 0.0734344936709, -0.0274390056461, 0.0305510541984, 0.18497668075, 0.0331219873032, -0.00280022264946, 0.0713529183592, 0.0823057505703, -0.138109699072, -0.0163369878782, happy
-0.073134809782, 0.0245805530401, 0.0648270016698, 0.124626546018, 0.018505751793, -0.00257346588731, -0.188262965906, 0.0653818468784, 0.0348384962089, 0.0643383360466, 0.0165499564889, 0.0185870681836, 0.0458648406818, 0.0019802735794, 0.0863040762425, sad
-0.0130157684553, -0.129654123288, 0.0158616453869, -0.0773164362373, -0.0877961835804, 0.00851319791845, -0.00577491098553, 0.0959309265535, -0.0170977446897, 0.0118774114801, 0.0746324473146, -0.0823916604291, -0.162028379849, -0.0247319401272, 0.043132707968, neutral
0.0882102101726, 0.0389501523781, -0.104728350922, -0.0127065971319, -0.160428565361, -0.012493339717, -0.0600365409556, 0.000898034065153, -0.0763986817372, -0.0634549984395, -0.0352282898997, -0.0255444662161, -0.0158433693464, -0.00369859946725, 0.0280972410609, neutral
-0.0284093341028, 0.00427061108001, 0.060041419403, 0.128941782901, 0.019909156905, 0.00986767397473, -0.142136130163, 0.0791134480399, -0.00869814564351, 0.0651198440013, -0.0196237617451, -0.0414370425563, 0.0237955251331, -0.0764567399767, 0.11486464976, scared
-0.138404794011, 0.0984893700274, -0.0165479340193, -0.122563667137, 0.067170557081, -0.038285755634, 0.0129166266506, 0.0347080927059, -0.0892229739482, -0.0727270059738, 0.042199963904, 0.165752499458, -0.0173871581222, -0.0522246185884, -0.0158209799506, disgusted
0.015155210992, 0.0322578099216, 0.00543020429625, 0.0255671695982, -0.0730357187716, -0.152667487736, -0.0154411848165, -0.0562839859484, -0.0373207743622, 0.168861843498, -0.00631192755772, 0.0458860908294, -0.0938356682817, 0.0771133106638, -0.130741021114, neutral
0.0290448170183, 0.112347567648, 0.0323878594596, 0.00857411970282, -0.160502464416, 0.0717815866517, -0.0101204405717, -0.0935310219078, -0.0602915331708, -0.0860950712854, 0.0539720696007, 0.0796873189603, 0.0897456070854, -0.0109806732172, 0.0616026113281, disgusted
0.0691255432537, 0.0442929450377, -0.095349265275, -0.0358563947733, -0.0683439985631, -0.0539836633554, -0.0502344878409, 0.0457611246212, -0.0449656138166, -0.0648837420674, -0.00600200723749, -0.125119763658, 0.0223655814154, 0.0433847978196, 0.0115757428405, surprised
-0.0542756727676, 0.00258227855991, 0.0631523053602, 0.0367694177148, 0.0326815357422, 0.0114112021079, 0.0575792227431, -0.0274450994277, -0.013285182183, -0.0124200664862, -0.12843480589, -0.0559790155025, -0.0597084644613, 0.116749120571, -0.01304455824, neutral
