@RELATION emotion

@ATTRIBUTE Dimension_0 CONTINUOUS
@ATTRIBUTE Dimension_1 CONTINUOUS
@ATTRIBUTE Dimension_2 CONTINUOUS
@ATTRIBUTE Dimension_3 CONTINUOUS
@ATTRIBUTE Dimension_4 CONTINUOUS
@ATTRIBUTE Dimension_5 CONTINUOUS
@ATTRIBUTE Dimension_6 CONTINUOUS
@ATTRIBUTE Dimension_7 CONTINUOUS
@ATTRIBUTE Dimension_8 CONTINUOUS
@ATTRIBUTE Dimension_9 CONTINUOUS
@ATTRIBUTE Dimension_10 CONTINUOUS
@ATTRIBUTE Dimension_11 CONTINUOUS
@ATTRIBUTE Dimension_12 CONTINUOUS
@ATTRIBUTE Dimension_13 CONTINUOUS
@ATTRIBUTE Dimension_14 CONTINUOUS
@ATTRIBUTE Dimension_15 CONTINUOUS
@ATTRIBUTE Dimension_16 CONTINUOUS
@ATTRIBUTE Dimension_17 CONTINUOUS
@ATTRIBUTE Dimension_18 CONTINUOUS
@ATTRIBUTE Dimension_19 CONTINUOUS
@ATTRIBUTE Dimension_20 CONTINUOUS
@ATTRIBUTE Dimension_21 CONTINUOUS
@ATTRIBUTE Dimension_22 CONTINUOUS
@ATTRIBUTE Dimension_23 CONTINUOUS
@ATTRIBUTE Dimension_24 CONTINUOUS
@ATTRIBUTE Dimension_25 CONTINUOUS
@ATTRIBUTE Dimension_26 CONTINUOUS
@ATTRIBUTE Dimension_27 CONTINUOUS
@ATTRIBUTE Dimension_28 CONTINUOUS
@ATTRIBUTE Dimension_29 CONTINUOUS
@ATTRIBUTE Dimension_30 CONTINUOUS
@ATTRIBUTE Dimension_31 CONTINUOUS
@ATTRIBUTE Dimension_32 CONTINUOUS
@ATTRIBUTE Dimension_33 CONTINUOUS
@ATTRIBUTE Dimension_34 CONTINUOUS
@ATTRIBUTE Dimension_35 CONTINUOUS
@ATTRIBUTE Dimension_36 CONTINUOUS
@ATTRIBUTE Dimension_37 CONTINUOUS
@ATTRIBUTE Dimension_38 CONTINUOUS
@ATTRIBUTE Dimension_39 CONTINUOUS
@ATTRIBUTE Dimension_40 CONTINUOUS
@ATTRIBUTE Dimension_41 CONTINUOUS
@ATTRIBUTE Dimension_42 CONTINUOUS
@ATTRIBUTE Dimension_43 CONTINUOUS
@ATTRIBUTE Dimension_44 CONTINUOUS
@ATTRIBUTE Emotion {happy, sad, angry, surprised, scared, disgusted, neutral}

@DATA
0.03754075987, 0.097583659978, -0.0224947936981, 0.0272218309869, -0.200459401795, 0.105861879725, 0.0607696114546, -0.0846147037484, 0.0335378088032, 0.0232309985145, 0.0170282306418, 0.0257198473712, -0.0873448439868, -0.0904052634019, -0.119604172877, 0.0696556301354, -0.0981396051782, 0.0243192552949, 0.0638122101674, -0.0104413528007, -0.140911237057, 0.0992802430959, 0.0625252602025, -0.0496802878191, 0.134646116677, 0.111038215318, -0.162521959243, 0.105861403932, 0.0532547426524, -0.136602245096, 0.0925206216751, 0.0652924174576, -0.01821992615, -0.052347349072, 0.0175376702868, 0.0603701683428, 0.0781997189216, -0.0600564333519, -0.051751075322, -0.0529351140999, -0.0690479672535, 0.0417004050112, -0.100688285374, 0.117726700439, 0.0227278513642, happy
-0.102683929328, 0.0857347634791, -0.0813687838618, -0.144417859398, 0.0191279265845, 0.0453300333491, -0.0136893511821, 0.021787588963, 0.0941547987553, 0.0791858699222, -0.08251540533, -0.125513963016, 0.0361832887754, 0.0437790957826, -0.00712169600718, 0.0276922480387, 0.0273356970328, -0.145089299747, -0.0161311330311, 0.00915567486425, -0.0126252984211, -0.0507061358441, -0.0750716562532, -0.0547329415408, 0.00150079089869, 0.0145929934765, 0.053733025377, 0.0799976495355, -0.0223168802949, 0.015130034367, -0.0725355206489, 0.087882543956, 0.0453198871348, 0.130132616365, 0.0396003259578, -0.0418460021321, 0.0362829155145, -0.0055076312901, -0.0174892439651, -0.0309676125093, -0.086780345769, 0.0851234318894, -0.0515168674742, -0.00116083477579, 0.0133285329985, neutral
0.0103211051057, -0.0824135896605, 0.0111951283787, -0.018622835491, 0.0135550647222, 0.0430168433085, 0.0406559136758, 0.0487708819517, -0.0319702613098, 0.0676484578499, 0.0228183306977, 0.0276304522367, 0.109196063271, 0.139069836779, 0.0369842309916, 0.015703105475, -0.0492977278162, -0.00305201708504, -0.00897618951552, 0.0863830113087, -0.0297656913615, -0.0262918599665, -0.0232188144608, -0.142703475652, 0.0592777824999, 0.0705823554339, 0.11389542559, -0.00114511216137, -0.0364048578625, -0.092487873522, 0.00151432724203, -0.175344198639, 0.0183471464737, -0.0171770030475, -0.0692664131825, -0.0479758251882, -0.0787151760959, -0.0995922102114, -0.0949317451318, 0.0235073743255, 0.082111585812, -0.02255426795, -0.0188133113227, 0.070592543889, 0.0251848755322, scared
0.0210039192798, -0.000219217693204, -0.0399201736352, 0.0591917139215, -0.0270654729083, -0.130907125221, 0.00228004217227, 0.00697862949402, 0.0697560202975, 0.0834030582806, -0.0318577495745, 0.0865939885848, 0.0513707314643, -0.00223537357587, 0.0434986797635, -0.0863096656855, -0.0422746707733, -0.0504831829778, -0.115256985963, 0.0658212123308, 0.101749999612, 0.011834472157, 0.13611126857, -0.0663217720051, -0.0377706334139, 0.0171932520093, -0.0352701172884, 0.0814315909963, 0.0827037583856, -0.00224307103947, 0.0281538028462, -0.0225622482599, 0.0193580500115, 0.0577701985702, 0.00761161233819, 0.000348678723348, -0.124723201667, -0.0652551806915, -0.0134988492228, -0.0254360397794, 3.72070432996e-05, -0.0664599302708, 0.0954298761948, -0.0111379609653, 0.0577974266978, happy
-0.036045078867, 0.0608077012526, 0.0757852002288, 0.133815964018, -0.0915120357414, 0.0767922381647, -0.0234228894257, 0.0234663964138, 0.209462426854, 0.0724142944686, -0.003661627969, 0.0308039804238, 0.0559423255845, -0.171697511777, 0.00419186179973, 0.0181847155425, -0.00399284917994, -0.00882958211882, -0.019957827458, 0.0335887918674, 0.104241497791, -0.0553786295869, 0.0996834974126, 0.138742571374, 0.143453941855, -0.0827027348749, 0.157819746665, -0.0876071525882, 0.0370657815343, -0.0449409613664, 0.0367381874092, -0.00751571263649, 0.0290812167207, -0.090144195601, 0.0158472104759, -0.119178110576, -0.0944358145164, -0.0774878978842, -0.0658566188171, -0.0209123330148, -0.0748418882111, 0.0501589853037, 0.0429022573298, -9.89446499104e-05, -0.0529249197402, happy
0.0142760623764, 0.0181193335778, -0.0685106913104, 0.0377692327412, -0.0466287137513, -0.119550360462, 0.0216485605081, 0.0166406171787, 0.0452545704872, -0.0107460748934, -0.144277469893, 0.0821746978156, 0.0246408038642, -0.0215475772389, -0.101122336364, 0.0273290843704, 0.0118429974687, 0.0463421521662, -0.0253519024681, 0.065644854938, 0.0123763374629, 0.123472257047, 0.00686981253932, -0.107181917311, 0.0461151259919, 0.00981449235119, -0.064816894358, 0.0735288048212, -0.0714974658723, -0.157939561766, -0.146266411976, -0.0498776686266, 0.00455382530897, -0.00791288052712, 0.0506398786865, -0.0288940798461, 0.0780371637928, 0.0856146406746, -0.0271268858876, -0.0162514370555, 0.10842684785, -0.0350858510485, 0.115169519361, -0.0509822683911, -0.037858487086, happy
0.0160997796058, -0.112844739618, 0.00696846003069, -0.0897300798732, -0.0603312063436, -0.000369421505148, 0.00176435682823, 0.107644084672, -0.0158658242795, 0.0363686723314, 0.0803707698902, -0.0836921339552, -0.123807864325, -0.00633245455499, 0.0952791495347, -0.0294869948221, -0.0110251398061, 0.0286775378569, -0.0265477901772, -0.0601797837782, 0.0786096242008, 0.0508330038761, 0.0113103689242, -0.0667644301685, 0.033609996834, -0.0874989370364, 0.0165994479871, -0.0523886219087, -0.0106109362519, -0.0678270481442, -0.0412658605565, -0.152595649673, -0.0201659973637, 0.0321514821745, -0.0145853583723, 0.0236629708499, 0.0279546706932, 0.00921642814822, 0.00175642190428, -0.0465355926849, 5.71588580187e-05, -0.0556062133823, 0.0468973306405, 0.0483188647042, 0.100874617603, neutral
-0.0702507221528, 0.0185116354416, 0.0262981849736, 0.0828444236656, 0.00853653526879, 0.011917943227, -0.15584046226, 0.0442721985317, 0.0827004548946, 0.0724518649327, -0.025758768964, -0.0338792980423, 0.0402676817783, 0.0662396259572, -0.0111315592681, -0.0111029924458, -0.036257917275, 0.002241272391, 0.0996408108384, -0.083884978761, 0.120574388434, -0.0122558328508, 0.0497768173516, -0.0435922647143, -0.0188850829881, 0.0789303543441, -0.0191228592655, -0.0571423042346, -0.0404497053485, 0.0141681555626, -0.0516449994717, 0.106593542773, -0.144259633413, 0.133908284254, -0.00574376025765, 0.0813978537756, 0.0791675057831, 0.0505846699474, 0.0364214354682, -0.0636153072284, 0.0957070908757, 0.0041450062501, -0.0553749827826, 0.0498086443836, -0.0719661212337, neutral
0.00368165557142, -0.0854033384966, -0.0636235993542, -0.0285435725503, 0.0301919153461, -0.0366317461873, -0.0636038762988, -0.217865732471, 0.0645079494779, 0.0549877102176, -0.0241306910245, 0.0321717131773, -0.0601598831521, 0.0636056522468, -0.0238643946482, 0.00629011962847, -0.0158478989439, 8.02308318124e-05, -0.0263917321378, 0.00475587977875, -0.000568875772238, 0.108665726977, -0.0259885571621, -0.0329412569184, 0.0842022527076, -0.0045186133454, -0.00913172390561, -0.125989830802, 0.0103279434387, -0.00406703003045, 0.0866814242675, 0.00140402609237, 0.00144669594368, 0.0266447360638, -0.0600272039753, -0.0267055472084, -0.0203172695806, -0.0970425985971, 0.0463252044618, -0.077556698764, 0.0455193736856, -0.0854264926312, 0.06800318374, -0.129031912199, 0.00796005921264, neutral
0.021563195632, 0.0713717021364, 0.000712349490856, 0.0124770163755, 0.00570691781691, -0.0621343910108, 0.0701849538992, 0.0109335441762, 0.00443136005734, 0.0691324154552, 0.126142121191, 0.0478328968147, -0.0288356966958, 0.0619733297295, -0.0841567657773, 0.006497758642, 0.0377427893591, 0.0690738987923, 0.113864893274, -0.0722850579947, 0.0397147010391, -0.0677168440125, 0.0256710034367, -0.0884852954308, 0.0645389815044, 0.0882666202783, 0.0772687238444, 0.0249751369184, -0.0999192437017, -0.114651647923, -0.0460387326579, 0.0373222111221, 0.151754226983, 0.0405563931844, 0.0425041182452, -0.0122313357452, 0.0105942589622, 0.0242452707559, -0.00800772380518, 0.154917843868, -0.0806684511305, 0.0612167442029, 0.00640418423212, 0.0437915400656, 0.10702927067, disgusted
