@RELATION emotion

@ATTRIBUTE Dimension_0 CONTINUOUS
@ATTRIBUTE Dimension_1 CONTINUOUS
@ATTRIBUTE Dimension_2 CONTINUOUS
@ATTRIBUTE Dimension_3 CONTINUOUS
@ATTRIBUTE Dimension_4 CONTINUOUS
@ATTRIBUTE Dimension_5 CONTINUOUS
@ATTRIBUTE Dimension_6 CONTINUOUS
@ATTRIBUTE Dimension_7 CONTINUOUS
@ATTRIBUTE Dimension_8 CONTINUOUS
@ATTRIBUTE Dimension_9 CONTINUOUS
@ATTRIBUTE Dimension_10 CONTINUOUS
@ATTRIBUTE Dimension_11 CONTINUOUS
@ATTRIBUTE Dimension_12 CONTINUOUS
@ATTRIBUTE Dimension_13 CONTINUOUS
@ATTRIBUTE Dimension_14 CONTINUOUS
@ATTRIBUTE Dimension_15 CONTINUOUS
@ATTRIBUTE Dimension_16 CONTINUOUS
@ATTRIBUTE Dimension_17 CONTINUOUS
@ATTRIBUTE Dimension_18 CONTINUOUS
@ATTRIBUTE Dimension_19 CONTINUOUS
@ATTRIBUTE Dimension_20 CONTINUOUS
@ATTRIBUTE Dimension_21 CONTINUOUS
@ATTRIBUTE Dimension_22 CONTINUOUS
@ATTRIBUTE Dimension_23 CONTINUOUS
@ATTRIBUTE Dimension_24 CONTINUOUS
@ATTRIBUTE Dimension_25 CONTINUOUS
@ATTRIBUTE Dimension_26 CONTINUOUS
@ATTRIBUTE Dimension_27 CONTINUOUS
@ATTRIBUTE Dimension_28 CONTINUOUS
@ATTRIBUTE Dimension_29 CONTINUOUS
@ATTRIBUTE Dimension_30 CONTINUOUS
@ATTRIBUTE Dimension_31 CONTINUOUS
@ATTRIBUTE Dimension_32 CONTINUOUS
@ATTRIBUTE Dimension_33 CONTINUOUS
@ATTRIBUTE Dimension_34 CONTINUOUS
@ATTRIBUTE Emotion {happy, sad, angry, surprised, scared, disgusted, neutral}

@DATA
-0.0686676876079, 0.0711431764496, 0.0287325456596, -0.00917030330416, -0.0246375742628, 0.0531497992293, 0.040627328124, 0.00485515605355, -0.0673103963745, -0.0322229782794, -0.0712043434634, 0.0695271282262, 0.00201545148867, 0.0594171140901, -0.0013086820599, -0.0756441377368, 0.0584684932666, -0.0518758040231, 0.125423167106, 0.0286131656202, -0.0625376047708, 0.139409528784, 0.00242603553963, -0.0503807226696, -0.0801296855931, 0.0945683037581, -0.143366257582, -0.162271070133, 0.029587198224, 0.0328147160568, -0.0823743870114, -0.0455245881235, 0.0442494538836, -0.0898027741084, 0.0813066099215, neutral
0.0875154709211, -0.131373923952, 0.0717422288535, -0.0487914915483, 0.0568635076115, 0.0429073157612, -0.126755319449, -0.0759129052073, 0.111938539279, 0.0762718141888, -0.0231850191986, 0.0818622918405, 0.0210602553771, -0.0212025910604, 0.0609869702044, -0.011678897468, -0.0832228487571, 0.043821267867, -0.0011254577982, 0.0409491999563, -0.138173027236, -0.0266988533038, -0.140905244543, 0.0480088237802, 0.00596428767907, -0.0131025018139, 0.00588554736316, -0.0274520561427, -0.00406036023575, 0.0937839045341, -0.165755916267, 0.155857708738, 0.0745092152742, -0.146499789609, 0.080770985044, neutral
-0.0473002978843, -0.0193503275377, -0.0421398296936, 0.0384894911708, -0.00762259816389, -0.0658151610671, 0.0108520443309, -0.1240139087, -0.0567237715462, 0.0360318336704, -0.0633051032593, -0.132449445634, 0.00776327258264, -0.0772111425547, 0.202798695589, 0.165001224417, -0.092978079396, 0.0987771129077, 0.0570079680251, 0.0765191087598, -0.024779437127, 0.0673037810898, 0.138123981991, 0.0753606835218, -0.0789388735378, 0.153485521728, -0.0880300003451, -0.0729801980879, -0.0612889053019, 0.0821702959735, 0.0807233170461, -0.0947277120923, 0.0677133632875, 0.0328656775535, 0.00400162718126, angry
-0.0749270298911, 0.0578959132148, -0.019831519748, -0.0352152130423, -0.0340483107608, 0.0723764950146, 0.0841136047524, 0.0787147967629, 0.0508795699235, -0.0598038130742, -0.0918189909317, -0.0101706280356, 0.0215106712927, 0.106382832618, -0.0115120028994, -0.0342316541577, 0.132650396076, 0.0362552897472, 0.0514984567985, -0.0531092692683, -0.181501549535, -0.0206043880903, -0.0429962353687, 0.0234908772738, 0.00498765687435, 0.056452563326, 0.103676723693, -0.12503654764, 0.0142990892965, 0.0268418107025, -0.0167195819794, -0.0283679702274, -0.0253192011308, 0.0369531770478, -0.00696190043499, neutral
0.048719489639, 0.0281650872454, 0.0521290639991, -0.00870017276641, 0.0291272173422, -0.00571753713892, 0.113394743869, 0.0241805668825, 0.0935819228722, 0.0141663096619, 0.0865939746197, -0.172869469566, -0.00618772229688, -0.117492877455, 0.0153462250462, -0.0495543362633, -0.0839773946223, -0.0800667420995, 0.10908708749, -0.0470539861358, 0.0253628561233, -0.042823088929, 0.0206034351569, -0.0739501156879, 0.0423413542149, -0.163419697095, -0.0406843736128, -0.0878143682475, -0.0250855763058, -0.0312500798003, -0.00986325032701, -0.0104509979223, -0.00971557281654, -0.02511113334, 0.00717929334924, sad
-0.08694759901, 0.0641744595649, -0.00543465577117, 0.0831227493058, -0.135332610804, 0.0199422678789, -0.0349087512169, -0.0970209018933, 0.11347980627, -0.0118923913418, -0.0871946785378, -0.0505676949524, -0.0521180835574, -0.112505011859, 0.034058647313, -0.0490044836111, 0.0171251499585, 0.10948122504, 0.040162212398, 0.102898827701, 0.0340985985089, -0.0911025664565, 0.0729856914748, -0.118607318114, -0.00546924128762, 0.0575241555758, 0.130114753391, 0.109007843971, 0.0840125890544, -0.0161324075151, 0.0844382844177, -0.0803603313595, -0.0984073792882, -0.0988159295275, -0.0922082285484, sad
0.0466711536093, -0.248375885817, -0.0138401363809, 0.016790851689, -0.102814872259, -0.0886140867537, -0.0121639114685, -0.0358968687169, 0.0502165881736, -0.0427599253555, -0.00611348365125, 0.126560215343, 0.0643388776178, -0.0102991570131, -0.1390495035, 0.13336804382, -0.0196514435905, -0.0490888673509, -0.0498287662924, 0.0219592346676, -0.0369799364356, -0.0137315038527, 0.0272132812003, 0.00274232754935, -0.0716114056587, 0.0581397931176, -0.188090003838, -0.0701508188486, 0.0518830420001, 0.00197539587439, -0.0761122667923, 0.000233942112074, -0.0310584035181, -0.012806417602, -0.0504241820539, angry
-0.0927141941335, 0.0425381911487, -0.012815983377, 0.0152304463235, 0.00871522124237, 0.0993164170826, -0.0223568264324, 0.0396755758894, -0.0403212164455, -0.133782604024, -0.166809902548, -0.0556852457727, -0.0909929458388, -0.0129427805402, 0.0152352428009, 0.0701400577673, -0.115151685292, 0.00532844357407, 0.157076539473, 0.116778451341, -0.0979358732516, -0.0516942277305, 0.165395960096, -0.0502372524111, 0.0847980817836, 0.00588329865659, -0.000813709741984, 0.0221318121594, -0.00264694282167, 0.0497122975781, 0.0373796597585, 0.0562405172711, -0.0800791030434, -0.00776050372545, -0.0573502109085, angry
0.119433476126, -0.00210756567448, 0.0516868784813, -0.138937963438, 0.0195862107111, -0.0612681341722, 0.0283210205924, 0.0127332227789, -0.096399146772, -0.0545771483639, -0.000551544045878, 0.0688363938334, 0.0525385059513, -0.0672850833157, -0.00513076875422, -0.00111713384676, 0.0748724545082, -0.0234050735917, -0.0331749707981, 0.0865517757205, 0.0356510777966, 0.0293974644996, 0.0524364457114, -0.0707224759587, 0.111408862765, -0.0422953112215, 0.239252627123, 0.027272602819, -0.0185419053663, -0.149523991128, -0.133103663651, -0.207045687634, 0.119245446511, -0.043223133865, 0.0493914381215, angry
0.0870543374517, -0.0117451064262, 0.0882792192777, 0.01248319964, -0.1501191588, -0.00328106880423, 0.0717512141569, 0.0249805332699, -0.156085162657, 0.0175119784206, 0.0311010170596, 0.0845908425882, -0.0587203231486, 0.0708002801677, -0.0605148046076, 0.128999160678, -0.0450039620628, -0.0581775428219, 0.104307309254, -0.140171288215, -0.147383892301, 0.041250421178, 0.0393471748224, -0.0662156426779, -0.0611612632989, 0.0386720598253, 0.0388519643671, 0.18835650471, 0.0932846894156, -0.00150081604839, 0.0384320743745, -0.00549452983923, -0.0634694127363, -0.131042149191, 0.0454031826881, neutral
