@RELATION emotion

@ATTRIBUTE Dimension_0 CONTINUOUS
@ATTRIBUTE Dimension_1 CONTINUOUS
@ATTRIBUTE Dimension_2 CONTINUOUS
@ATTRIBUTE Dimension_3 CONTINUOUS
@ATTRIBUTE Dimension_4 CONTINUOUS
@ATTRIBUTE Dimension_5 CONTINUOUS
@ATTRIBUTE Dimension_6 CONTINUOUS
@ATTRIBUTE Dimension_7 CONTINUOUS
@ATTRIBUTE Dimension_8 CONTINUOUS
@ATTRIBUTE Dimension_9 CONTINUOUS
@ATTRIBUTE Dimension_10 CONTINUOUS
@ATTRIBUTE Dimension_11 CONTINUOUS
@ATTRIBUTE Dimension_12 CONTINUOUS
@ATTRIBUTE Dimension_13 CONTINUOUS
@ATTRIBUTE Dimension_14 CONTINUOUS
@ATTRIBUTE Dimension_15 CONTINUOUS
@ATTRIBUTE Dimension_16 CONTINUOUS
@ATTRIBUTE Dimension_17 CONTINUOUS
@ATTRIBUTE Dimension_18 CONTINUOUS
@ATTRIBUTE Dimension_19 CONTINUOUS
@ATTRIBUTE Dimension_20 CONTINUOUS
@ATTRIBUTE Dimension_21 CONTINUOUS
@ATTRIBUTE Dimension_22 CONTINUOUS
@ATTRIBUTE Dimension_23 CONTINUOUS
@ATTRIBUTE Dimension_24 CONTINUOUS
@ATTRIBUTE Dimension_25 CONTINUOUS
@ATTRIBUTE Dimension_26 CONTINUOUS
@ATTRIBUTE Dimension_27 CONTINUOUS
@ATTRIBUTE Dimension_28 CONTINUOUS
@ATTRIBUTE Dimension_29 CONTINUOUS
@ATTRIBUTE Dimension_30 CONTINUOUS
@ATTRIBUTE Dimension_31 CONTINUOUS
@ATTRIBUTE Dimension_32 CONTINUOUS
@ATTRIBUTE Dimension_33 CONTINUOUS
@ATTRIBUTE Dimension_34 CONTINUOUS
@ATTRIBUTE Dimension_35 CONTINUOUS
@ATTRIBUTE Dimension_36 CONTINUOUS
@ATTRIBUTE Dimension_37 CONTINUOUS
@ATTRIBUTE Dimension_38 CONTINUOUS
@ATTRIBUTE Dimension_39 CONTINUOUS
@ATTRIBUTE Dimension_40 CONTINUOUS
@ATTRIBUTE Dimension_41 CONTINUOUS
@ATTRIBUTE Dimension_42 CONTINUOUS
@ATTRIBUTE Dimension_43 CONTINUOUS
@ATTRIBUTE Dimension_44 CONTINUOUS
@ATTRIBUTE Dimension_45 CONTINUOUS
@ATTRIBUTE Dimension_46 CONTINUOUS
@ATTRIBUTE Dimension_47 CONTINUOUS
@ATTRIBUTE Dimension_48 CONTINUOUS
@ATTRIBUTE Dimension_49 CONTINUOUS
@ATTRIBUTE Dimension_50 CONTINUOUS
@ATTRIBUTE Dimension_51 CONTINUOUS
@ATTRIBUTE Dimension_52 CONTINUOUS
@ATTRIBUTE Dimension_53 CONTINUOUS
@ATTRIBUTE Dimension_54 CONTINUOUS
@ATTRIBUTE Dimension_55 CONTINUOUS
@ATTRIBUTE Dimension_56 CONTINUOUS
@ATTRIBUTE Dimension_57 CONTINUOUS
@ATTRIBUTE Dimension_58 CONTINUOUS
@ATTRIBUTE Dimension_59 CONTINUOUS
@ATTRIBUTE Emotion {happy, sad, angry, surprised, scared, disgusted, neutral}

@DATA
0.0924108148485, 0.0350848225939, 0.0477556055804, 0.0806737667178, 0.0195319844837, -0.0697021258438, -0.0755810755591, 0.026224153824, 0.0265693526108, -0.00548193332215, -0.0530099989285, 0.0572987153836, -0.0336568903576, -0.0493953679374, -0.0809386766464, -0.0916620276387, 0.0524089040738, -0.0301374461841, 0.108048609097, -0.0184160693117, 0.0768168624506, -0.0326736616578, -0.0677321276556, 0.0418834428132, 0.0132641254459, 0.070620417088, -0.149105519578, -0.0576468012249, -0.132491002084, 0.043960262119, -0.096897086196, 0.109548937724, 0.0319426835579, -0.114693122576, -0.0964014929722, 0.0337160924722, 0.110532356551, -0.0252614244744, 0.0366942691527, -0.0363220109672, 0.148972928512, 0.095207407314, 0.0572226980529, 0.12248776239, -0.107799064767, -0.0956560352277, 0.0909411583426, -0.0230586247696, 0.0907250110211, -0.0385964787856, -0.00762566453715, -0.102652406884, 0.119839273816, 0.262329105111, -0.0237081214434, -0.0734458679076, 0.0648441607739, -0.0425946587995, 0.00554080926898, -0.00197819369424, neutral
-0.102475932347, -0.00293656658389, -0.0659666253551, -0.0193913242008, -0.0336469145262, 0.00314251642555, -0.0399812831299, -0.0401054044512, 0.185062482072, 0.109828160145, -0.0627844086615, 0.0225577334192, 0.00211007476528, 0.0682025118582, -0.145445544519, 0.0961223219144, 0.137466978869, -0.0270419575441, -0.123001853787, -0.0851546823646, -0.0879339201492, -0.0707404918364, -0.173010259853, -0.022700861188, 0.0346653151756, -0.00321875351403, -0.0138787712119, 0.00272204441653, 0.0409499295633, 0.026195755705, 0.0422232181694, 0.0393727608947, 0.0408041671733, -0.0503278724079, 0.118507240838, -0.0591099299045, -0.0530319065654, -0.048073012642, -0.100433149288, 0.0224101607956, 0.0144588061708, 0.0310265641177, 0.0293591801507, -0.090541343101, 0.0812024903593, 0.00247003762945, 0.0506723459788, 0.0179471007382, -0.0362247680829, 0.17141136511, 0.0454069599189, 0.0568878507687, -0.0123171858312, -0.0455191050838, -0.0903415212275, 0.0753103887877, 0.0165694684255, 0.0169879323249, 0.0369974501182, 0.0868139341014, neutral
0.0688061339746, -0.0376150295246, 0.0562275247031, 0.0503480887769, -0.161712775461, 0.0688952807851, 0.12422092115, 0.0976540630155, 0.0354171376796, 0.043210780739, -0.12619443672, 0.0360610722328, 0.129983185302, -0.0474445132692, 0.0248842387458, 0.0070463858903, 0.0321030323545, -0.0797386205036, -0.0409818219463, 0.0628307197789, -0.068878205803, -0.0636712258719, -0.025486301436, -0.0664726804565, 0.0380717464568, -0.0518682903281, -0.00974690201593, -0.0498006295108, -0.0499829031905, -0.0501291969221, 0.0507769738701, -0.00305416637001, 0.0730416298073, 0.0630439397692, 0.107482420558, 0.0781519209809, -0.0181570153552, 0.0688149561021, -0.0536450063285, 0.0462199703858, 0.0410927256257, -0.0109716073866, 0.167014410261, 0.0126321789931, 0.0901598740472, -0.0413428440421, 0.0615598088337, 0.0717008786751, 0.0573348669252, 0.0213654701056, 0.0162902559914, 0.00801780592656, 0.010771613067, 0.140363357476, 0.0216502649794, -0.0548861166286, 0.210259471175, 0.109733614429, 0.11012610671, -0.0478649680201, angry
0.0642210176649, 0.0801899554327, -0.122478444041, 0.117932653386, -0.0659885560056, -0.0377795036209, -0.114620189051, -0.0313228246594, -0.00170323760513, 0.0108217308742, 0.0970937347827, -0.0208880659956, 0.00625673205431, -0.0390404088876, -0.00329839232206, -0.0237379031545, 0.0542689073833, -0.0399324221398, 0.0522603435903, 0.0621315537476, -0.1249441242, 0.0377568157269, -0.0199026452177, -0.0116933422039, -0.0364947719549, -0.0205917015518, 0.166804834278, -0.0297921795596, -0.0593832561612, 0.0377313713706, -0.0215758716009, 0.0551962791484, -0.0443906935436, 0.0371292016417, -0.0891147380914, -0.0843464829517, 0.0771380024708, 0.11095402753, -0.0367076494113, 0.098852882335, -0.10301881497, 0.0911373564087, 0.00341148981807, -0.0924107515205, 0.0249520821737, -0.142534802834, -0.0432000888924, -0.00792555119111, 0.0740084017486, 0.114035845051, 0.140849702718, -0.105641642375, 0.0937935798054, 0.165893770178, -0.0297895072457, -0.0841405087087, -0.0888735026413, 0.0544174239138, 0.119140974013, 0.118945006098, neutral
-0.0264433017558, -0.0838722089154, 0.0471999902083, 0.0484137599462, 0.0272457241181, 0.0691270198432, -0.0239202463044, 0.0485592198749, -0.0118262752108, -0.0688976326645, -0.0436129798251, -0.0644796822457, -0.161378496104, 0.01703617899, 0.0151839403078, -0.109740221727, 0.0526868358501, 0.0353142417495, 0.00273322658717, 0.0742787490218, 0.0485669450336, -0.00859473341922, 0.0587567374588, 0.0708115950319, 0.0904793877926, 0.0312044790157, 0.0497578132203, 0.103242444274, 0.0425532085667, 0.11218802259, -0.086268411915, 0.0233127678201, -0.0102444256484, 0.0299846167202, -0.150417658424, -0.0713551673113, -0.000389221003861, 0.11053624635, -0.0847805143627, -0.140432139858, 0.113217307532, -0.118672112763, 0.122252649655, -0.0508856754435, -0.0211509966521, 0.0872700494673, 0.0329222420599, -0.00915138330799, 0.177248437782, -0.00230503156562, -0.230039243623, -0.0148424068068, -0.0752637151964, -0.0181838161089, 0.0542559628533, 0.166201805832, -0.030346836893, -0.0930480308233, -0.0196731134484, 0.00759267027353, sad
-0.00272798865933, 0.0542923416326, -0.0973953134217, -0.0781844656345, 0.155567676628, 0.0608177836462, -0.0644198681225, 0.0121198218948, -0.0160521476231, 0.0176329961537, -0.0887333633545, -0.05116494645, 0.0306404690342, -0.0202886455016, 0.0224533206541, -0.00979129775954, -0.100577460874, 0.0296354800304, -0.0536434239395, -0.0562202551785, -0.0483200112754, 0.0445372278316, -0.0108497297354, 0.132220246852, 0.0762931117028, 0.0492146726661, -0.0758377598041, 0.0757442401172, 0.111165106676, 0.0320061103008, 0.0508931952398, -0.177305404494, 0.063632245319, 0.0740699519852, 0.166249224706, -0.0525323858058, -0.00992652286882, -0.040591326368, -0.0570795978283, 0.0184448603664, 0.00127579769881, -0.0954376200195, 0.0897536818389, 0.0271886185645, -0.191834839666, -0.0454832024984, 0.216183059709, 0.0611259868076, -0.0198451887138, -0.0246717553951, -0.0097935628024, -0.10985365779, -0.0228670546515, 0.12279956493, -0.0118264029117, -0.137403123565, -0.00557986104108, 0.0054564284562, -0.0802978302249, 0.119561710292, sad
-0.0787385928248, -0.0133555963728, -0.0795127238222, -0.010119616647, 0.0706656001548, -0.103994726458, 0.0597047206378, -0.0324949410836, 0.119658008396, 0.117450339494, 0.00492376723331, -0.072396293238, -0.0930775462445, -0.095270301747, 0.210483659752, -0.0242581532229, 0.0544396864269, -0.00642634104443, 0.109798721633, -0.0326428725058, 0.0164780120299, -0.0617354507075, 0.0258693451867, -0.110414767495, 0.0686645382318, -0.076934642596, 0.072432912704, -0.0658801942674, 0.0980092142951, 0.103478894633, 0.0274072475732, -0.0387232086596, 0.090427033633, 0.0669760490601, 0.0141311412359, -0.0770622099505, -0.0167898876454, -0.101542485114, -0.0635217804452, 0.052364159235, -0.0739537099947, -0.0244728275675, -0.110223460303, 0.0376333638609, 0.0297170645855, 0.00727230324784, -0.0514052847475, 0.0252521159848, 0.0110970915979, 0.0076344470689, 0.0381085071436, 0.0467630405346, 0.0330643296886, -0.132778421722, -0.0955207999021, -0.110182135658, -0.100238030379, -0.00961252353021, 0.0960532067078, -0.0221640825731, angry
0.030432752412, 0.0807454343846, -0.13715439411, -0.0750609563296, 0.106240227192, -0.0338357593912, -0.0556278949078, 0.0133257296411, 0.0030309238727, -0.00880740700069, 0.0563277976517, -0.0477103590532, 0.100059838122, -0.00751620883629, 0.0578122653367, -0.169340645696, 0.0139137069276, -0.0172833647366, 0.0392142129206, -0.0450530101978, -0.048055659925, -0.0604030978771, -0.0228407021621, 0.0304618844625, -0.030042371824, -0.00691535985175, -0.0861919131161, -0.122561831876, -0.02497158018, 0.110450317272, -0.0796032045754, -0.0354194602993, -0.094662923087, -0.00721984197661, -0.00821751991805, 0.0408070126106, -0.03496363556, 0.0948975960338, 0.0190101912039, 0.0708650797879, -0.0780140376366, -0.0813257224449, 0.0737215484615, -0.0983565666206, -0.124829670474, 0.0501170797527, -0.107731520635, 0.0381517838194, -0.0645585138889, 0.0316081645826, 0.0751720621761, -0.0408892247279, -0.159434553359, -0.0184881334299, -0.0692256922075, -0.140252213787, 0.107293469634, 0.0747390263991, -0.026948729962, -0.132651863918, angry
-0.0832537942287, -0.0279976811388, -0.0036409888281, -0.0333551073772, -0.0654980937672, 0.00799778795894, 0.0516394214557, 0.0720317376334, 0.0433083684331, -0.0315030788182, 0.073578704036, 0.0190833025865, -0.0275195075763, -0.0632991653457, -0.0737260532214, 0.0293207703193, 0.0697038884576, -0.0295063770014, -0.0573713990318, 0.0269676752943, -0.0307961582624, 0.0204714447255, -0.0643651654898, 0.0899806793738, -0.0176195605411, 0.0478203460822, 0.165584970638, -0.11518939399, 0.0975742535925, -0.0668860839936, -0.173908015238, 0.082498514841, -0.00174454663386, -0.0852277614941, -0.0699465363218, 0.0728215846721, -0.122217550058, -0.122826281742, -0.0424232732974, -0.0780362031859, 0.00338626501504, 0.0546574426094, 0.0178807030553, 0.042942936819, -0.0889995819694, -0.105371830041, 0.0951642779653, 0.110795598967, -0.0317013737209, -0.022334292523, 0.0320898834134, 0.0301109402011, -0.132283327887, 0.103283012729, -0.00621800152094, -0.058863009894, -0.11767446027, 0.226556283748, -0.00249777095152, 0.172955337585, angry
-0.0656341649058, -0.0831946169671, -0.00281211266921, 0.035810564978, 0.00149840842499, -0.130221204325, 0.0384870462106, -0.129800817354, -0.233431782287, 0.0966670497591, 0.0780489708171, 0.140327106151, -0.0505249657454, -0.0649590569171, 0.02899546938, -0.104964510731, 0.0919140516355, -0.0573153719515, 0.0487879579897, -0.0348361014064, -0.0811706256874, 0.0125849886827, -0.141543998419, -0.0291619184301, 0.0529426341502, 0.0866413490994, 0.0558320547185, -0.129904949753, 0.0820889779344, 0.0186632386136, -0.021130517198, -0.13402785489, 0.0168170662305, -0.0598695172303, 0.0534538313446, -0.0635289013851, 0.0861581230463, 0.07946905547, -0.00176995003232, -0.0111489238872, -0.0418834971514, 0.00214703504755, 0.0365263675781, -0.0545243175781, -0.0372161565692, -0.013127956761, 0.0173239938497, 0.0742276296852, 0.0549163613198, 0.131849369603, -0.0385104602294, -0.00976103886609, -0.045368493601, 0.0187178649672, 0.0750282377001, 0.0914054357416, 0.145215146458, 0.0536965180478, -0.0106034416562, -0.0587605761699, neutral
