@RELATION emotion

@ATTRIBUTE Dimension_0 CONTINUOUS
@ATTRIBUTE Dimension_1 CONTINUOUS
@ATTRIBUTE Dimension_2 CONTINUOUS
@ATTRIBUTE Dimension_3 CONTINUOUS
@ATTRIBUTE Dimension_4 CONTINUOUS
@ATTRIBUTE Dimension_5 CONTINUOUS
@ATTRIBUTE Dimension_6 CONTINUOUS
@ATTRIBUTE Dimension_7 CONTINUOUS
@ATTRIBUTE Dimension_8 CONTINUOUS
@ATTRIBUTE Dimension_9 CONTINUOUS
@ATTRIBUTE Dimension_10 CONTINUOUS
@ATTRIBUTE Dimension_11 CONTINUOUS
@ATTRIBUTE Dimension_12 CONTINUOUS
@ATTRIBUTE Dimension_13 CONTINUOUS
@ATTRIBUTE Dimension_14 CONTINUOUS
@ATTRIBUTE Dimension_15 CONTINUOUS
@ATTRIBUTE Dimension_16 CONTINUOUS
@ATTRIBUTE Dimension_17 CONTINUOUS
@ATTRIBUTE Dimension_18 CONTINUOUS
@ATTRIBUTE Dimension_19 CONTINUOUS
@ATTRIBUTE Dimension_20 CONTINUOUS
@ATTRIBUTE Dimension_21 CONTINUOUS
@ATTRIBUTE Dimension_22 CONTINUOUS
@ATTRIBUTE Dimension_23 CONTINUOUS
@ATTRIBUTE Dimension_24 CONTINUOUS
@ATTRIBUTE Dimension_25 CONTINUOUS
@ATTRIBUTE Dimension_26 CONTINUOUS
@ATTRIBUTE Dimension_27 CONTINUOUS
@ATTRIBUTE Dimension_28 CONTINUOUS
@ATTRIBUTE Dimension_29 CONTINUOUS
@ATTRIBUTE Dimension_30 CONTINUOUS
@ATTRIBUTE Dimension_31 CONTINUOUS
@ATTRIBUTE Dimension_32 CONTINUOUS
@ATTRIBUTE Dimension_33 CONTINUOUS
@ATTRIBUTE Dimension_34 CONTINUOUS
@ATTRIBUTE Dimension_35 CONTINUOUS
@ATTRIBUTE Dimension_36 CONTINUOUS
@ATTRIBUTE Dimension_37 CONTINUOUS
@ATTRIBUTE Dimension_38 CONTINUOUS
@ATTRIBUTE Dimension_39 CONTINUOUS
@ATTRIBUTE Dimension_40 CONTINUOUS
@ATTRIBUTE Dimension_41 CONTINUOUS
@ATTRIBUTE Dimension_42 CONTINUOUS
@ATTRIBUTE Dimension_43 CONTINUOUS
@ATTRIBUTE Dimension_44 CONTINUOUS
@ATTRIBUTE Dimension_45 CONTINUOUS
@ATTRIBUTE Dimension_46 CONTINUOUS
@ATTRIBUTE Dimension_47 CONTINUOUS
@ATTRIBUTE Dimension_48 CONTINUOUS
@ATTRIBUTE Dimension_49 CONTINUOUS
@ATTRIBUTE Dimension_50 CONTINUOUS
@ATTRIBUTE Dimension_51 CONTINUOUS
@ATTRIBUTE Dimension_52 CONTINUOUS
@ATTRIBUTE Dimension_53 CONTINUOUS
@ATTRIBUTE Dimension_54 CONTINUOUS
@ATTRIBUTE Dimension_55 CONTINUOUS
@ATTRIBUTE Dimension_56 CONTINUOUS
@ATTRIBUTE Dimension_57 CONTINUOUS
@ATTRIBUTE Dimension_58 CONTINUOUS
@ATTRIBUTE Dimension_59 CONTINUOUS
@ATTRIBUTE Dimension_60 CONTINUOUS
@ATTRIBUTE Dimension_61 CONTINUOUS
@ATTRIBUTE Dimension_62 CONTINUOUS
@ATTRIBUTE Dimension_63 CONTINUOUS
@ATTRIBUTE Dimension_64 CONTINUOUS
@ATTRIBUTE Dimension_65 CONTINUOUS
@ATTRIBUTE Dimension_66 CONTINUOUS
@ATTRIBUTE Dimension_67 CONTINUOUS
@ATTRIBUTE Dimension_68 CONTINUOUS
@ATTRIBUTE Dimension_69 CONTINUOUS
@ATTRIBUTE Dimension_70 CONTINUOUS
@ATTRIBUTE Dimension_71 CONTINUOUS
@ATTRIBUTE Dimension_72 CONTINUOUS
@ATTRIBUTE Dimension_73 CONTINUOUS
@ATTRIBUTE Dimension_74 CONTINUOUS
@ATTRIBUTE Dimension_75 CONTINUOUS
@ATTRIBUTE Dimension_76 CONTINUOUS
@ATTRIBUTE Dimension_77 CONTINUOUS
@ATTRIBUTE Dimension_78 CONTINUOUS
@ATTRIBUTE Dimension_79 CONTINUOUS
@ATTRIBUTE Dimension_80 CONTINUOUS
@ATTRIBUTE Dimension_81 CONTINUOUS
@ATTRIBUTE Dimension_82 CONTINUOUS
@ATTRIBUTE Dimension_83 CONTINUOUS
@ATTRIBUTE Dimension_84 CONTINUOUS
@ATTRIBUTE Dimension_85 CONTINUOUS
@ATTRIBUTE Dimension_86 CONTINUOUS
@ATTRIBUTE Dimension_87 CONTINUOUS
@ATTRIBUTE Dimension_88 CONTINUOUS
@ATTRIBUTE Dimension_89 CONTINUOUS
@ATTRIBUTE Dimension_90 CONTINUOUS
@ATTRIBUTE Dimension_91 CONTINUOUS
@ATTRIBUTE Dimension_92 CONTINUOUS
@ATTRIBUTE Dimension_93 CONTINUOUS
@ATTRIBUTE Dimension_94 CONTINUOUS
@ATTRIBUTE Dimension_95 CONTINUOUS
@ATTRIBUTE Dimension_96 CONTINUOUS
@ATTRIBUTE Dimension_97 CONTINUOUS
@ATTRIBUTE Dimension_98 CONTINUOUS
@ATTRIBUTE Dimension_99 CONTINUOUS
@ATTRIBUTE Emotion {happy, sad, angry, surprised, scared, disgusted, neutral}

@DATA
0.0658240809813, -0.00342968119859, 0.00598654529228, 0.00977379384045, 0.0748419532771, 0.0048314953662, 0.064046337958, 0.0178410285156, -0.00562696973266, -0.0291646299261, 0.00569729264989, -0.0586473303052, 0.0121243066589, -0.0265173130085, 0.0441283289153, 0.0657295502126, -0.00604025917171, 0.0624960694056, 0.0308850849552, -0.0282255871769, -0.0398099181911, -0.0108939697027, 0.0194560004784, 0.0360310061239, 0.0357342501348, -0.0439052725448, -0.03056110679, -0.0357141969507, -0.0228126709232, 0.0898079438589, 0.00327173602985, 0.0306010715377, 0.00490045703771, 0.0883299555212, 0.0812109403893, 0.0271360553925, 0.0488584807059, -0.0564752814801, -0.0128851519459, 0.00846355072121, 0.0168702601861, -0.0136192345338, -0.0242051883599, 0.00322367731715, 0.000879939681474, 0.029373504906, -0.0124847829729, -0.065177315759, 0.0129114595772, -0.0137286110461, 0.0091616681815, -0.0273788617943, 0.000427943518913, -0.0216235618977, 0.00700715366107, -0.0697377341915, -0.00681830511365, 0.00929680160991, -0.0157632156083, -0.0230270645711, -0.0223393939972, -0.013697352251, 0.0258675727236, 0.0592475054465, -0.0317240739905, 0.0466747606765, -0.00133146600572, 0.0340899227129, 0.0307377711272, -0.0227262349139, 0.0136841813933, -0.086903490858, -0.0277513283404, 0.0119340838099, -0.0266514009653, 0.0203785547796, 0.00222373935516, 0.00656363920992, 0.0428368025637, 0.0133551229084, 0.0306452607841, -0.0615945304712, -0.0116900762338, -0.000822572431277, -0.0309986815221, -0.00189925324849, -0.000796636742412, -0.00929669132178, 0.00591878450434, -0.00449427281143, 0.0392092861074, -0.00990317627683, 0.0329502240935, -0.0919940554495, 0.0492184881844, 0.0223793444206, -0.0294009030052, 0.0404076953119, 0.00732203138998, -0.0202117485564, happy
-0.0310225322733, 0.0576851619182, 0.0402092789597, 0.0175890538507, 0.0274756118731, -0.0238675784491, -0.0224125501162, -0.00858423005913, 0.0457730203376, 0.0264457674537, 0.0102471313475, 0.0631276887646, -0.0107438317183, 0.00704422156359, 0.025868738086, -0.0652825686307, 0.0251901715126, 0.0328604465347, 0.0351553226491, -0.0545597828936, -0.080862531896, -0.0417354096618, 0.0674947597002, -0.00879502126238, -0.0320606258818, -0.0705225616308, 0.0534017683696, -0.078133917055, 0.0137525217665, -0.0270584287678, 0.084261482669, -0.0272800905743, 0.00802733706728, 0.0583367529661, -0.0962411979341, -0.119023707615, -0.0501474968955, -0.00982035520293, -0.0131237952663, 0.0595171002202, -0.00139335188256, 0.0245963646704, -0.0485383985635, 0.0692608745011, 0.0399368663107, 0.0725074864742, -0.0215542061474, -0.133982957062, 0.00753419618244, 0.0121095711849, 0.0497334091981, -0.0694707582245, -0.0277244502644, 0.0194117987711, -0.0693412724188, 0.0695012774292, -0.0419708508714, -0.0200013721988, -0.0406653714024, 0.0233674822715, 0.0518469954734, -0.0283265666093, 0.08915307316, 0.0105102210567, -0.0425972808709, -0.0135724878416, 0.0487637841621, -0.0402638248016, -0.00388691184821, 0.0318377285093, 0.0428249409078, 0.0618314115288, 0.0282179680755, -0.020326097391, -0.0200977534223, 0.00573662631418, 0.0486798065793, -0.031179026804, -0.0295527389122, 0.0335080593826, -0.0212538037012, -0.0200963380275, -0.0428265533504, 0.0146719014367, 0.0456610170141, -0.0588967138907, -0.0477843228091, 0.00566269374893, 0.0192235695022, 0.0219020438438, -0.030473740098, 0.0118696351887, 0.0201471918094, 0.00121835077232, -0.0217695568211, -0.00396961606439, -0.0244657801688, -0.0213505569705, 0.00178685917636, -0.0392802139883, happy
-0.00010584109992, 0.00529208366471, 0.01219850387, 0.0326869988361, 0.0419383336815, 0.0103161454123, 0.0196397872601, 0.0875974257272, -0.0549547520442, -0.0511542143538, 0.0046493541857, 0.0269511532667, -0.0211350305218, 0.00671554636265, -0.0330523364133, -0.0710714241259, -0.0667264909721, 0.0162723713162, 0.0223494744646, -0.0187226960554, -0.012918476075, 0.0261894633469, -0.035966477989, 0.00949665807551, -0.00219119479899, -0.0268013424236, 0.0404956684044, 0.0791059735475, 0.00870823923062, -0.0528284003013, 0.0568145021813, -0.0605856501474, 0.0242821183958, 0.065391925358, -0.00990039972802, 0.0229237926724, -0.0311399969584, -0.0119216546631, 0.0173964992493, -0.0290055559695, 0.0339115763953, 0.0370763466286, -0.0178531790107, 0.0305672505748, 0.00201010166523, 0.0356607376224, 0.0147964363743, -0.0805881313636, -0.0022723380698, 0.0384293003122, -0.0381862565288, -0.0475156232495, 0.0388567665569, 0.112329893311, 0.0557786408911, -0.0335119018957, 0.0437505203095, 0.0369701576559, -0.000471287293521, 0.0339590355455, -0.000940381044111, 0.0907342473571, -0.0573736388355, -0.00181051941471, 0.0110146235434, 0.00246892885041, -0.00640807826456, 0.0301106594397, -0.0231401152935, 0.0515764932329, -0.0191879241679, -0.0513121617251, -0.0380703637659, -0.0411156028162, 0.0362431893178, -0.00643606275966, 0.0832970807419, 0.0159162892993, 0.027476788452, -0.0412859334772, -0.0454852349209, 0.0727247001963, 0.0197699779688, 0.0310675164195, 0.0636647414716, -0.025599453802, 0.0223860979753, -0.0921933623462, -0.0352160452923, 0.107167568199, 0.0951715380682, -0.0371279668517, -0.0782264123748, 0.0149230165234, -0.0517695663022, 0.0451344645073, -0.000362052969669, -0.0270449954237, 0.0540422899761, 0.0526293282206, disgusted
0.0552568989233, 0.0534407158304, -0.0172403465071, 0.0682039589043, -0.021899834967, 0.000230499455522, 0.0150626305116, -0.0072752733678, -0.0447006260536, 0.0165361143697, -0.0142999843698, -0.0358329324753, 0.036774098164, -0.024372606715, -0.0594147355533, 0.0579930114458, -0.00681473179816, 0.0145577492164, 0.0045208694639, 0.0344623206992, -0.0524030063281, 0.0815792900849, 0.0113194524756, 0.0321195320795, -0.0259909463275, 0.00889899071805, 0.0334081441738, 0.0108601423973, 0.112574785659, -0.00985815630681, -0.0870762961785, -0.0278921693288, 0.0715286111612, -0.0180258584122, -0.0601091133502, -0.0664337283654, -0.044956520408, -0.0235133675567, 0.0383938636932, -0.0860651825505, -0.0833276609915, 0.0925811308672, 0.0612127318621, -0.00752110548539, -0.0651773420838, 0.0363546076009, 0.00398864713074, 0.0719243052205, 0.00119038116978, 0.0797670337216, 0.0576000441996, -0.00747388576224, -0.0635898742548, -0.00794820718586, -0.0401182808105, 0.00552992211175, -0.115508307205, 0.00917675987613, -0.0249967388113, 0.00922634432526, 0.01871029474, -0.00948457232908, -0.00938932151748, -0.038732070929, -0.00558588323698, 0.00845457259377, -0.00537874072392, -0.0167160269132, 0.0278133469418, 0.00434915323041, 0.0105010033818, -0.0156981286766, 0.0253853426767, -0.0097488211638, -0.017676893126, 0.012203921426, -0.000338631694322, 0.00344768633908, -0.00549702831841, 0.00352895182046, -0.0160446435027, 0.0218741218487, -0.0313658170321, -0.0343322992051, -0.00327721445635, 0.00387763383342, 0.0115070261001, 0.0321798459288, -0.0176427222477, -0.032613451285, -0.039622862056, 0.0681569901581, -0.0158586681772, 0.0394428509472, 0.0184900041082, -0.0677636877708, 0.0418388021748, -0.010972861406, -0.0181463158788, -0.032662121006, scared
0.024312771504, -0.0590030617985, -0.00859183513276, 0.00138589291913, 0.0259195363247, 0.0285385547956, 0.0411715141055, 0.00566290805188, 0.0269933956925, -0.0465345185725, 0.00811190870774, 0.0049389607953, -0.0307781681731, 0.00728418463107, 0.0159865866071, 0.0263149397235, 0.0621613114129, -0.00153516834415, -0.0155978088892, 0.0454520106739, 0.0168159651456, -0.030711788352, 0.0184974557858, -0.0648846213768, 0.0326757367762, -0.081313335829, 0.0108954107261, -0.00954438391472, -0.00821115440712, 0.0211961109745, 0.0842581635905, -0.0247887028221, -0.00469176722954, 0.0588327630821, 0.0867922446525, 0.0149880952339, 0.0182155286819, -0.028447138388, 0.029578412551, -0.0471497253119, 0.0730181078926, -0.000390117695934, 0.0753239241589, -0.0572018282692, -0.0271505524591, 0.00267061132111, 0.0459086198614, -0.0186008143381, 0.0255989926513, -0.00420762703359, 0.0248255642201, 0.00423979903699, -0.0245611924792, 0.0468987651655, 0.0119240088894, 0.0180770122734, -0.0612659216279, -0.0300286903675, 0.003517548972, 0.0494989943616, 0.0033995109459, 0.0575162876511, 0.00568408335164, 0.0985486034262, -0.0523646276287, -0.0556711402963, -0.029703335158, -0.0180169750213, 0.0214354675749, -0.0453943552952, -0.0400134067942, -0.0737849831474, 0.0856991282272, -0.0475968332853, 0.0863212977699, 0.0302797755047, 0.0310483022395, 0.0334900365953, 0.0280663096069, 0.0413784602103, -0.00423211245985, -0.0763661644432, -0.0521864971297, -0.0628571457521, 0.00559148587509, 0.00397976068564, 0.0535763688365, 0.00658114573736, -0.0355465828508, -0.0116691200335, -0.0029315923759, -0.0545708273573, -0.013307052631, 0.0501741504295, -0.0930451349382, 0.0456054769872, 0.022651220804, 0.0207385129464, -0.108547051237, -0.00838399300856, surprised
0.0340544494657, -0.0736773138167, 0.00318784995346, 0.0823212334963, 0.0473747775256, 0.00317114817095, -0.0141406425778, 0.038389655732, -0.0544604288735, 0.0739354765732, -0.120545332527, -0.00639331448308, -0.0162319811857, -0.0586864072522, -0.019538313642, -0.0617561716649, 0.0498532707199, -0.0351820748194, -0.0156421259427, -0.0716799954816, -0.0474605678095, -0.0162703132708, -0.0223330792128, 0.0245545169822, -0.031042014876, 0.0260059945919, -0.000538764364841, -0.00428650868806, -0.108362312909, -0.104160416616, 0.026475056463, 0.0954541059714, -0.0133402731018, 0.0419924779746, 0.048968791137, 0.0256156106207, -0.021583821351, -0.0242833467315, 0.0391809509673, -0.0717055149047, 0.0315937522117, 0.0373858616921, -0.0237133684668, -0.0171066870316, -0.0365398359115, 0.070778202251, -0.0234369631756, 0.0312920936501, 0.00288358648094, -0.00537554211311, -0.0713084178792, 0.0403657841557, -0.0294074013887, -0.0059106478791, -0.113421280736, 0.000754083702845, -0.0176832491007, -0.0691555843735, 0.0475229067668, -0.022676927911, -0.0347678506127, -0.00351475738118, 0.035705438191, 0.00962872856832, 0.01303382128, 0.0748297736011, -0.0158803399148, -0.000916432175628, -0.0261165882777, -0.0444871137022, 0.0150041292051, -0.0305400263387, -0.00183072491984, 0.0245400342414, -0.0414247633819, 0.0103229229882, 0.00617199872263, -0.0234857889552, -0.00751843740036, -0.0273686080489, 0.021744973569, -0.00594680368683, -0.00998459358011, -0.0545848694627, -0.00702758699326, -0.0300398250489, 0.0154352580936, 0.00537042461861, -0.0132183657632, 0.00459128001249, 0.0259852496763, 0.00101626471211, 0.0216576011054, -0.0179762912436, -0.0207731799903, 0.0311874390622, -0.0187568285895, -0.00185614366706, -0.00323445163924, -0.0158588807939, scared
-0.0803955776059, 0.00974812260803, 0.0327766290837, 0.000462081785454, 0.0176610668518, -0.00239803304711, -0.0201233829882, -0.0381394047435, -0.00573183054058, -0.000491213757984, -0.00538879026686, -0.00340775677063, 0.0382385565311, 0.0418499128372, 0.0451582704272, 0.0275366229092, -0.012412480372, -0.0096932794549, -0.00183625514167, -0.0133855297439, -0.0735196592255, 0.0561334778963, 0.0309712668285, -0.0241458189682, 0.0407229237055, -0.017882889299, -0.0371198192917, 0.0379491120909, -0.0295827998452, -0.0324239491835, 0.014699361131, -0.0178152158973, 0.0592663347747, 0.0347681319788, 0.00612924320632, 0.0407561595059, -0.0681557336536, 0.0104872840765, 0.0174888651137, -0.075196033188, 0.0491317284416, -0.00029576096489, -0.0242554348398, 0.00685709103877, -0.039217907631, -0.104460193357, 9.62277039297e-05, 0.0109645401128, 0.0102794748488, -0.0354122842142, 0.00401355654053, -0.0936087365967, -0.0455938299645, 0.0732718921546, 0.00465715621947, 0.0375267535872, 0.028609557311, 0.038529114065, 0.0429818031708, -0.0705592439369, -0.0281596800706, 0.0179898103086, 0.0293117650762, -0.0710504710885, -0.081980027533, -0.0465928929904, 0.0999280171741, 0.0316802947873, -0.0648906182868, 0.0182436956437, 0.0295973897937, -0.0263269940773, -0.0213887096537, 0.0545481040272, -0.0127781279831, 0.0399659532394, 0.0542084735151, 0.0663798916517, 0.0241908564672, 0.0217594530955, 0.0729083648321, 0.0502700295748, -0.0536069728698, 0.022905028948, -0.0105184315662, -0.0897287082435, 0.0412392000505, 0.00396460542961, 0.0501109808061, -0.0258479271201, -0.0317450883872, 0.0318136234096, 0.00360241211848, 0.0429499652918, 0.028392973075, -0.0143223436596, -0.01298570216, -0.0152100166019, -0.0274462915592, -0.0113678611499, neutral
-0.049939093541, 0.046469004764, 0.069628776771, 0.0818690463478, -0.0298333481173, -0.0507071803052, -0.00173228291639, -0.0567964368527, 0.0300813795741, -0.0302516020283, 0.0216738328963, 0.0506817530764, -0.0401340469182, -0.065608832159, -0.00438946800313, -0.0126551788252, 0.0342136278254, 0.0475652629109, -0.0534355204164, -0.0889706970918, -0.0595088734638, -0.230033131506, 0.0710820544948, 0.0457666770703, -0.0396892279899, 0.043669583412, -0.0359309239772, -0.0152197385229, 0.0450752939522, 0.0926811212588, -0.00155619476191, -0.0133284648525, 0.0821751886049, -0.0108021026218, -0.0204688065379, -0.0172856173271, -0.0446964207546, -0.00526571542182, -0.0309573528761, -0.121291524379, 0.0157874796135, -0.0663014656955, 0.0550107171136, 0.0125946788439, 0.0790589264583, -0.0101287543388, 0.0284298840555, 0.0438561770249, -0.0161568412647, 0.0420039528031, -0.028487049061, 0.0302922163495, -0.0459828050353, -0.0115832244594, 0.0410362997658, 0.0174410601074, 0.0355754556397, 0.0220375573467, 0.077809284998, -0.0111697460558, 0.00306156631339, 0.0106867841112, -0.0319291102892, 0.0369193839027, -0.0369334234618, 0.00794943805121, -0.0133392509989, 0.0234912669963, -0.0317817235327, 0.0244412052386, 0.0579027946913, 0.0041243714315, -0.00319000779143, 0.0451930861696, 0.0048933314477, -0.0197828729819, 0.0210584157849, -0.00464607098191, 0.00985260643502, -0.00468694048615, 0.00948297778148, 0.022934457947, -0.0176410177726, 0.0432294933929, 0.0140242541493, 0.00619759607105, 0.000837942843004, -0.02109203515, -0.00247004742919, 0.0378614844777, -0.00771983977025, -0.00182679479387, -0.0160070394754, 0.0147160667978, -0.0317706591943, 0.00699499991107, -0.0162509973497, 0.0119341328285, -0.00807149352165, -0.0154236535768, happy
-0.0693439391857, -0.0030502678072, 0.0281972466415, -0.0102250580393, 0.0386978365498, 0.0335257002356, 0.00928380117048, -0.134300371184, -0.0472051444469, -0.0364213951688, -0.0316352090998, -0.0112518131173, 0.0668755606248, 0.0288805676384, -0.0264412692706, 0.0107593547507, 0.0395146881863, 0.0133314500103, -0.0144508048158, -0.040726853816, 0.0408157345718, 0.02503880898, -0.0726887551631, 0.00643475092891, -0.00492143751591, -0.0144145943755, -0.00948678072456, -0.0487807858341, 0.0540382313719, -0.0195461517378, 0.0300840933707, 0.01381854203, -0.0303599904049, -0.0249466863291, -0.0038437732389, 0.027624830254, 0.0316826753047, -0.00431880199202, 0.00980861163285, 0.00297164188343, -0.0144771136039, 0.0268842091413, -0.010702982795, 0.0360170506207, 0.0294637366514, 0.0564168857185, -0.0124464854422, -0.0457309193938, 0.00930376000224, 0.032852661283, 0.05728891707, 0.0200512752658, 0.0500756656485, 0.0630589083466, 0.0019147024413, 0.0524414033554, -0.0222105667871, -0.013545943604, 0.021043892663, -0.0117454451833, -0.0210319301791, -0.00265921509794, -0.0382298926634, 0.0747266074503, 0.0341858303624, 0.0350678962237, -0.0404008697009, 0.0198644740278, 0.0188405263317, -0.0303601692464, 0.0343944970522, 0.0311592421696, 0.00723190149694, 0.0501658029807, 0.002623833402, -0.00597693988321, -0.0481937948827, 0.01616599436, 0.0114234462134, -0.0341218342923, 0.0380339060427, 0.035492099266, -0.0237406747434, 0.0371474504223, 0.0407036241182, -0.0237912290498, -0.00991508991877, 0.0197948089578, 0.0325139339259, -0.0112450940542, -0.000567348181292, -0.0228215625084, -0.0321443148705, -0.00512749046979, 0.00484481695642, 0.0350107460317, -0.0456732931314, -0.0220341596282, 0.0136471624238, -0.0157785339393, disgusted
-0.00355756470783, -0.0485382213147, 0.0617510879707, -0.00180598627827, 0.0476930902041, -0.0580181336971, -0.0735224400237, 0.0608002203546, -0.000676132955209, -0.0665919933073, -0.0222483230149, -0.00360995350665, -0.00997543109293, 0.0715199013976, 0.0424677433945, 0.0127466948272, -0.027273682879, -0.0367155051231, 0.0421756223607, 0.0209062361486, -0.0376191987039, 0.0152645941994, 0.00925539747964, 0.0208388974583, -0.0340398518287, 0.00200874271987, -0.00626713734975, -0.0177886626824, 0.0147721619366, -0.0246564898706, -0.0711137456229, -0.0311258172597, -0.0150790723888, -0.0210771964201, 0.0450762444717, -0.00120998055846, 0.000501421214338, 0.0246701678723, 0.0216369748591, 0.0184820288347, -0.0220098652836, 0.00322796253697, 0.0386988712444, 0.0431561820217, 0.0536913712621, -0.0346628448938, 0.0455764982649, 0.0201391350934, 0.00263918155035, 0.0577648359736, 0.0307324743161, 0.0323437015897, -0.0340003640581, -0.0430924919222, 0.00727625208399, 0.0112571376977, 0.0724719911592, -0.0628671017028, -0.00791680580538, -0.0305019006956, -0.013154442649, -0.026919506502, -0.0270701379843, -0.0289174004386, 0.0382910653635, 0.0289961838411, 0.0316124205597, -0.0600173667126, -0.0318980572004, -0.0503960511239, 0.0107929439077, 0.0364422113939, -0.0173509475893, 0.0473584250449, -0.017706019833, -0.0168606019841, 0.0553813869275, 0.0525124820235, 0.0208934298344, -0.0213276573854, 0.051926000935, 0.0611882307611, -0.0707536640569, -0.0386615576322, -0.0386744829185, 0.0728895767663, -0.0336234211897, 0.00896740710389, 0.0499935814781, -0.0414425379228, -0.00560257643496, 0.0725053949249, 0.104405890767, -0.0382247728887, 0.0597162231579, -0.00560430918084, 0.000551245130987, -0.0132601173299, -0.0293708773285, -0.00597650060188, happy
