@RELATION emotion

@ATTRIBUTE Dimension_0 CONTINUOUS
@ATTRIBUTE Dimension_1 CONTINUOUS
@ATTRIBUTE Dimension_2 CONTINUOUS
@ATTRIBUTE Dimension_3 CONTINUOUS
@ATTRIBUTE Dimension_4 CONTINUOUS
@ATTRIBUTE Dimension_5 CONTINUOUS
@ATTRIBUTE Dimension_6 CONTINUOUS
@ATTRIBUTE Dimension_7 CONTINUOUS
@ATTRIBUTE Dimension_8 CONTINUOUS
@ATTRIBUTE Dimension_9 CONTINUOUS
@ATTRIBUTE Dimension_10 CONTINUOUS
@ATTRIBUTE Dimension_11 CONTINUOUS
@ATTRIBUTE Dimension_12 CONTINUOUS
@ATTRIBUTE Dimension_13 CONTINUOUS
@ATTRIBUTE Dimension_14 CONTINUOUS
@ATTRIBUTE Dimension_15 CONTINUOUS
@ATTRIBUTE Dimension_16 CONTINUOUS
@ATTRIBUTE Dimension_17 CONTINUOUS
@ATTRIBUTE Dimension_18 CONTINUOUS
@ATTRIBUTE Dimension_19 CONTINUOUS
@ATTRIBUTE Emotion {happy, sad, angry, surprised, scared, disgusted, neutral}

@DATA
0.0163726054106, -0.012244607739, -0.0208827673278, 0.0875882316336, -0.117434794918, -0.154275480619, -0.048894770347, 0.0115390588614, -0.0368485582237, -0.0395706310337, 0.010177587466, -0.0237015322035, 0.0927165968237, -0.0713320943862, -0.0459104571967, -0.0596265546523, -0.0173999978413, -0.0415540457548, -0.00737261502731, -0.165218174063, happy
0.0820335111363, 0.131819167796, 0.0401511736959, -0.107380236354, 0.031207789417, -0.100611034568, -0.0346715413483, 0.0137275058057, 0.0409427123136, -0.0180881307936, -0.0521856801412, -0.108489781316, -0.0598872772221, -0.0464189894661, -0.0589088717731, -0.022063195015, 0.0820486033311, -0.0457520648202, 0.0194547676406, -0.0954859094249, neutral
-0.106256831633, 0.0517628459686, -0.00642601162283, 0.026386063065, 0.012504014463, -0.0106851571861, 0.0726392743321, 0.0192548154056, -0.0465325030215, 0.121739007975, -0.0363751327659, -0.205124199285, -0.0493564816675, 0.00505790786038, 0.0229819155978, 0.0535817602656, -0.0251895225685, 0.0248503693885, 0.0074041526592, 0.000301175121546, scared
0.061637750219, -0.0537727406864, -0.024496375911, -0.027892079748, -0.0766444741682, 0.101680534398, -0.0161847603092, -0.0142497810658, 0.101376973075, 0.0527830966366, -0.122087663967, 0.0589559084342, -0.00630935080037, 0.0439256747096, 0.0529557505791, 0.0521843211296, 0.00671754384406, 0.025599820215, 0.0651479735801, -0.0254284136346, happy
0.0474956985627, -0.0673527935083, -0.0806252472458, -0.00656534031372, -0.0190862533043, -0.0922687859101, -0.0421877002945, -0.0983203583331, -0.0442733416061, 0.0508042104256, -0.0906551455386, 0.00011707877823, 0.0897009514659, 0.15929498983, -0.0122033608468, -0.134873074, -0.0547656270764, 0.0425117676248, -0.00354680575021, 0.0386053751422, happy
0.0360686100535, 0.0168629132803, 0.00663244296612, 0.0399334375364, -0.076832403146, 0.0987162719566, 0.00526901297356, 0.022857545217, 0.037147795497, -0.043439880788, -0.102692322471, 0.01746716633, 0.0850539534123, -0.00165211349313, -0.0135033051245, 0.0888430355635, -0.134396466974, -0.030216347812, 0.181100310866, 0.00233928793057, happy
-0.094544959509, -0.0396366153666, 0.0154316365949, -0.0846495047627, -0.0166964077843, -0.0524150480311, -0.0784287128127, 0.0398309228674, 0.0252500489984, 0.0753068984603, 0.0038002555, 0.116443611638, -0.115929997034, 0.00312150932062, 0.00770866968685, 0.0373671202418, -0.0231017260385, -0.0197353917386, -0.0211692838312, -0.0410121707147, neutral
0.0434177847275, -0.0590817624774, -0.0713387685074, -0.0174786796141, -0.000193121292458, -0.0192834424626, 0.0354607250314, -0.0725571242572, 0.0972032396156, 0.0740990183302, 0.00458434076425, -0.0570811429932, -0.0386409382167, 0.0210963275091, -0.0114593189768, -0.0475823134021, 0.000799703059353, -0.0769182870372, 0.11676105957, -0.000590826434671, neutral
-0.103967971224, 0.0866325306738, 0.0159092789169, 0.0333522856714, -0.0540109323905, 0.116990091983, 0.00855991501251, -0.0585686508513, 0.096044067109, 0.0104371958689, -0.0407974386051, 0.0122225049617, -0.011700735959, -0.192204830164, -0.0339297248685, -0.08317649274, 0.0166582995993, 0.0664550860603, 0.101444083486, -0.0488516415941, neutral
0.0745953805875, 0.127854999188, 0.143229903437, 0.097012250676, 0.0489196390545, -0.0577904813668, -0.0119610038152, 0.079910564979, -0.102209415411, 0.0579829842105, 0.0136617474398, -0.0402611822117, 0.0271344501291, -0.0354141006269, 0.0352384388418, -0.0932762007242, 0.00662772423603, 0.0215953578961, -0.00974087891166, 0.078350595791, disgusted
