@RELATION emotion

@ATTRIBUTE Dimension_0 CONTINUOUS
@ATTRIBUTE Dimension_1 CONTINUOUS
@ATTRIBUTE Dimension_2 CONTINUOUS
@ATTRIBUTE Dimension_3 CONTINUOUS
@ATTRIBUTE Dimension_4 CONTINUOUS
@ATTRIBUTE Dimension_5 CONTINUOUS
@ATTRIBUTE Dimension_6 CONTINUOUS
@ATTRIBUTE Dimension_7 CONTINUOUS
@ATTRIBUTE Dimension_8 CONTINUOUS
@ATTRIBUTE Dimension_9 CONTINUOUS
@ATTRIBUTE Dimension_10 CONTINUOUS
@ATTRIBUTE Dimension_11 CONTINUOUS
@ATTRIBUTE Dimension_12 CONTINUOUS
@ATTRIBUTE Dimension_13 CONTINUOUS
@ATTRIBUTE Dimension_14 CONTINUOUS
@ATTRIBUTE Dimension_15 CONTINUOUS
@ATTRIBUTE Dimension_16 CONTINUOUS
@ATTRIBUTE Dimension_17 CONTINUOUS
@ATTRIBUTE Dimension_18 CONTINUOUS
@ATTRIBUTE Dimension_19 CONTINUOUS
@ATTRIBUTE Dimension_20 CONTINUOUS
@ATTRIBUTE Dimension_21 CONTINUOUS
@ATTRIBUTE Dimension_22 CONTINUOUS
@ATTRIBUTE Dimension_23 CONTINUOUS
@ATTRIBUTE Dimension_24 CONTINUOUS
@ATTRIBUTE Dimension_25 CONTINUOUS
@ATTRIBUTE Dimension_26 CONTINUOUS
@ATTRIBUTE Dimension_27 CONTINUOUS
@ATTRIBUTE Dimension_28 CONTINUOUS
@ATTRIBUTE Dimension_29 CONTINUOUS
@ATTRIBUTE Emotion {happy, sad, angry, surprised, scared, disgusted, neutral}

@DATA
0.0924108148485, 0.0350848225939, 0.0477556055804, 0.0806737667178, 0.0195319844837, -0.0697021258438, -0.0755810755591, 0.026224153824, 0.0265693526108, -0.00548193332215, -0.0530099989285, 0.0572987153836, -0.0336568903576, -0.0493953679374, -0.0809386766464, -0.0916620276387, 0.0524089040738, -0.0301374461841, 0.108048609097, -0.0184160693117, 0.0768168624506, -0.0326736616578, -0.0677321276556, 0.0418834428132, 0.0132641254459, 0.070620417088, -0.149105519578, -0.0576468012249, -0.132491002084, 0.043960262119, neutral
-0.102475932347, -0.00293656658389, -0.0659666253551, -0.0193913242008, -0.0336469145262, 0.00314251642555, -0.0399812831299, -0.0401054044512, 0.185062482072, 0.109828160145, -0.0627844086615, 0.0225577334192, 0.00211007476528, 0.0682025118582, -0.145445544519, 0.0961223219144, 0.137466978869, -0.0270419575441, -0.123001853787, -0.0851546823646, -0.0879339201492, -0.0707404918364, -0.173010259853, -0.022700861188, 0.0346653151756, -0.00321875351403, -0.0138787712119, 0.00272204441653, 0.0409499295633, 0.026195755705, neutral
0.0688061339746, -0.0376150295246, 0.0562275247031, 0.0503480887769, -0.161712775461, 0.0688952807851, 0.12422092115, 0.0976540630155, 0.0354171376796, 0.043210780739, -0.12619443672, 0.0360610722328, 0.129983185302, -0.0474445132692, 0.0248842387458, 0.0070463858903, 0.0321030323545, -0.0797386205036, -0.0409818219463, 0.0628307197789, -0.068878205803, -0.0636712258719, -0.025486301436, -0.0664726804565, 0.0380717464568, -0.0518682903281, -0.00974690201593, -0.0498006295108, -0.0499829031905, -0.0501291969221, angry
0.0642210176649, 0.0801899554327, -0.122478444041, 0.117932653386, -0.0659885560056, -0.0377795036209, -0.114620189051, -0.0313228246594, -0.00170323760513, 0.0108217308742, 0.0970937347827, -0.0208880659956, 0.00625673205431, -0.0390404088876, -0.00329839232206, -0.0237379031545, 0.0542689073833, -0.0399324221398, 0.0522603435903, 0.0621315537476, -0.1249441242, 0.0377568157269, -0.0199026452177, -0.0116933422039, -0.0364947719549, -0.0205917015518, 0.166804834278, -0.0297921795596, -0.0593832561612, 0.0377313713706, neutral
-0.0264433017558, -0.0838722089154, 0.0471999902083, 0.0484137599462, 0.0272457241181, 0.0691270198432, -0.0239202463044, 0.0485592198749, -0.0118262752108, -0.0688976326645, -0.0436129798251, -0.0644796822457, -0.161378496104, 0.01703617899, 0.0151839403078, -0.109740221727, 0.0526868358501, 0.0353142417495, 0.00273322658717, 0.0742787490218, 0.0485669450336, -0.00859473341922, 0.0587567374588, 0.0708115950319, 0.0904793877926, 0.0312044790157, 0.0497578132203, 0.103242444274, 0.0425532085667, 0.11218802259, sad
-0.00272798865933, 0.0542923416326, -0.0973953134217, -0.0781844656345, 0.155567676628, 0.0608177836462, -0.0644198681225, 0.0121198218948, -0.0160521476231, 0.0176329961537, -0.0887333633545, -0.05116494645, 0.0306404690342, -0.0202886455016, 0.0224533206541, -0.00979129775954, -0.100577460874, 0.0296354800304, -0.0536434239395, -0.0562202551785, -0.0483200112754, 0.0445372278316, -0.0108497297354, 0.132220246852, 0.0762931117028, 0.0492146726661, -0.0758377598041, 0.0757442401172, 0.111165106676, 0.0320061103008, sad
-0.0787385928248, -0.0133555963728, -0.0795127238222, -0.010119616647, 0.0706656001548, -0.103994726458, 0.0597047206378, -0.0324949410836, 0.119658008396, 0.117450339494, 0.00492376723331, -0.072396293238, -0.0930775462445, -0.095270301747, 0.210483659752, -0.0242581532229, 0.0544396864269, -0.00642634104443, 0.109798721633, -0.0326428725058, 0.0164780120299, -0.0617354507075, 0.0258693451867, -0.110414767495, 0.0686645382318, -0.076934642596, 0.072432912704, -0.0658801942674, 0.0980092142951, 0.103478894633, angry
0.030432752412, 0.0807454343846, -0.13715439411, -0.0750609563296, 0.106240227192, -0.0338357593912, -0.0556278949078, 0.0133257296411, 0.0030309238727, -0.00880740700069, 0.0563277976517, -0.0477103590532, 0.100059838122, -0.00751620883629, 0.0578122653367, -0.169340645696, 0.0139137069276, -0.0172833647366, 0.0392142129206, -0.0450530101978, -0.048055659925, -0.0604030978771, -0.0228407021621, 0.0304618844625, -0.030042371824, -0.00691535985175, -0.0861919131161, -0.122561831876, -0.02497158018, 0.110450317272, angry
-0.0832537942287, -0.0279976811388, -0.0036409888281, -0.0333551073772, -0.0654980937672, 0.00799778795894, 0.0516394214557, 0.0720317376334, 0.0433083684331, -0.0315030788182, 0.073578704036, 0.0190833025865, -0.0275195075763, -0.0632991653457, -0.0737260532214, 0.0293207703193, 0.0697038884576, -0.0295063770014, -0.0573713990318, 0.0269676752943, -0.0307961582624, 0.0204714447255, -0.0643651654898, 0.0899806793738, -0.0176195605411, 0.0478203460822, 0.165584970638, -0.11518939399, 0.0975742535925, -0.0668860839936, angry
-0.0656341649058, -0.0831946169671, -0.00281211266921, 0.035810564978, 0.00149840842499, -0.130221204325, 0.0384870462106, -0.129800817354, -0.233431782287, 0.0966670497591, 0.0780489708171, 0.140327106151, -0.0505249657454, -0.0649590569171, 0.02899546938, -0.104964510731, 0.0919140516355, -0.0573153719515, 0.0487879579897, -0.0348361014064, -0.0811706256874, 0.0125849886827, -0.141543998419, -0.0291619184301, 0.0529426341502, 0.0866413490994, 0.0558320547185, -0.129904949753, 0.0820889779344, 0.0186632386136, neutral
0.0742984016616, 0.0181189784504, 0.126772094215, -0.0184973239591, 0.0830586306175, -0.0444112756515, 0.0468751308054, -0.00494464638737, 0.0247561999163, 0.0740561244573, -0.00892741851825, -0.107346480075, 0.161121617183, 0.0141158325079, -0.0149206268211, 0.0532271147593, -0.0404305521108, 0.229913004785, 0.0265038352009, 0.104617431992, -0.107538593265, 0.0172049003004, 0.00467992586054, -0.00759219965735, -0.0801350616876, 0.0932076458972, -0.0291443791131, -0.0388921812412, 0.0965064339337, -0.123684222583, angry
-0.0529605539555, -0.0984006556622, -0.0644439600164, -0.0749076059315, -0.0836715482426, 0.124701729221, 0.00191298870952, 0.131899520295, 0.0356089463344, -0.0530505943062, 0.0285260755542, 0.103346456271, 0.108200452948, -0.00967805567923, -0.0523667142323, -0.00515174419177, -0.0496491231867, 0.00395140880474, 0.0549217559592, 0.0950831477488, 0.0439231509599, -0.00506050702225, 0.0654245766394, 0.076707860302, 0.0843811743962, -0.0297101363459, 0.0488939534719, -0.116214252741, 0.0675535540493, -0.000964674360335, happy
-0.0791088289115, -0.0467687726688, -0.0329191975646, -0.0441846382346, 0.0921226970216, 0.118109386552, -0.0508743764846, -0.04159843624, -0.0181044503597, 0.0568195685572, 0.00201792026113, 0.041566275855, 0.0733870065726, 0.100025659842, 0.0699455878593, 0.0576819338897, -0.0153060869029, -0.0742464060816, -0.078836561556, 0.0403947353238, -0.0581986633718, -0.0709731149181, 0.0310995646523, -0.0394325099267, 0.144856435057, -0.0194386181815, -0.00674674812243, 0.0936956993891, -0.0648929641242, -0.123600176997, happy
0.0159505080233, -0.0946330661322, 0.0781772758827, -0.0629076525459, 0.0016035415052, 0.0195296814231, -0.0598888715869, 0.111421968271, 0.0286730335969, 0.000804937621602, 0.021305023808, -0.0779411120352, 0.0809117637182, -0.00136267004951, -0.0131459806296, 0.0621644373635, -0.0242185386816, -0.086595955679, 0.0635289450869, -0.10077146904, 0.00634646568516, 0.0654645738984, -0.0241951126857, 0.0353922073812, -0.126155807759, -0.00811492849178, -0.000379044607756, 0.101387889049, -0.0166361614808, -0.125307840329, angry
-0.141550187666, 0.131593469468, -0.0420905468534, -0.0284593208414, 0.00487206251712, -0.00523106372371, 0.0425215688525, -0.0343601758012, 0.0481278841826, -0.00999502822932, 0.0192553623214, -0.0902987062935, -0.0716460062275, 0.0300419079807, 0.0622971452824, 0.02365204859, 0.0330666009584, -0.0466641604825, -0.0261529765662, 0.123818866506, 0.0101117069897, 0.0391692640467, 0.0653555231754, 0.00416577872945, 0.126074046604, -0.0412795595403, 0.0585987431023, -0.156901208997, -0.128432227526, -0.0344333788742, angry
-0.102017025276, -0.0656165704939, -0.0116741654416, -0.0189562074059, -0.0818624446248, 0.0377217687384, 0.0101055022798, 0.0228774456926, 0.165041678639, 0.0701214150478, 0.0300026188341, 0.0434069987875, 0.00870454407107, 0.0295524227818, -0.170754236453, -0.0278528147461, 0.0870506056125, -0.00575177642756, -0.0292594626109, 0.0435312872044, -0.0910237759938, -0.0765145290971, -0.0931039355955, -0.0191091222419, 0.133373733711, -0.0505716718207, 0.0365518404861, 0.0928149616586, -0.0177046260073, 0.020468297471, angry
0.00903385812073, -0.107219372892, -0.0690466294633, -0.0775842664026, -0.0676990660283, 0.0722072752121, -0.0273521433992, 0.120305248685, 0.0316637288387, -0.131331034027, 0.0139708111893, 0.0915800459612, 0.0349080521322, 0.077194316991, -0.0363235396012, -0.0617631534894, -0.115680504687, 0.0568787545986, 0.102343112862, 0.111094883597, 0.0259058181711, 0.0627762530754, -0.00668975461966, 0.095852354293, 0.124296533261, -0.0899768643814, -0.0545266869372, -0.00786800748604, 0.103479551978, -0.00148156951726, angry
