@RELATION emotion

@ATTRIBUTE Dimension_0 CONTINUOUS
@ATTRIBUTE Dimension_1 CONTINUOUS
@ATTRIBUTE Dimension_2 CONTINUOUS
@ATTRIBUTE Dimension_3 CONTINUOUS
@ATTRIBUTE Dimension_4 CONTINUOUS
@ATTRIBUTE Dimension_5 CONTINUOUS
@ATTRIBUTE Dimension_6 CONTINUOUS
@ATTRIBUTE Dimension_7 CONTINUOUS
@ATTRIBUTE Dimension_8 CONTINUOUS
@ATTRIBUTE Dimension_9 CONTINUOUS
@ATTRIBUTE Emotion {happy, sad, angry, surprised, scared, disgusted, neutral}

@DATA
0.0163726054106, -0.012244607739, -0.0208827673278, 0.0875882316336, -0.117434794918, -0.154275480619, -0.048894770347, 0.0115390588614, -0.0368485582237, -0.0395706310337, happy
0.0820335111363, 0.131819167796, 0.0401511736959, -0.107380236354, 0.031207789417, -0.100611034568, -0.0346715413483, 0.0137275058057, 0.0409427123136, -0.0180881307936, neutral
-0.106256831633, 0.0517628459686, -0.00642601162283, 0.026386063065, 0.012504014463, -0.0106851571861, 0.0726392743321, 0.0192548154056, -0.0465325030215, 0.121739007975, scared
0.061637750219, -0.0537727406864, -0.024496375911, -0.027892079748, -0.0766444741682, 0.101680534398, -0.0161847603092, -0.0142497810658, 0.101376973075, 0.0527830966366, happy
0.0474956985627, -0.0673527935083, -0.0806252472458, -0.00656534031372, -0.0190862533043, -0.0922687859101, -0.0421877002945, -0.0983203583331, -0.0442733416061, 0.0508042104256, happy
0.0360686100535, 0.0168629132803, 0.00663244296612, 0.0399334375364, -0.076832403146, 0.0987162719566, 0.00526901297356, 0.022857545217, 0.037147795497, -0.043439880788, happy
-0.0945449595089, -0.0396366153666, 0.0154316365949, -0.0846495047627, -0.0166964077843, -0.0524150480311, -0.0784287128127, 0.0398309228674, 0.0252500489984, 0.0753068984603, neutral
0.0434177847275, -0.0590817624774, -0.0713387685074, -0.0174786796141, -0.000193121292457, -0.0192834424626, 0.0354607250314, -0.0725571242572, 0.0972032396156, 0.0740990183302, neutral
-0.103967971224, 0.0866325306738, 0.0159092789169, 0.0333522856714, -0.0540109323905, 0.116990091983, 0.00855991501251, -0.0585686508513, 0.096044067109, 0.0104371958689, neutral
0.0745953805875, 0.127854999188, 0.143229903437, 0.097012250676, 0.0489196390545, -0.0577904813668, -0.0119610038152, 0.079910564979, -0.102209415411, 0.0579829842105, disgusted
0.0404458934763, -0.0813366074016, -0.095491953024, -0.0240540005397, -0.0038182915196, -0.0661671917463, -0.0258583586811, -0.108948325028, -0.0191147445015, 0.0507607057401, happy
0.0718657723286, -0.0694031397172, -0.0827883547285, 0.00422875989611, 0.045022281805, 0.0205096399646, 0.0392847858866, -0.0580790482379, 0.0979085186939, 0.0276007565835, sad
-0.0929700197793, -0.0370918313634, -0.0205811373044, -0.105838216088, -0.0306324072268, -0.0481783101513, -0.0840880982073, 0.0516130571534, 0.0376808803128, 0.0525986768417, neutral
0.00709786975807, -0.00165732580064, -0.00434884284797, 0.0444429558295, -0.178417486536, -0.0655504308149, -0.0214926477249, 0.060086619831, 0.0614582107139, -0.134184521335, neutral
0.067152329715, -0.123860977465, -0.0479980334912, -0.0599467020368, -0.00272546685953, -0.0036001178953, 0.0241246369662, -0.0788252360032, 0.0406298075138, 0.00518421622806, scared
0.0826755457227, 0.0868250994625, 0.00842373081814, -0.0475965125388, 0.124331315027, -0.00283022468286, -0.0534406403926, 0.0410315461667, 0.0503443359937, -0.0131415605037, disgusted
0.0529693577784, 0.0383659057513, 0.0021836838563, 0.113169937746, -0.0340102333883, 0.0526944054366, -0.0653304522312, 0.0280586514336, 0.06024078854, 0.19904106669, neutral
0.0227858531702, -0.0383081498482, -0.0463701579768, 0.101299004653, -0.0516028395142, -0.113803161941, -0.0483818028605, -0.00509660987605, 0.0429111635233, -0.0816682167555, disgusted
0.0270450836113, 0.00542668323544, -0.00740097998211, 0.0169442175262, -0.117368925982, 0.00243246160553, -0.025292033909, 0.088520909988, -0.0259702290826, -0.0975235947475, surprised
0.0377964357982, -0.0652335867443, -0.0384944074711, 0.00671921136258, 0.0638230252943, -0.0305133162423, 0.0417992021217, -0.0456356851057, -0.0903966053735, -0.0258878131574, neutral
-0.0965913903042, 0.0476085219079, -0.0147072613926, -0.0169083467207, -0.109797602089, 0.0152399918515, -0.0612736528408, -0.140954250847, -0.0356163650803, 0.0016183671097, happy
0.0901133179213, 0.103025077718, 0.0136864525217, -0.0823026084179, 0.123463433978, -0.0160289365783, -0.0491028279542, 0.0302708934573, 0.052349185723, -0.0523479059607, scared
0.0232956402884, 0.00428365933577, -0.0175927470342, 0.0191451719555, -0.104318217326, 0.0631211001466, 0.00133502562382, 0.0756992427579, -0.0163732074067, -0.0980001844514, surprised
0.0711895554196, 0.0485138482381, 0.0256923497832, 0.0362855300349, -0.0809951393863, 0.151403589425, -0.0668503777721, 0.0463449173918, 0.0349184031991, -0.014824413441, surprised
-0.106756712436, 0.0189100085062, -0.047620646095, -0.0431731428032, -0.0564031827996, 0.0126483420417, 0.0401418587582, 0.154582368231, 0.00158998964155, -0.0443287716142, surprised
0.0414460414406, -0.0828144004836, -0.0104618779536, 0.042768189212, 0.0212787375752, -0.0742532096529, 0.0113102780825, -0.103463334907, -0.172907703645, 0.00969614940457, happy
-0.095979584081, -0.0190287756693, 0.00345797832061, -0.0974417525755, -0.00723047934359, -0.0427970233538, -0.0856282483681, 0.0305099015753, -0.00496312947328, 0.0528463433921, sad
-0.00800664331859, -0.0564296958833, 0.192322072632, 0.0512395093539, 0.0527744399563, -0.0311547897044, 0.0230727853367, -0.0114113570802, 0.0336746670931, -0.0232770086617, disgusted
-0.112778568065, 0.0739981726705, -0.0557888864022, 0.0584426364154, 0.00410019249677, -0.0367048710314, 0.0461030127427, 0.00860638968161, 0.0159588264464, 0.0725382897364, sad
0.0835609864083, 0.0948939067246, 0.00776842112252, -0.0608374087241, 0.100631845161, -0.064748729149, -0.044271833761, 0.0361868244808, 0.0777468982, -0.0826916321367, angry
0.0674712265248, 0.00612549098043, 0.0953084401801, 0.108337661535, -0.0359137494162, 0.0846894343467, -0.116399564199, 0.00124877742845, -0.0203326586349, 0.143031588928, sad
0.0919988892139, 0.113129558133, 0.00137444201842, -0.109104555329, 0.036566126587, -0.0227424429358, -0.0232396997932, 0.0476051424264, 0.073440284737, 0.0057041306396, surprised
-0.085029954328, 0.0700638638291, 0.00226589114842, -0.0706752839342, -0.0276140190253, 0.16792268775, -0.0626394741049, -0.0117165037089, -0.0601264216796, -0.168574599376, surprised
0.0220416701191, -0.0155836085032, -0.00894844213404, 0.0936110576292, -0.0886155796723, -0.0957735229218, -0.0412735037097, -0.0277760805549, 0.0480632366387, -0.0346487015334, scared
0.00284049939785, 0.00536036035533, -0.023866137, 0.0468763358224, -0.169435880552, -0.0540551726837, -0.00775753015145, 0.0757517943971, 0.0864430981934, -0.169547188398, neutral
0.0870977969621, 0.113395266015, 0.0187262348118, -0.0886251618111, 0.060465447726, -0.0722585394256, -0.0321890461844, 0.0150254637043, 0.0735076240873, 0.00419676575388, sad
0.056071354321, 0.0126854005908, 0.0174213320424, 0.0614783026577, -0.0911599672526, 0.135720110702, -0.0204774599609, -0.00272273812893, 0.0632589935537, 0.0278086551991, happy
-0.082342232154, -0.0131216502902, -0.067717514062, -0.143876494042, -0.0366495281305, 0.0298711561797, -0.0494354244976, 0.0738243860109, 0.00207375698925, -0.0549179999786, surprised
-0.106535467167, 0.0734064893649, 0.00898036609589, 0.108361157033, 0.0772256709384, 0.0621484910335, -0.0228799131185, -0.0728347592888, 0.0364209964951, -0.0417815050058, angry
0.0477749072579, -0.0545233842643, -0.109226136804, -0.0716704455589, -0.0399632993268, 0.02662302659, 0.0452807422233, -0.00113944454652, -0.0488100147994, -0.0298107658027, scared
0.0723011473959, -0.0570993884583, -0.102441151662, 0.0112059137236, 0.0623600194594, 0.0348807332479, 0.0459018262763, -0.0588020068942, 0.122929005996, 0.0174001665044, sad
-0.0372264431663, -0.0685050693977, 0.183234628426, -0.00200462835502, 0.0349539207341, -0.00289774964488, 0.079014020059, -0.0367786187334, 0.0564873025879, 0.0400032771997, scared
0.0916456660037, 0.115425327441, 0.0152114415775, -0.111064325034, 0.0376254058296, -0.0348849753788, -0.0303572969582, 0.0343385744125, 0.0630034758911, -0.00206305009903, surprised
0.0350388729001, -0.0827935884304, -0.0325941545487, -0.0815840042393, 0.0109948059834, 0.0293882771191, 0.0403255824136, -0.0839780996931, -0.125651859282, 0.0490911045941, scared
0.0587332515764, -0.0878782940047, -0.103825157649, -0.0395246615807, 0.0348401030364, 0.0234945004579, 0.0576892959274, -0.0900774076861, 0.12197178427, 0.0611719821001, scared
-0.113262911615, 0.0522935708424, -0.0671853742065, 0.0288014945697, -0.00766627021677, -0.0264338346375, 0.0650273885027, 0.0422898308747, 0.0539242735881, 0.0973332693026, sad
0.0423221314079, 0.0152185199102, 0.0180509417758, 0.0804944726259, -0.0671846155638, 0.0696772225604, -0.0629726713159, 0.0649009927831, 0.0498648851102, 0.164111017823, neutral
0.0654364302364, 0.0798010731879, -0.0115759324312, 0.0846472771675, 0.0460888891344, 0.014792710878, 0.0916082372916, 0.0161755155259, -0.0815715718192, 0.0620698244083, angry
0.0571269308138, -0.103435266937, -0.0379330946648, 0.0141230389807, 0.023070518539, 0.0405997945207, 0.0495830081256, -0.00473802140111, 0.0893285220719, -0.0333457179662, disgusted
-0.0483544294545, -0.0430136695438, 0.0955412692766, 0.0105111856166, 0.093793759517, -0.0208837808778, 0.0820904604565, -0.0561555510534, 0.0386748821029, -0.0234151892797, sad
0.0452120246804, -0.0632311089977, 0.00362164137874, 0.014747070934, 0.064390971595, -0.0221031706142, 0.0175795557718, -0.0465813009258, -0.11604735649, -0.0497727259218, neutral
-0.107636953532, 0.071687753966, 0.00376652413929, 0.0135842106552, -0.0747504210585, 0.0845930565856, 0.00479782723309, -0.0561272284265, 0.082107998149, -0.00137637346337, neutral
0.039537872012, -0.0825572220133, -0.0561013728998, 0.0223438482811, -0.0086812084631, -0.099053547896, 0.010954200271, -0.0526140083507, -0.0886518780096, -0.0256974609512, happy
-0.0825349860924, -0.0736146926265, -0.0298964771857, -0.0569953139273, -0.0268904970561, -0.0238553395779, 0.0324094191546, 0.0799744812538, 0.00811888607165, 0.118296925398, neutral
0.0858305264417, 0.096499586075, 0.0063960483751, -0.0771839070951, 0.0730089408086, -0.107591505031, -0.0403980234279, -0.0205672359105, 0.0374544091014, -0.0157941811657, sad
0.0438999524076, -0.0507735577558, -0.0408695302407, 0.0664752735381, 0.06911116236, 0.0541748046681, -0.0358076689171, -0.0144222947018, 0.0520709598637, 0.0382224790461, angry
-0.0830871573923, -0.0475061485853, -0.0753901416391, -0.0484703459287, -0.0245069264113, -0.0106155885778, 0.0414381971147, 0.0849786094056, 0.0525253477105, 0.0975164486797, neutral
0.0817618902718, 0.0959895178254, 0.0403609503996, -0.0902234563569, 0.0480136514638, -0.14540985315, -0.0578714004793, -0.0363039658854, -0.0112271392516, -0.0537240357274, happy
-0.0897526023831, 0.0168918908611, 0.0196541589733, 0.066848648306, 0.0450597388516, 0.0748915965591, -0.0305343626892, -0.135151184084, 0.0692341414082, -0.0983492242157, sad
0.0839752879724, 0.127828604288, 0.0481160079749, -0.0758746167128, 0.0583022642998, -0.0648952270527, -0.0432654295298, 0.0232540277672, 0.0264184711976, 0.0139592137154, neutral
0.0501965809692, 0.0816133328047, -0.0400436941941, -0.0320558064691, -0.0863644181614, -0.0434756436323, 0.127528042025, -0.0728894425819, -0.0551831110103, 0.0442827324213, happy
-0.0358143521333, -0.0666876361675, 0.187099897258, 0.00730112148708, 0.0365503094342, -0.00861729582626, 0.0732686023585, -0.0387165635404, 0.0601488163872, -0.0131638856889, scared
0.0334371633973, -0.0663610105764, -0.0351858463294, 0.0278894139897, 0.0837147676779, 0.00506830873385, 0.041781980541, -0.0494967867852, -0.0586367358962, -0.0077765667048, neutral
0.0449823665085, 0.0685840993597, -0.011553723075, -0.0359789005061, -0.0835261121553, 0.0463510460589, 0.116344284303, -0.018002506496, -0.0989316683038, 0.0279283019849, scared
0.0331896243395, -0.0704472842582, -0.0662177520619, -0.0425015702447, -0.0392346790749, -0.0414857472549, 0.0314408375674, -0.06566021577, 0.100776453531, 0.0593964068174, neutral
0.0304631167784, -0.0350296733821, -0.0236113398222, 0.112197227568, -0.0553079076876, -0.106143281586, -0.0581995797109, -0.0206890069746, 0.00740983578558, -0.0965169597554, disgusted
-0.0907677982863, 0.0729775241115, -0.0983500815201, 0.00130388532528, 0.0137372253716, 0.116554886485, 0.0424685297614, 0.150014945705, 0.0236053325705, -0.00382728978046, surprised
0.0553915026622, -0.0806590794942, 0.0760410742377, -0.0388449603007, -0.0664803194299, 0.132935265447, -0.0453730563229, 0.00385620296577, 0.00251303239281, 0.0443382329648, scared
0.0130371187771, 0.00188725506628, 0.0074380115342, 0.11685224307, -0.0451782541601, -0.0752033522173, -0.00300005382872, -0.0256091726079, 0.0578613445289, -0.0149711633823, sad
-0.0520598543275, -0.0541380610493, 0.12795797372, -0.0677849187403, -0.0354297656004, -0.0560880548336, 0.0948190657233, -0.0170204461853, 0.0417038568969, -0.0251939224081, neutral
0.0444629634705, -0.0703128598742, -0.00084182341285, -0.120034911736, -0.0419144411657, 0.11965897483, -0.00330606776348, -0.0636514054515, 0.0624059503854, -0.0666691397349, scared
-0.0940394071637, -0.0336263974223, -0.0274092715243, -0.0885222029582, -0.0153210657303, -0.0395562444354, -0.0719688385393, 0.0442257323952, 0.0522780788661, 0.0790589919902, neutral
0.0507172154602, 0.072472489147, 0.0230005786834, -0.0779966495378, -0.0805177253902, 0.0463056268776, 0.0833507845523, 0.0388323007303, -0.142306790155, -0.0796066248707, surprised
0.0214067259391, -0.0441656984919, -0.0391971407612, 0.0978008989148, -0.0370079656445, -0.102897765134, -0.0436699087545, -0.00618081017394, -0.00169641779065, -0.115929578789, disgusted
-0.0937288860335, 0.0737694717896, -0.0222408957425, -0.0643198889864, -0.0810104237256, 0.00622713219421, -0.0694523627208, -0.17299992392, 0.0220900367071, -0.0372639638747, scared
0.0572152535898, 0.0921195260463, -0.0162827323163, -0.0095931284189, -0.0378328525521, 0.0215544366864, 0.112162149062, -0.0359249550158, -0.0858994570172, 0.13555894123, neutral
-0.0567384958624, -0.0295967303077, 0.143207584159, -0.0294624656713, -0.0230130089381, -0.0639109788149, 0.113386102732, -0.0407590110853, 0.0759847687291, 0.00693252004771, happy
-0.0797595786019, -0.00720347985614, -0.067956568087, -0.141082833972, -0.0358329742444, 0.0366231930617, -0.0492821392514, 0.0633629283046, 0.0101296755099, -0.0281120856106, surprised
0.0582759758085, 0.10016892453, -0.0434914451125, -0.0227808034342, -0.0784079971557, -0.0165263494676, 0.145124960647, -0.0684792002074, -0.0706559160979, 0.0696670980406, happy
-0.0643298035091, 0.00283263782321, -0.130061671537, -0.0272681734547, 0.0996272942355, -0.0102006729211, -0.058616162517, 0.0186180429018, -0.00636592069143, 0.0483252652558, disgusted
-0.108725734625, 0.0746037789103, 0.0327981841428, 0.0381839636948, -0.0622580687137, 0.0786460422304, -7.01928642329e-05, -0.0931973240097, 0.0771686791016, 0.0456643473923, neutral
-0.0906142707406, -0.0484763564693, 0.00362102656573, -0.0921866842019, 0.0102180202526, -0.0943409231414, -0.109196224803, 0.0284383455179, -0.0567537549501, 0.0110906380139, happy
0.0629993028988, 0.091371204006, -0.0289513312181, 0.048544540361, 0.0266599084315, 0.000876344009671, 0.0920477176086, -0.0191935123609, -0.0623562977353, 0.0925164211225, angry
0.0838580982334, 0.0890580685617, 0.0323841774291, -0.105022262583, 0.0446409441103, -0.135255585643, -0.07521683756, -0.0316215941881, -0.0152092578762, -0.0224675035021, happy
0.0634538405458, -0.0622198849956, -0.085436116906, -0.0483396942901, -0.0275013379875, 0.0182419646366, 0.0279392055311, -0.0197099621104, 0.112655913382, 0.0857106847751, surprised
-0.0507521262599, -0.0386390269892, 0.159808084736, -0.0284554088724, -0.0337156138435, -0.0795244466869, 0.105409520824, -0.0308411651477, 0.0473428627524, 0.00320663571061, happy
0.059848525723, 0.0791292892171, 0.0297712727096, 0.0469343942338, -8.05789803994e-05, -0.0322128225561, 0.0948830142339, 0.00845436840993, -0.120390564563, 0.0902906031829, angry
0.0165759312507, -0.0159967762677, -0.0225709308734, 0.0840165452156, -0.106196431848, -0.141877167954, -0.0398107583713, 0.00711978270496, -0.0314189667605, -0.0202332448918, happy
-0.0693768037256, -0.100487131307, -0.0016734232916, -0.11857662192, -0.049399742415, -0.0212069694523, -0.00316663368332, -0.0055561228418, -0.0975628455386, 0.0437159390838, scared
-0.0984143561619, 0.0592792914977, 0.00612233174212, 0.0963714255305, 0.0629907139877, 0.0764356159989, -0.0345136514816, -0.152635297493, 0.0522277715289, -0.0620297877903, sad
0.0229989575188, -0.0285565502699, -0.066519807576, 0.0946851887109, -0.0550725668639, -0.11065699731, -0.0318479608503, 0.0012356652004, 0.0511411995448, -0.0983213426211, disgusted
0.071601839007, -0.0683376606867, 0.104038988114, 0.000769680653739, -0.0577162647406, 0.10647117094, -0.094467946829, 0.00867974392829, -0.0189958076605, 0.0820340469658, scared
-0.0602637359301, -0.0349741050546, 0.13262859691, -0.0609352600171, -0.0508503616549, -0.0318388296704, 0.0882909303373, 0.00992267128131, 0.0734506475643, -0.0445651279136, neutral
0.058400586926, -0.0512214628132, 0.0698719752049, 0.0744910569727, 0.0531288246661, 0.0135992755736, -0.0535322118438, 0.0594257304558, -0.124582565365, -0.0832961230668, disgusted
0.0566160270465, 0.0119280665065, 0.0391507407185, 0.0597253852652, -0.103198340181, 0.0994808637896, -0.0477879082814, 0.0507242558985, 0.0114754805187, 0.0202186107793, happy
0.0162173558678, 0.000308998116219, -0.0172698251133, 0.0923649221713, -0.126689043618, -0.102176730657, -0.0256879992844, 0.0372151480029, 0.0907100120961, -0.0110940696898, sad
0.0904991712244, 0.10877152093, 0.00893441657251, -0.0354977542024, 0.136075173089, 0.0139244998075, -0.0470995686351, 0.0322298865611, 0.0506414284459, -0.0278577035625, disgusted
-0.105165395477, 0.0684541776924, -0.0518895533355, -0.0214473763987, -0.0129384828931, 0.0988747968579, 0.0638666729961, 0.187150700203, 0.0108044617883, 0.0172036463596, surprised
-0.0910474059422, -0.0125434088691, -0.0133475022849, -0.0647930656492, 0.0581853422811, -0.0223554333085, -0.0418972303029, 0.167015790987, -0.101759144739, 0.00545626169614, angry
-0.095737590625, -0.0239480477519, 0.00270805258319, -0.0517689042777, 0.0493813569102, -0.0423665363083, -0.0452312240673, 0.166502037434, -0.101848899926, 0.000684784775202, angry
0.0423117769486, 0.0521414246795, 0.0286108657498, -0.0797695913472, -0.0752215688697, -0.00859867938115, 0.0475475989262, -0.0179070960031, -0.146652782419, 0.0178784338116, scared
-0.0856990071052, -0.0432872363259, 0.116500685256, -0.0522709764534, 0.000230419530768, -0.0225750375091, -0.0978638528807, 0.0526266714177, -0.0584258379523, 0.110947383766, scared
0.0394131721693, -0.0661654745915, -0.0631706390153, 0.0587239392491, 0.0502971647709, 0.0233030614047, 0.0683140702067, 0.0872287440626, -0.0616850777811, -0.111654435562, angry
-0.0444347559654, -0.0602871309324, 0.175997403159, -0.00376792875187, 0.0150164838825, -0.00681037404322, 0.0782372326016, -0.0384230635467, 0.0725307319774, 0.00512720171971, scared
0.0838284988902, 0.00938477429856, 0.0169221439253, -0.0218591305357, -0.0707433869436, -0.116844515447, -0.0570283471879, -0.0162851549602, -0.0974061737014, 0.012886764856, surprised
0.0683263399264, -0.0702982724742, 0.0824764673357, -0.0138560020865, -0.0564397275223, 0.153370156308, -0.0904240788038, 0.053168060121, -0.022942707843, -0.0224462266553, scared
0.0526626057152, -0.0581354797623, 0.0635365526406, 0.072634084996, 0.0284133421664, 0.0131340859514, -0.0272476579207, 0.049816631926, -0.0941079722681, -0.102586473536, disgusted
0.0703194988483, -0.0427344450534, -0.0136635493617, -0.119937845129, 0.0851251153461, -0.0177256865563, -0.0725508872335, 0.0261847190853, 0.0395280186793, -0.0264898703924, angry
-0.09219002608, -0.0452170282406, 0.00388623151191, -0.0794869414416, -0.0298664275678, -0.0625282368352, -0.0926083969961, 0.00276875333578, 0.0261532374624, 0.0530634763277, happy
-0.0299973323164, -0.0613853434585, 0.172064098425, 0.028584950774, 0.0731049899613, -0.022851720664, 0.0691143596947, -0.0373004253994, 0.0438443611972, -0.0310131569078, disgusted
0.042530699681, -0.0907357892158, -0.0247982384146, 0.0186917305949, 0.0619817506859, -0.0236184908267, 0.0465593682105, -0.0113836448367, -0.122216645925, -0.114946644231, sad
0.0446317794341, -0.06753129093, -0.0768683951146, -0.0283506445514, -0.0118325393649, -0.0405583852912, 0.0235991882748, -0.0691166792599, 0.0868454273391, 0.0622903384417, neutral
0.0492791424438, 0.0824336968, 0.0136714746938, -0.0462812126187, -0.0752449149864, 0.0704471012848, 0.126037362632, 0.0453991794176, -0.117833755812, -0.0167031131517, surprised
0.0370229615522, -0.0950556335768, -0.031935385725, -0.0776054295815, 0.0303035520924, -0.00242746499561, 0.0328710420383, -0.0906517345854, -0.148645528927, 0.00782158451964, scared
-0.10671519912, 0.0284335242065, -0.0444697351192, 0.0978371704147, 0.0463749917183, -0.0863608734299, 0.0125110169129, 0.0139531227226, -0.044494747965, 0.0899351786301, happy
0.0746380752138, -0.0333137802876, 0.0430966894909, 0.07077784816, 0.0597892642034, 0.0776106680663, -0.130923381172, 0.0910064725855, -0.0561203204836, 0.00864788426375, angry
-0.0771512869863, 0.101889020983, -0.0696497707643, 0.0459962215923, 0.0495357223486, 0.034704873815, -0.0532926296961, -0.12723614949, -0.0351417014221, -0.0992671473947, disgusted
0.0195504214955, -0.0112754953918, -0.0262004697589, 0.083419694745, -0.12634328961, -0.0978677963126, -0.0350122705951, 0.0420543230636, 0.0943861469613, -0.0142372792903, sad
