@RELATION emotion

@ATTRIBUTE Dimension_0 CONTINUOUS
@ATTRIBUTE Dimension_1 CONTINUOUS
@ATTRIBUTE Dimension_2 CONTINUOUS
@ATTRIBUTE Dimension_3 CONTINUOUS
@ATTRIBUTE Dimension_4 CONTINUOUS
@ATTRIBUTE Dimension_5 CONTINUOUS
@ATTRIBUTE Dimension_6 CONTINUOUS
@ATTRIBUTE Dimension_7 CONTINUOUS
@ATTRIBUTE Dimension_8 CONTINUOUS
@ATTRIBUTE Dimension_9 CONTINUOUS
@ATTRIBUTE Dimension_10 CONTINUOUS
@ATTRIBUTE Dimension_11 CONTINUOUS
@ATTRIBUTE Dimension_12 CONTINUOUS
@ATTRIBUTE Dimension_13 CONTINUOUS
@ATTRIBUTE Dimension_14 CONTINUOUS
@ATTRIBUTE Dimension_15 CONTINUOUS
@ATTRIBUTE Dimension_16 CONTINUOUS
@ATTRIBUTE Dimension_17 CONTINUOUS
@ATTRIBUTE Dimension_18 CONTINUOUS
@ATTRIBUTE Dimension_19 CONTINUOUS
@ATTRIBUTE Dimension_20 CONTINUOUS
@ATTRIBUTE Dimension_21 CONTINUOUS
@ATTRIBUTE Dimension_22 CONTINUOUS
@ATTRIBUTE Dimension_23 CONTINUOUS
@ATTRIBUTE Dimension_24 CONTINUOUS
@ATTRIBUTE Dimension_25 CONTINUOUS
@ATTRIBUTE Dimension_26 CONTINUOUS
@ATTRIBUTE Dimension_27 CONTINUOUS
@ATTRIBUTE Dimension_28 CONTINUOUS
@ATTRIBUTE Dimension_29 CONTINUOUS
@ATTRIBUTE Dimension_30 CONTINUOUS
@ATTRIBUTE Dimension_31 CONTINUOUS
@ATTRIBUTE Dimension_32 CONTINUOUS
@ATTRIBUTE Dimension_33 CONTINUOUS
@ATTRIBUTE Dimension_34 CONTINUOUS
@ATTRIBUTE Dimension_35 CONTINUOUS
@ATTRIBUTE Dimension_36 CONTINUOUS
@ATTRIBUTE Dimension_37 CONTINUOUS
@ATTRIBUTE Dimension_38 CONTINUOUS
@ATTRIBUTE Dimension_39 CONTINUOUS
@ATTRIBUTE Dimension_40 CONTINUOUS
@ATTRIBUTE Dimension_41 CONTINUOUS
@ATTRIBUTE Dimension_42 CONTINUOUS
@ATTRIBUTE Dimension_43 CONTINUOUS
@ATTRIBUTE Dimension_44 CONTINUOUS
@ATTRIBUTE Emotion {happy, sad, angry, surprised, scared, disgusted, neutral}

@DATA
0.0163726054106, -0.012244607739, -0.0208827673278, 0.0875882316336, -0.117434794918, -0.154275480619, -0.048894770347, 0.0115390588614, -0.0368485582237, -0.0395706310337, 0.010177587466, -0.0237015322035, 0.0927165968237, -0.0713320943862, -0.0459104571967, -0.0596265546523, -0.0173999978413, -0.0415540457548, -0.00737261502731, -0.165218174063, -0.0432716424223, -0.145523855698, 0.00551132338147, 0.0413960945351, 0.0288417939846, 0.000908578082213, 0.0719225083762, -0.0844066520758, 0.138061980251, -0.0683420574097, 0.106926776586, 0.0833107718149, 0.0673947261191, -0.0463003515691, -0.0262204902979, 0.0444904943028, 0.137459901474, -0.0623568863805, 0.0100002078077, 0.0146555503364, -0.118735870122, -0.0368889980559, -0.0187744466769, 0.0499302473546, -0.0167242873476, happy
0.0820335111363, 0.131819167796, 0.0401511736959, -0.107380236354, 0.031207789417, -0.100611034568, -0.0346715413483, 0.0137275058057, 0.0409427123136, -0.0180881307936, -0.0521856801412, -0.108489781316, -0.0598872772221, -0.0464189894661, -0.0589088717731, -0.022063195015, 0.0820486033311, -0.0457520648202, 0.0194547676406, -0.0954859094249, 0.037815965451, 0.028062894464, -0.0453376666935, -0.0463045863573, -0.119284688193, 0.0779603071915, 0.0592575266197, 0.0436163170466, -0.0305131174258, 0.0648632264946, 0.00857134070074, 0.0613417020524, 0.0352321631414, 0.0442499174982, -0.0589475211622, -0.0451513023251, -0.0261501311341, 0.0709694448369, -0.0314868257999, -0.00746043243544, 0.00736528774951, -0.0592997740123, 0.00630058258022, -0.101632797295, -0.0760352624681, neutral
-0.106256831633, 0.0517628459686, -0.00642601162283, 0.026386063065, 0.012504014463, -0.0106851571861, 0.0726392743321, 0.0192548154056, -0.0465325030215, 0.121739007975, -0.0363751327659, -0.205124199285, -0.0493564816675, 0.00505790786038, 0.0229819155978, 0.0535817602656, -0.0251895225685, 0.0248503693885, 0.0074041526592, 0.000301175121546, 0.0346061864818, -0.0836831060522, 0.105986803923, 0.0961839910511, 0.0277452255332, -0.133878593083, -0.00878066218409, 0.0332821564931, -0.0228683921744, -0.00549580217048, -0.0109235439658, 0.0890674046985, 0.115744177625, 0.102425308506, 0.0135800735803, -0.0638941295982, 0.0123234845165, -0.0329010087955, 0.0337071051723, 1.6503618419e-05, 0.0869216772114, -0.0470477324687, 6.25288758168e-05, -0.0569155022345, -0.0651662255605, scared
0.061637750219, -0.0537727406864, -0.024496375911, -0.027892079748, -0.0766444741682, 0.101680534398, -0.0161847603092, -0.0142497810658, 0.101376973075, 0.0527830966366, -0.122087663967, 0.0589559084342, -0.00630935080037, 0.0439256747096, 0.0529557505791, 0.0521843211296, 0.00671754384406, 0.025599820215, 0.0651479735801, -0.0254284136346, -0.187706175337, 0.039597016765, -0.0333253514106, 0.111141233709, -0.0330917475424, -0.0110962863715, -0.0288530835862, -0.00952977804953, 0.0651641879413, 0.0547765035795, -0.0917220273444, 0.0780909129153, -0.00541692066398, -0.0771052534096, -0.0710423507356, -0.0968662235306, -0.15304946318, 0.0492669869565, -0.155127240242, -0.0940953794078, -0.14864022622, 0.0307530591025, -0.134932257648, 0.0913192577514, -0.0160558728019, happy
0.0474956985627, -0.0673527935083, -0.0806252472458, -0.00656534031372, -0.0190862533043, -0.0922687859101, -0.0421877002945, -0.0983203583331, -0.0442733416061, 0.0508042104256, -0.0906551455386, 0.00011707877823, 0.0897009514659, 0.15929498983, -0.0122033608468, -0.134873074, -0.0547656270764, 0.0425117676248, -0.00354680575021, 0.0386053751422, 0.0193793856785, -0.0281006317919, 0.0102493854022, 0.0203591258925, -0.0304253729013, -0.0304872433144, -0.016802510501, -0.0564692873162, 0.0307756976878, 0.0482236389946, -0.0815248876096, -0.0566555537857, -0.0714674988331, -0.00522922762222, -0.011228400615, -0.217039090226, -0.0120529865584, -0.0192897090873, 0.11576068386, -0.00677513344268, 0.0775103009325, 0.0395170013467, -0.0090946832313, -0.029123642216, -0.0180322447901, happy
0.0360686100535, 0.0168629132803, 0.00663244296612, 0.0399334375364, -0.076832403146, 0.0987162719566, 0.00526901297356, 0.022857545217, 0.037147795497, -0.043439880788, -0.102692322471, 0.01746716633, 0.0850539534123, -0.00165211349313, -0.0135033051245, 0.0888430355635, -0.134396466974, -0.030216347812, 0.181100310866, 0.00233928793057, 0.0093790988279, -0.0354079799185, -0.0807531408795, -0.0749728286093, -0.084631633714, -0.107235102886, -0.197221117523, 0.0712532892878, -0.0988323667895, -0.078482279447, 0.150073849057, -0.0737365073794, 0.00455497919779, 0.0279460671522, -0.094251587681, -0.112997851029, 0.107110279936, 0.0251597941682, -0.0380192349076, 0.0632621025454, 0.0532601420167, 0.0536518023951, 0.216054696363, -0.013506376372, -0.0490356830843, happy
-0.094544959509, -0.0396366153666, 0.0154316365949, -0.0846495047627, -0.0166964077843, -0.0524150480311, -0.0784287128127, 0.0398309228674, 0.0252500489984, 0.0753068984603, 0.0038002555, 0.116443611638, -0.115929997034, 0.00312150932062, 0.00770866968685, 0.0373671202418, -0.0231017260385, -0.0197353917386, -0.0211692838312, -0.0410121707147, 0.0374786687023, 0.0416752894608, -0.0397351537444, 0.0854767476707, -0.0203132630573, 0.0425378056615, 0.0694838749853, -0.0839118687492, -0.0486915315136, -0.100300072148, 0.0553541332617, -0.000521428250567, -0.0176051732732, 0.0359343164265, -0.0134095888087, -0.0171100905676, 0.0203278642496, 0.0158887906741, 0.0643187816017, 0.12548481213, 0.00529481444413, -0.00524062105835, 0.0113887452871, -0.0326997024679, -0.0222798190397, neutral
0.0434177847275, -0.0590817624774, -0.0713387685074, -0.0174786796141, -0.000193121292457, -0.0192834424626, 0.0354607250314, -0.0725571242572, 0.0972032396156, 0.0740990183302, 0.00458434076425, -0.0570811429932, -0.0386409382167, 0.0210963275091, -0.0114593189768, -0.0475823134021, 0.000799703059353, -0.0769182870372, 0.11676105957, -0.000590826434672, 0.125851081413, 0.0406957641139, 0.0718059565488, 0.0191030562658, 0.0389063172688, 0.0187577593835, -0.0378466567967, -0.0522678536379, -0.136962401907, 0.0377699790063, 0.0200489518823, -0.0961067121003, -0.0494389065967, 0.0695848997455, -0.0331995370524, 0.0240147812882, 0.0872370409997, -0.00134792735891, -0.00319550384381, -0.0553849803462, 0.0354617011666, 0.132287535493, -0.0973109412451, -0.0187092381003, -0.00381148568085, neutral
-0.103967971224, 0.0866325306738, 0.0159092789169, 0.0333522856714, -0.0540109323905, 0.116990091983, 0.0085599150125, -0.0585686508513, 0.096044067109, 0.0104371958689, -0.0407974386051, 0.0122225049617, -0.011700735959, -0.192204830164, -0.0339297248685, -0.08317649274, 0.0166582995993, 0.0664550860603, 0.101444083486, -0.0488516415941, 0.0386464931904, -0.065741538615, 0.0687159366112, 0.0518024326277, -0.00485805373479, 0.0473351594091, 0.0391535861601, 0.113572166697, 0.019195224992, 0.0353674928422, -0.0246716023946, 0.120101488992, -0.0782241105917, -0.115022662349, 0.0565257930925, -0.072062023413, 0.0258011291866, 0.0316495458077, 0.0458784975581, -0.0237246014954, 0.0817015688018, 0.0144010991984, -0.0125680205054, -0.0709392624376, 0.072701264298, neutral
0.0745953805875, 0.127854999188, 0.143229903437, 0.097012250676, 0.0489196390545, -0.0577904813668, -0.0119610038152, 0.079910564979, -0.102209415411, 0.0579829842105, 0.0136617474398, -0.0402611822117, 0.0271344501291, -0.0354141006269, 0.0352384388418, -0.0932762007242, 0.00662772423603, 0.0215953578961, -0.00974087891166, 0.078350595791, -0.00728794251833, 0.0499199870487, 0.146664989328, -0.143785515947, 0.0357950733367, 0.0684317111481, 0.0102380333672, 0.035311689985, 0.00391887807963, -0.0282762214716, -0.0279285205656, 0.0861387533832, -0.102979162964, -0.0339522336048, -0.0808983046332, -0.0556116804418, -0.00781229353403, -0.0156973202533, -0.100655007111, -0.0881511174308, -0.0948180564142, 0.0860589061925, 0.0128217710584, -0.0759408348021, -0.12701792297, disgusted
